Origin,Destination,Marketing_Airline,Operating_Airline,Flight_Duration,Distance,Narrow_Set
BHX,FRA,BD,LH,100,421,0
CUN,MEX,AC,MX,140,699,1
AMS,TLS,NW,WA,115,546,1
LAX,DEN,NZ,UA,134,751,0
MEM,LFT,CO,9E,105,311,0
CHC,WLG,SQ,NZ,55,165,1
AMS,BHX,NW,UK,80,249,1
MEX,SLP,AM,VW,75,201,1
LAX,MEX,AC,MX,210,1359,1
MEX,CJT,MX,VW,135,452,1
LAX,GDL,NZ,MX,179,1143,0
LAX,MRY,TA,AA,86,231,0
LAX,IAD,NZ,UA,283,1992,0
LAX,ORD,AS,AA,234,1517,1
AMS,CDG,NW,KL,70,216,1
MAD,AGP,TW,UX,90,234,0
CNS,BNE,NZ,AN,125,761,1
MEM,GSP,CO,9E,85,383,1
AMS,DUS,NW,EW,55,92,0
CRP,IAH,HP,CO,73,176,1
MEM,MSP,CO,NW,126,616,0
MEM,MCI,CO,NW,85,343,0
BRU,CDG,AA,SN,60,130,1
LAX,DFW,AS,AA,186,1074,1
LAX,LAS,CO,HP,60,209,0
MEM,TYS,CO,XJ,65,296,0
CUN,SAP,MX,QA,110,343,1
LAX,SBP,NW,AA,59,132,1
MEX,VER,LH,MX,50,165,0
LAX,PSP,AS,MQ,59,96,1
BHX,CDG,QF,BA,70,269,0
MAD,NCE,SN,FU,105,525,0
SAN,SFO,AC,UA,95,385,0
AMS,NCE,NW,WA,115,528,1
MEM,BNA,CO,NW,54,172,0
LAX,SAN,NH,UA,46,93,1
AMS,EDI,KL,UK,95,366,0
MEM,DFW,AM,DL,91,372,1
MEM,JAN,CO,XJ,55,165,1
MAD,BCN,UA,JK,65,272,1
MEM,IND,CO,NW,79,329,0
HAM,MUC,IB,DI,80,331,1
AMS,ABZ,KL,UK,110,385,1
MEM,VPS,CO,NW,79,331,1
BKK,NRT,UA,NH,330,2516,1
MEM,LAX,AS,NW,248,1405,1
MEM,SGF,CO,9E,70,212,1
BRU,LHR,TV,SN,70,191,1
LSC,ANF,IB,UC,80,395,0
AMS,BRS,NW,WA,100,290,1
BRU,ARN,AY,SN,135,704,0
MAD,BIO,AZ,UX,70,173,1
MAD,CPH,JK,SK,190,1121,1
LAX,SEA,NZ,UA,165,831,1
MEM,DTW,CO,NW,115,529,1
LAX,SFO,NZ,UA,85,292,1
DAY,ORD,AS,MQ,75,213,1
BKK,HDY,SK,TG,90,417,0
AMS,LCY,NW,UK,70,185,0
LAX,MIA,QF,AA,305,2036,0
LAX,LAS,OZ,AA,61,209,1
MAD,MRS,AF,YW,150,442,1
RIX,ARN,SK,BT,85,255,1
DCA,BOS,SR,AA,90,350,0
MEM,MIA,AZ,NW,134,751,0
MEX,IZT,AM,VW,100,284,1
SAN,LAX,CO,AA,47,93,1
YUL,LGA,UA,AC,77,278,0
PBI,DTW,CO,NW,183,946,1
AMS,CPH,NW,KL,85,339,0
LAX,JFK,AC,UA,316,2149,1
MEX,ACA,AM,MX,50,164,1
MAD,MRS,AF,YW,150,442,0
BHX,AMS,NW,UK,75,249,1
CHC,SIN,NZ,SQ,630,4559,1
BKK,CPH,TG,SK,710,4678,1
LAX,DFW,AS,AA,189,1074,0
LAX,SAN,HA,MQ,58,93,1
BRU,GVA,SR,SN,70,288,1
MEX,CME,AM,MX,80,420,1
LAX,YVR,NW,AS,174,947,1
LAX,PSP,CO,AA,59,96,1
LAX,SAN,YX,MQ,57,93,0
MEX,VSA,DL,AM,80,364,0
MEM,HSV,CO,XJ,55,161,1
CNS,SYD,AA,QF,180,1081,0
BRU,VCE,AA,SN,95,452,1
SBA,LAX,NW,AA,52,78,0
AMS,MME,NW,UK,100,266,0
GRB,DTW,CO,XJ,75,251,1
AMS,CGN,KL,EW,60,121,1
SAN,LAX,AS,MQ,48,93,0
MEX,LIM,TA,AM,340,2312,0
MEX,HMO,AM,MX,155,885,0
CDG,PVG,AF,MU,725,5012,1
PLN,ESC,KL,XJ,45,95,0
GEG,SEA,CO,AS,58,197,1
PFO,LCA,KL,CY,30,60,1
TXL,FRA,TG,LH,75,238,1
GDL,PVR,MX,AM,40,107,0
CDG,MRS,DL,AF,80,358,1
AES,OSL,KL,BU,55,201,1
ABI,SJT,NW,CO,30,77,1
GDL,LAX,NZ,MX,200,1143,0
NCE,VCE,SN,FU,75,245,1
CDG,LYS,DL,AF,65,224,1
HAJ,MUC,UA,LH,70,265,0
HAJ,FRA,SQ,LH,65,155,1
GDL,LAX,NZ,MX,200,1143,1
NCE,MUC,SN,FU,80,338,1
SXB,NCE,SN,FU,110,294,1
BSL,MRS,LX,QE,100,276,0
AJA,NCE,AF,XK,45,130,0
MBS,ORD,AC,UA,61,192,1
ARN,VIE,SK,OS,145,700,1
COR,AEP,AR,A4,70,349,0
BDS,LIN,LH,AP,95,481,0
SXB,CDG,CO,WX,75,200,1
ABI,DFW,YX,MQ,64,141,1
CDG,AMS,DL,AF,75,216,0
CAI,FRA,SK,LH,260,1587,1
COR,AEP,AR,D7,70,349,1
GDL,DFW,JL,AA,149,826,0
CDG,IAD,DL,AF,535,3361,1
TXL,LHR,EI,BA,115,518,0
GDL,QRO,MX,AM,55,179,1
HAJ,AMS,KL,EW,75,177,1
GMP,LAX,AA,OZ,650,5190,0
MEM,DFW,KL,NW,97,372,1
GRZ,LNZ,LH,VO,35,88,1
MEX,MTY,DL,AM,80,394,0
OLF,BIL,NW,GQ,58,185,1
HLN,GTF,NW,QX,30,59,1
PVG,SFO,NW,CA,605,5346,1
ATL,SDF,AM,DL,85,283,1
ATL,BUF,AM,DL,122,624,1
BDL,ORD,AS,AA,147,683,0
HNL,KOA,AA,HA,40,141,1
CTS,KIX,NW,JD,130,589,0
SHV,MEM,KL,9E,75,247,0
GLA,LHR,GF,BD,90,298,0
JNB,CPT,OS,MN,125,697,1
PHL,FRA,UA,LH,470,3436,0
REC,SSA,AF,JJ,75,356,0
MLS,GDV,NW,GQ,29,60,1
JNB,GRJ,SA,YB,115,564,0
HNL,LAX,NZ,UA,318,2222,1
ATL,MCO,AF,DL,89,348,0
RAR,LAX,UA,NZ,570,4094,0
SLW,IAH,NW,CO,96,400,0
ATL,EWR,NW,CO,142,656,1
MUC,NAP,SK,LH,100,466,1
MUC,MAD,JK,LH,160,816,0
MUC,BRE,UA,LH,80,310,1
BES,CDG,CO,WX,75,285,0
BDL,EWR,NW,CO,60,99,1
MRS,CDG,DL,AF,90,358,0
ATL,EWR,NW,CO,136,656,1
ATL,DTW,AZ,NW,121,521,1
MRS,CDG,DL,AF,90,358,0
MUC,FRA,CA,LH,70,163,0
ATL,EWR,NW,CO,132,656,0
ATL,GSO,AF,DL,75,269,0
SPS,DFW,YX,MQ,51,97,1
BTV,BOS,NW,AA,70,152,0
STN,CPH,BD,SK,105,498,0
ATL,LGA,AM,DL,140,668,0
ATL,BWI,AM,DL,110,507,0
ATL,EWR,AM,DL,135,656,0
ATL,EWR,NW,CO,139,656,1
ATL,ORD,IB,AA,120,534,1
HNL,OGG,UA,AQ,35,91,1
ATL,EWR,NW,CO,143,656,0
FAT,LAX,NW,AA,73,181,1
PHL,DTW,KL,NW,107,396,0
ATL,IND,AF,DL,96,377,0
ATL,PIT,AM,DL,104,462,1
ATL,IAH,NW,CO,134,595,1
FSD,MSP,CO,NW,60,172,0
MUC,ZAG,OU,CL,70,234,0
MUC,YYZ,SK,AC,560,3598,1
GLA,LHR,QF,BA,80,298,0
TNG,MAD,AT,IB,105,303,1
RDU,ORD,AS,AA,135,562,1
PHL,IAH,NW,CO,222,1151,0
JNB,CPT,DL,SA,130,697,0
PHL,ORD,AS,AA,142,589,0
TGZ,VSA,MX,QA,30,83,0
VRN,MUC,LH,EN,70,178,1
MUC,SCN,LH,LG,70,189,0
ATL,MCI,AM,DL,135,605,0
MUC,VIE,LH,OS,65,192,1
MUC,FRA,NZ,LH,70,163,0
JNB,DAR,DL,SA,190,1317,1
HNL,OGG,AA,HA,35,91,0
GLA,LHR,AC,BD,80,298,1
MUC,FRA,AC,LH,70,163,1
BDL,ORD,AS,AA,146,683,1
ATL,JFK,AT,DL,145,664,1
BOD,NCE,SN,FU,75,354,0
MUC,CDG,CO,AF,100,365,0
MRS,ORY,BA,IW,80,347,1
ATL,DCA,SA,DL,103,479,0
ATL,FRA,SK,LH,525,4017,0
ATL,PHL,SA,DL,115,582,1
MUC,DUS,AC,LH,75,267,1
JNB,ELS,LH,SA,85,419,0
MUC,HAM,BA,DI,80,331,0
BDL,ATL,AM,DL,155,754,0
PHL,CLE,NW,CO,87,319,0
PVG,CDG,AF,MU,770,5012,1
MUC,CDG,DL,AF,100,365,0
ATL,ORF,AM,DL,95,455,1
PHL,DTW,KL,NW,125,396,0
TNG,CMN,JK,FN,55,171,1
ATL,SAV,AM,DL,55,188,1
MUC,BSL,LT,LX,65,171,1
ATL,DFW,JL,AA,153,632,0
ATL,ALB,AM,DL,128,752,1
MUC,HAM,BA,DI,80,331,1
MUC,BSL,LT,LX,65,171,1
MSN,DTW,CO,NW,78,270,1
ATL,RIC,AM,DL,100,423,1
MUC,HAM,US,DI,80,331,1
JNB,MSU,SA,4Z,70,197,0
ATL,MSP,CO,NW,162,797,1
MUC,OSL,AC,LH,150,719,1
ATL,MCI,AM,DL,135,605,0
PHL,YYZ,UA,AC,90,299,1
PHL,YYZ,UA,AC,85,299,0
ATL,CLE,AM,DL,110,490,0
BFS,LHR,GF,BD,75,284,1
BOD,BCN,IB,VM,80,251,0
STN,AMS,NW,UK,60,175,1
BIL,MLS,NW,GQ,42,117,0
MUC,NCE,SN,FU,85,338,1
VRN,MUC,LH,EN,70,178,0
ATL,PBI,AM,DL,110,471,0
RDU,DFW,LR,AA,183,917,1
MUC,LHR,UA,LH,125,512,1
GLA,LHR,QF,BA,85,298,0
ATL,IND,AF,DL,95,377,0
RDU,CLE,NW,CO,106,366,0
MUC,HAM,US,DI,80,331,1
HNL,ITO,AA,HA,48,187,0
ATL,BHM,AF,DL,53,114,1
BTV,BOS,NW,AA,70,152,1
XFP,XFR,SK,9B,8,6,1
BUD,ZRH,SR,MA,95,429,0
ATL,PHL,AM,DL,129,582,1
ATL,BWI,AM,DL,105,507,1
RDU,MEM,CO,NW,121,548,1
PHL,ORD,AS,AA,141,589,1
HNL,OGG,CO,HA,35,91,0
ATL,DAB,AM,DL,76,317,0
KRK,CDG,AF,LO,130,669,1
OAK,PDX,NW,AS,94,477,0
HNL,KOA,NW,HA,40,141,0
RDU,MEM,CO,NW,121,548,1
BFS,LHR,LH,BD,75,284,0
BTV,BOS,YX,MQ,65,152,1
BOD,TUN,AF,TU,130,704,0
HNL,OGG,UA,AQ,35,91,1
GLA,LHR,QF,BA,80,298,0
ATL,PHL,AM,DL,117,582,0
QRO,MEX,AM,VW,45,96,0
FAT,LAX,TA,AA,68,181,1
PHL,ATL,SA,DL,142,582,0
JNB,RCB,SA,YB,90,262,1
FAT,LAX,CO,AA,70,181,1
MUC,HAM,BA,DI,80,331,1
HNL,DTW,CO,NW,516,3887,0
ATL,BOS,AM,DL,145,830,1
GLA,LHR,LH,BD,80,298,1
JNB,PLZ,DL,SA,100,495,0
TNG,CMN,DL,AT,50,171,1
MUC,FLR,SK,LH,80,273,0
HNL,OGG,NW,HA,35,91,1
PHL,DTW,CA,NW,110,396,1
MRS,AJA,AF,SH,50,178,1
SLW,IAH,NW,CO,96,400,0
ATL,CHS,AF,DL,67,226,0
TRD,TRF,SK,WF,75,263,0
HNL,OGG,AA,HA,35,91,0
HNL,LAX,CA,NW,310,2222,1
GLA,LHR,UA,BD,80,298,0
ATL,CVG,AM,DL,98,333,0
JNB,GBE,SA,YB,65,162,1
HNL,LAX,NZ,UA,316,2222,0
ATL,IAH,NW,CO,139,595,1
MRS,DAM,IB,RB,240,1582,1
CVM,MEX,MX,VW,90,265,0
MUC,TXL,BA,DI,65,265,0
XFP,XFR,SK,9B,8,6,0
JNB,BFN,SA,YB,65,209,1
RDU,CLE,NW,CO,113,366,1
TRD,OSL,LH,SK,60,195,0
PVG,PEK,NW,CA,120,602,1
RDU,ATL,AM,DL,90,310,1
MUC,DUS,BA,DI,75,267,0
TRD,OSL,KL,BU,55,195,0
STN,NUE,LH,EW,100,434,0
MUC,PSA,LH,EN,100,281,1
MUC,TRN,OS,CL,80,254,0
MSN,DTW,KL,NW,82,270,1
ATL,ABE,AM,DL,125,607,0
HNL,OGG,AA,HA,35,91,0
RDU,MEM,KL,NW,121,548,0
JNB,PHW,SA,4Z,60,206,0
BOD,TUN,AF,TU,130,704,1
STN,MST,KL,XT,70,216,1
TRD,TRF,SK,WF,75,263,0
MUC,DUS,BA,DI,75,267,1
TGZ,PQM,MX,QA,45,82,1
POA,GRU,LH,RG,87,476,0
MUC,DRS,UA,LH,65,182,1
MUC,FRA,CA,LH,70,163,0
MSN,MSP,CO,NW,73,199,0
HNL,OGG,AA,HA,35,91,0
VRN,FCO,AZ,IG,60,232,0
SXM,ANU,NW,CO,40,93,0
SBP,LAX,HA,MQ,63,132,0
MUC,FRA,TG,LH,70,163,1
ATL,IAH,NW,CO,138,595,1
MUC,HAJ,UA,LH,75,265,1
GGW,OLF,NW,GQ,23,43,1
BMI,PIA,CO,XJ,33,33,0
PHL,MSP,CO,NW,175,853,0
HNL,LIH,CO,HA,34,89,0
RDU,DTW,KL,NW,117,436,0
BMI,ORD,SN,AA,50,101,1
JNB,CPT,DL,SA,130,697,1
ATL,RDU,AM,DL,80,310,0
MUC,FRA,TG,LH,70,163,0
MUC,CGN,IB,DI,70,239,1
DEL,AMS,KL,NW,595,3441,0
MSN,MSP,KL,NW,68,199,0
MUC,LEJ,SK,LH,65,194,0
MRS,NTE,SN,FU,80,374,0
ATL,YUL,AM,DL,162,869,0
JNB,AMS,NW,KL,655,4905,0
RDU,CVG,AF,DL,100,337,0
BIL,MSP,KL,NW,124,650,1
ATL,SRQ,AM,DL,91,386,1
PTP,FDF,TX,AF,35,104,1
BIL,LWT,NW,GQ,39,81,0
STN,AMS,KL,UK,60,175,1
MUC,ARN,SK,LH,150,720,1
JNB,CPT,AF,SA,130,697,0
PHL,IAD,LH,UA,61,115,1
JNB,CPT,SR,SA,130,697,0
ATL,DTW,CO,NW,120,521,0
XFP,XFR,SK,9B,8,6,0
PHL,DTW,KL,NW,112,396,0
LIM,SJO,TA,LR,215,1410,1
GLA,LHR,LH,BD,80,298,0
SKP,LJU,LH,JP,90,400,0
SHV,MEM,CO,9E,75,247,1
ATL,ORD,AM,DL,122,534,0
MUC,AMS,NW,WA,95,359,0
ATL,IAH,SA,DL,128,595,1
DAB,EWR,NW,CO,161,772,1
SLW,MEX,MX,VW,120,392,1
ATL,BOS,AM,DL,147,830,1
GLA,DUB,BA,EI,50,159,1
JNB,ELS,DL,SA,85,419,0
SBP,LAX,YX,MQ,64,132,1
SHV,IAH,NW,CO,65,170,0
MUC,SZG,SK,LH,140,59,0
GLA,MAN,CO,BD,70,164,0
XFP,XFR,SK,9B,8,6,1
MUC,CDG,DL,AF,100,365,0
MUC,CTA,SK,LH,125,677,0
VRN,VIE,OS,NG,70,284,0
ATL,EWR,NW,CO,146,656,1
FAT,LAX,AS,MQ,68,181,1
MUC,FMO,UA,LH,75,277,0
GLA,LHR,UA,BD,80,298,1
BFS,LHR,IB,BA,75,284,0
ATL,MEM,KL,NW,76,289,0
HNL,LIH,CO,HA,34,89,1
RDU,IAH,NW,CO,180,902,1
MUC,CPH,AC,SK,105,439,1
HNL,LIH,NW,HA,34,89,1
HNL,LIH,AA,HA,34,89,0
HNL,KOA,AA,HA,40,141,1
MUC,DUS,BA,DI,75,267,0
ATL,MCO,AF,DL,85,348,1
FAT,SEA,NW,QX,130,653,0
BOD,CDG,DL,AF,85,290,0
ATL,RIC,AM,DL,95,423,0
BUD,ZRH,MA,SR,95,429,1
PHL,IAD,OS,UA,61,115,0
BDL,ORD,AS,AA,147,683,0
TNG,AGP,JK,FN,35,83,0
MSN,DTW,CO,NW,78,270,1
ATL,DTW,KL,NW,120,521,1
XFP,XFR,SK,9B,8,6,0
ATL,MSP,KL,NW,169,797,0
MUC,FRA,UA,LH,70,163,0
MUC,FRA,TG,LH,70,163,1
MUC,FRA,AC,LH,70,163,0
ATL,HSV,AM,DL,50,131,0
PHL,MEM,KL,NW,158,760,0
MUC,CGN,BA,DI,70,239,1
BFS,LHR,OS,BD,80,284,0
MUC,AOI,LH,EN,90,297,1
HNL,SEA,CA,NW,332,2331,1
BFS,LHR,LH,BD,80,284,1
ATL,MKE,AF,DL,135,592,0
FAT,LAX,AS,MQ,73,181,1
FAT,LAX,AS,MQ,73,181,1
ATL,ORF,AM,DL,94,455,1
HNL,KIX,AA,JL,565,3570,0
MUC,BSL,LT,LX,65,171,1
UME,LLA,SK,JZ,45,117,0
BZN,BTM,KL,QX,30,58,1
BUD,PRG,OK,MA,65,252,0
PHL,IAD,JK,UA,61,115,1
HNL,LAX,AM,DL,331,2222,0
MUC,CGN,UA,LH,70,239,1
CVM,MEX,AM,VW,90,265,0
XFP,XFR,SK,9B,8,6,1
MUC,FRA,MX,LH,70,163,1
JNB,ELS,DL,SA,85,419,1
HNL,OGG,NW,HA,35,91,0
ATL,LAX,NZ,UA,290,1690,1
ATL,ORD,AM,DL,130,534,0
JNB,FRA,SK,LH,625,4728,0
ATL,ORD,SA,DL,125,534,0
MRS,MAD,IB,RB,120,442,1
OAK,SEA,NW,AS,114,586,0
MUC,IST,SK,LH,155,839,1
TKU,HEL,SK,KF,35,80,0
ATL,MSP,AM,DL,155,797,0
JNB,DUR,SR,SA,70,269,1
HNL,LIH,CO,HA,34,89,1
HNL,OGG,UA,AQ,34,91,0
HAH,ZNZ,MK,TC,70,396,0
ATL,CMH,AM,DL,90,394,0
FAT,LAX,CO,AA,72,181,1
HNL,AKL,AC,NZ,550,3859,1
ATL,LGA,AM,DL,131,668,1
POA,GRU,LH,RG,149,476,0
ATL,RSW,AF,DL,102,455,1
BZN,MSP,CO,NW,138,760,0
XFP,XFR,SK,9B,8,6,0
MUC,ZRH,LT,B5,60,135,1
BTV,BOS,NW,AA,65,152,1
HNL,LIH,CO,HA,34,89,0
ATL,MSP,AM,DL,163,797,1
MUC,LHR,UA,LH,125,512,1
ATL,IAD,OS,UA,106,469,1
OAK,DFW,SN,AA,204,1265,1
VRN,BRU,AA,SN,95,416,0
GLA,AMS,NW,UK,105,390,1
LCE,RTB,TA,WC,25,37,1
MUC,HAM,UA,LH,80,331,1
TNG,MAD,IB,AT,105,303,0
FAT,LAX,CO,AA,70,181,1
HNL,LIH,UA,AQ,35,89,0
MUC,VIE,LH,OS,60,192,0
MRS,BIA,AF,XK,50,191,0
OAK,SEA,NW,AS,114,586,0
MUC,BCN,IB,DI,125,588,1
MUC,VIE,SK,LH,65,192,1
JNB,ELS,SA,YB,85,419,1
HNL,OGG,NW,HA,35,91,0
GGW,OLF,NW,GQ,23,43,1
MUC,DUS,BA,DI,75,267,1
GLA,LHR,VS,BD,90,298,0
RDU,CLE,NW,CO,108,366,1
SHV,IAH,NW,CO,61,170,1
ATL,LEX,AM,DL,71,268,1
GLA,LHR,QF,BA,90,298,1
JNB,DUR,DL,SA,70,269,1
BZN,BTM,KL,QX,25,58,0
BMI,DTW,CO,XJ,100,269,0
MUC,OTP,UA,LH,135,634,0
HNL,LIH,NW,HA,34,89,1
HNL,OGG,UA,AQ,35,91,1
BOD,CDG,DL,AF,85,290,0
BFS,LHR,IB,BA,80,284,0
TSV,BNE,NZ,AN,105,604,0
HNL,KOA,CO,HA,40,141,1
MRS,BIA,AF,XK,50,191,0
JNB,UTN,SA,4Z,110,400,1
MUC,ZAG,LH,OU,60,234,0
MUC,GVA,UA,LH,75,262,1
MUC,VIE,OS,CL,70,192,0
SCE,DTW,CO,XJ,110,263,1
ATL,STL,AM,DL,112,425,0
MUC,BRE,UA,LH,80,310,0
MUC,BRU,LT,QG,85,323,1
OAK,PHX,BA,HP,113,560,1
MUC,DOH,LH,QR,360,2333,1
MUC,TXL,US,DI,70,265,1
BDL,ATL,AM,DL,158,754,1
ATL,PHL,AM,DL,120,582,0
SBP,LAX,NW,MQ,62,132,1
MUC,CGN,TG,LH,70,239,1
MUC,HEL,SK,LH,195,858,0
PTP,FDF,TX,AF,35,104,0
GLA,LHR,BI,BD,90,298,0
MUC,FRA,UA,LH,70,163,0
MUC,TXL,BA,DI,70,265,0
ATL,RSW,AM,DL,100,455,0
FAT,LAX,NW,AA,72,181,1
MRS,ORY,BA,IW,80,347,1
MUC,TXL,TG,LH,70,265,1
GLA,MAN,LH,BD,65,164,1
MUC,FRA,UA,LH,70,163,1
BOD,BCN,IB,VM,80,251,1
HNL,OGG,CO,HA,35,91,1
GOA,MUC,LH,EN,90,263,0
PHL,CLE,NW,CO,88,319,0
GBE,JNB,SA,YB,60,162,1
PHL,DTW,CO,NW,107,396,1
ATL,ORD,AS,AA,118,534,1
MUC,FRA,UA,LH,70,163,0
ATL,TPA,AM,DL,100,355,0
MRS,ORY,BA,IW,80,347,0
VRN,BCN,LH,EN,120,455,0
BME,PER,NZ,AN,165,922,0
PHL,ATL,AM,DL,146,582,1
BFS,LHR,UA,BD,90,284,1
TKU,VAA,SK,KF,55,146,0
GLA,BRU,SR,QG,100,438,0
GLA,LHR,IB,BA,85,298,1
BIL,SDY,NW,GQ,67,213,1
HNL,LIH,NW,HA,34,89,0
TRD,OSL,KL,BU,55,195,1
BZN,MSP,KL,NW,139,760,1
MUC,LJU,LH,JP,50,169,0
BDL,DTW,KL,NW,115,483,0
BUD,FRA,AC,LH,110,451,0
MUC,DUS,TG,LH,75,267,0
SKP,LJU,LH,JP,90,400,1
PIH,BOI,NW,QX,60,163,1
BWN,BKK,LH,TG,170,994,0
HNL,ITO,UA,AQ,50,187,1
ATL,HSV,AM,DL,57,131,1
ATL,LEX,AF,DL,81,268,1
POA,GIG,LH,RG,105,606,1
XFP,XFR,SK,9B,8,6,1
PHL,DTW,CO,NW,125,396,0
HNL,NAN,QF,FJ,405,2775,1
HNL,LIH,NW,HA,34,89,0
TUN,LYS,AF,TU,110,588,0
LAX,GRU,NH,RG,700,5382,1
MEM,CSG,CO,9E,105,294,0
LAX,GDL,NZ,MX,180,1143,0
MEX,MTY,LH,MX,85,394,1
BKK,RGN,LH,TG,75,335,1
AMS,NBO,KL,KQ,510,3632,0
MEX,DFW,AM,OH,155,828,1
SAN,LAX,HA,MQ,47,93,1
LAX,SYD,AN,UA,865,6536,1
MEX,MTY,DL,AM,80,394,1
LAX,MRY,NW,AA,88,231,0
SAN,LAX,YX,MQ,46,93,1
MAD,ALC,LH,JK,65,198,1
LAX,BOS,NZ,UA,319,2268,0
MEM,ICT,CO,9E,110,393,0
AMS,FRA,TG,LH,75,197,1
LAX,LAS,OZ,AA,67,209,1
MEM,MSP,CO,NW,125,616,1
SBA,LAX,CO,AA,47,78,0
YUL,YVO,AC,YN,75,229,1
EUG,PDX,NW,QX,40,92,0
HAM,FRA,AC,LH,75,228,1
LAX,ORD,AS,AA,244,1517,1
AMS,ABZ,NW,UK,110,385,0
MEX,MTY,DL,AM,80,394,0
HLN,SEA,NW,QX,89,425,1
AMS,LHR,LH,BD,70,206,0
AMS,FRA,SA,LH,75,197,0
MAD,FRA,SK,JK,155,776,0
LAX,PHX,CO,HP,86,320,1
MAD,AGP,UA,JK,70,234,0
BRU,EDI,SR,QG,105,420,0
HPN,ORD,AS,AA,144,641,0
CRP,IAH,HP,CO,75,176,0
VSA,VER,MX,AM,63,203,1
MEM,DTW,KL,NW,116,529,0
MEM,TLH,CO,9E,130,401,0
YAM,YYZ,LH,GX,87,279,1
HPN,BOS,NW,AA,75,148,1
SAN,ORD,SK,UA,232,1496,1
BRU,BCN,TV,SN,115,582,0
DCA,CLE,NW,CO,87,277,0
LAX,IAD,NZ,UA,293,1992,1
EAS,MAD,BA,IB,55,194,0
MEX,LAX,NZ,MX,235,1359,1
AMS,NCL,KL,UK,80,287,0
AMS,SZG,KL,A6,100,416,1
CSG,MEM,CO,9E,105,294,1
MEX,MTY,DL,AM,80,394,0
LAX,MRY,CO,AA,86,231,0
LAX,SAN,AS,MQ,57,93,0
CRP,DFW,YX,MQ,85,315,0
MEX,SLP,MX,VW,75,201,0
LAX,MEX,NZ,MX,210,1359,1
PBI,ATL,AF,DL,109,471,1
AMS,BRU,AA,QG,45,90,0
MEX,ZIH,MX,AM,55,177,0
LAX,SAN,AS,MQ,55,93,0
MEM,GPT,KL,NW,69,286,0
HLN,FCA,NW,GQ,56,138,1
CUN,CZM,MX,QA,20,29,0
LAX,LAS,NW,HP,73,209,0
SAN,LAX,AS,MQ,45,93,0
BLL,CPH,SK,DM,35,121,0
LAX,SEA,NZ,UA,170,831,0
MEM,GSP,CO,9E,80,383,0
CHC,WLG,AN,NZ,45,165,1
BHX,DUB,BA,EI,55,171,0
MAD,MUC,BA,DI,150,816,0
AMS,KBP,KL,PS,175,982,1
CUN,DFW,JL,AA,180,908,1
SBA,LAX,CO,AA,50,78,0
SAN,LAX,CO,AA,54,93,1
SAN,LAX,QF,AA,54,93,0
DAY,EWR,NW,CO,110,463,1
LAX,APW,UA,NZ,625,4213,1
MEM,JAX,KL,NW,99,503,1
LAX,SAN,AS,MQ,55,93,1
ZQN,CHC,SQ,NZ,60,186,1
HPN,DTW,KL,NW,111,442,0
LAX,SAN,CO,AA,53,93,1
HAM,FRA,TG,LH,75,228,1
MAD,FRA,JK,LH,165,776,1
RIX,TLL,OV,BT,55,157,0
LAX,PSP,YX,MQ,57,96,0
SBA,LAX,AS,MQ,47,78,1
HAM,MUC,UA,LH,80,331,1
SAN,LAX,YX,MQ,54,93,0
BIO,MAD,LH,JK,65,173,1
LAX,DFW,AS,AA,173,1074,1
LAX,PSP,NW,MQ,58,96,1
CUN,MEX,AF,AM,135,699,1
MEM,EWR,CO,NW,153,826,0
BRU,TLV,SN,LY,260,1760,1
LAX,FRA,SK,LH,635,5046,0
GRB,DTW,KL,NW,75,251,0
MCW,FOD,CO,XJ,35,54,1
BHX,MUC,OS,CL,115,580,0
MEX,MTY,LH,MX,85,394,1
BRU,OPO,SN,NI,145,801,0
GMP,CAN,OZ,CZ,200,1096,0
YUL,EWR,MX,AC,80,284,0
BRU,GLA,SR,QG,110,438,0
LAX,SLC,AM,DL,115,513,1
LAX,HNL,AM,DL,345,2222,1
YAM,YYZ,SK,AC,90,279,0
ISP,BOS,NW,AA,60,132,1
DCA,CLE,NW,CO,77,277,0
DUD,CHC,AN,NZ,45,179,1
LAX,SEA,KL,AS,155,831,0
LAX,SEA,NW,AS,158,831,0
RIX,CPH,SK,BT,90,386,1
LAX,SFO,NZ,UA,80,292,0
PNS,MEM,CO,9E,90,313,1
MEX,MTY,AF,AM,80,394,0
BIO,FRA,JK,LH,140,628,0
LAX,SAN,NW,AA,57,93,1
BKK,PNH,LH,TG,75,274,1
MEX,TRC,MX,AM,95,444,0
CHC,PMR,AN,NZ,65,236,1
LAX,DEN,NZ,UA,139,751,1
NPE,AKL,AN,NZ,60,177,0
BRU,ORD,SN,AA,580,3615,0
ZQN,CHC,AN,NZ,60,186,1
MEX,OAX,AM,MX,55,199,1
LAX,JFK,AN,UA,312,2149,0
YUL,EWR,NW,CO,95,284,1
HPN,MSP,CO,XJ,192,888,0
LAX,GDL,NZ,MX,180,1143,0
BLL,AMS,SK,DM,60,255,1
YQB,YUL,LH,QK,55,129,0
LAX,SFO,NZ,UA,80,292,1
CRP,IAH,HP,CO,72,176,1
MRU,TNR,MD,MK,100,580,0
MEX,ORD,UA,MX,229,1483,1
DCA,DTW,CA,NW,104,357,0
MEX,ORD,UA,MX,230,1483,1
PNS,MEM,CO,9E,95,313,0
AMS,AMM,TW,RJ,270,1845,1
CUN,CZM,MX,QA,20,29,0
