record_id,aircraft_type,airport_name,altitude_bin,aircraft_make_model,wildlife_number_struck,wildlife_number_struck_actual,effect_impact_to_flight,flightdate,effect_indicated_damage,aircraft_number_of_engines,aircraft_airline_operator,origin_state,when_phase_of_flight,conditions_precipitation,remains_of_wildlife_collected,remains_of_wildlife_sent_to_smithsonian,remarks,wildlife_size,conditions_sky,wildlife_species,pilot_warned_of_birds_or_wildlife,cost_total,feet_above_ground,number_of_people_injured,is_aircraft_large
300424,Airplane,SACRAMENTO INTL,> 1000 ft,B-737-500,1,1,None,2010-01-16T00:00:00,Caused damage,2,SOUTHWEST AIRLINES,California,Climb,Fog,FALSE,FALSE,"ON CLIMB JUST AFTER CLEARING LOW FOG BANK, LRG BIRD WENT ALONG L SIDE AND HIT #1 ENG INLET COWLING ON UPPER OUTSIDE. LRG DENT ABOUT 8"" BY 3"" AND AT LEAST 1"" DEEP. NO INDICATIONS ON ENG INSTRUMENTS. ENG WORKED NORMALLY. CONTD TO LAX WHERE A/C WAS REMOVED F",Large,Overcast,Unknown bird - large,TRUE,38904,1200,0,TRUE
236692,Airplane,ST. PAUL DOWNTOWN ARPT,> 1000 ft,GULFSTREAM V,1,1,None,2005-11-09T00:00:00,Caused damage,2,BUSINESS,Minnesota,Approach,None,TRUE,FALSE,RT WING HAD DENT AND PUNCTURE. NO EFFECT ON CONTROLLABILITY. DMG TO LE WAS SIGNIFICANT.,Large,No Cloud,Unknown bird - large,FALSE,38655,2300,0,FALSE
260482,Airplane,SPRINGFIELD-BRANSON NATIONAL,> 1000 ft,C-421,2 to 10,2,None,2009-03-02T00:00:00,Caused damage,2,BUSINESS,Missouri,Approach,None,TRUE,TRUE,"ID BY SMITHSONIAN, FAA 3066. NO DNA. RT INBD WING LEADING EDGE JUST OUTBOARD OF INTERCOOLER INLET 6"" WIDE, 1"" DEEP DEPRESSION, BENT SKIN PANEL, STRINGER AND DEICE BOOT. LEFT HORIZ STABILIZER LEADING EDGE DENTED AND WRINKLED ALONG WITH DEICE BOOT.",Large,No Cloud,Snow goose,FALSE,36895,1500,0,FALSE
241694,Airplane,AIRBORNE AIRPARK,> 1000 ft,B-767-200,1,1,None,2006-03-17T00:00:00,Caused damage,2,ABX AIR,Ohio,Approach,None,FALSE,FALSE,"CREW SUSPECTED BIRDSTRIKE ON NOSE AREA THROUGH 4000'. MX FOUND STRIKE ON RADOME. NO DMG DETAILS AVAILABLE.REMOVED AND REPLACED RADOME. COST OF RADOME MIGHT HAVE BEEN $32,000 IF FROM OLD SUPPLY OR 62,000 IF NEW.",Medium,Some Cloud,Unknown bird - medium,FALSE,36508,5100,0,TRUE
238119,Airplane,CHICAGO O'HARE INTL ARPT,< 1000 ft,EMB-170,2 to 10,3,None,2005-10-13T00:00:00,Caused damage,2,AIR CANADA,Illinois,Approach,Rain,FALSE,FALSE,"BLADE DMG FROM INGESTION. 6 BLADES REPAIRED, 4 NEW BLADES PURCHASED.",Medium,Overcast,Unknown bird - medium,TRUE,36251,350,0,FALSE
242684,Airplane,DAYTONA BEACH INTL,< 1000 ft,C-172,1,1,Precautionary Landing,2006-12-04T00:00:00,Caused damage,1,BUSINESS,Florida,Climb,None,FALSE,FALSE,BIRD HIT L WING NEAR STRUT. THERE WAS SIGNIFICANT DMG TO LEADING EDGE INCLUDING SKIN  DMG. OUT OF SERVICE A MONTH. PHOTOS.,Large,No Cloud,Great blue heron,FALSE,36166,350,0,FALSE
227255,Airplane,HENDERSON FIELD,< 1000 ft,G-159,1,1,None,2004-12-15T00:00:00,Caused damage,2,BUSINESS,Prince Edward Island,Climb,None,FALSE,FALSE,DMG TO FLAP,Large,Some Cloud,Laysan albatross,TRUE,36079,200,0,FALSE
234338,Airplane,PHOENIX SKY HARBOR,< 1000 ft,B-737-300,1,1,Precautionary Landing,2005-06-27T00:00:00,Caused damage,2,SOUTHWEST AIRLINES,Arizona,Climb,None,FALSE,FALSE,JUST AFTER ROTATION 3/4 DOWN RWY. VIBRATION WAS FELT IN #2 ENG. NOT SHUT DOWN. RETD TO LAND. 4 DAMAGED FAN BLADES (C1 COMPRESSOR FAN BLADES VALUED AT 7700 EACH). ENG WAS DISMANTELED AND ALL FAN BLADES WERE REPLACED. 3 CANCELLED FLTS AND 1 DELAYED DUE TO A,Small,Some Cloud,Rock pigeon,FALSE,36068,30,0,TRUE
200130,Airplane,MINNEAPOLIS-ST PAUL INTL,< 1000 ft,DC-9-10,2 to 10,5,Engine Shut Down,2000-03-23T00:00:00,Caused damage,2,NORTHWEST AIRLINES,Minnesota,Climb,None,FALSE,FALSE,"FLT 1493 STATED HE FLEW THRU A FLOCK OF ABOUT 50 TRUMPETER SWANS. OCCURRED OVER ARPT PROPERTY. ENG REPLACED. INGESTION. PREC. LDG. BENT BLADES, TEMP INCREASED. HIT INLET FIRST. RETD TO LAND",Large,Overcast,Tundra swan,TRUE,35146,800,0,FALSE
228707,Airplane,HENDERSON FIELD,< 1000 ft,G-159,1,1,None,2005-04-22T00:00:00,Caused damage,2,BUSINESS,Prince Edward Island,Climb,None,FALSE,FALSE,CREW UNAWARE OF STRIKE. FLT CONTD. DMG TO LE OF L WING FOUND ON POST FLT INSPN. LE DENTED OTBD OF #2 ENG. ASSEMBLY IS A QUICK CHANGE UNIT.,Large,Some Cloud,Laysan albatross,TRUE,35141,10,0,FALSE
234789,Airplane,JACKSON HOLE,< 1000 ft,BE-400 BJET,1,1,Precautionary Landing,2005-08-13T00:00:00,Caused damage,2,BUSINESS,Wyoming,Climb,None,FALSE,FALSE,"DMG TO LE OF L WING. 12-15"" LONG, 4-5"" WIDE AND 4"" DEEP. HOLE IN LEADING EDGE. COST REPORTED INCLUDES OTHER COSTS BESIDES DAMAGE.",Large,No Cloud,Greater sage-grouse,FALSE,35141,40,0,FALSE
226528,Airplane,JOHN F KENNEDY INTL,< 1000 ft,B-767-300,1,1,None,2005-03-24T00:00:00,Caused damage,2,NORTH AMERICAN,New York,Approach,None,TRUE,TRUE,"ID BY SMITHSONIAN FAA 1041. 8 FAN BLADES DAMAGED. 3 PAIRS REPLACED, 5 BLADES WERE DRESSED.",Medium,Some Cloud,Herring gull,TRUE,35141,500,0,TRUE
268793,Airplane,LEE'S SUMMIT MUNICIPAL ARPT,< 1000 ft,C-550,1,1,None,2009-11-04T00:00:00,Caused damage,2,BUSINESS,Missouri,Approach,None,FALSE,FALSE,MODERATE DENT IN L WING LEADING EDGE ACCOMPANIED BY FEATHERS AND OTHER MATTER. PILOT SAID DAMAGE WAS SUBSTANTIAL BASED ON ICAO DEF.,Medium,No Cloud,Unknown bird - medium,FALSE,34786,200,0,FALSE
239014,Airplane,GROTON-NEW LONDON AR,< 1000 ft,BE-1900,2 to 10,9,None,2006-02-03T00:00:00,Caused damage,2,BUSINESS,Connecticut,Approach,Rain,FALSE,FALSE,"HIT 2 GULLS DMGD RT WING LE. DENT 8-12 "" LONG AND 2-4 "" DEEP.",Medium,Overcast,Herring gull,TRUE,34226,10,0,FALSE
233554,Airplane,BOEING FIELD K C INT,< 1000 ft,DA-50 FALCON,1,1,Other,2006-03-22T00:00:00,Caused damage,3,BUSINESS,Washington,Approach,Rain,TRUE,FALSE,ON FINAL PIC SAW SEVERAL GEESE IN FLIGHT IN FRONT OF A/C AS THEY CROSSED THE THRESHOLD. HE TRIED TO PULL UP TO AVOID THEM. 1 HIT JUST BELOW PILOTS' WINDOW ON L SIDE. GLANCING BLOW. SOME SKIN DAMAGE VISIBLE. RECOVERED DEAD GOOSE FROM RWY. INTACT. A/C CAN S,Large,Some Cloud,Canada goose,FALSE,34226,100,0,FALSE
247375,Airplane,SAN ANTONIO INTL,> 1000 ft,B-757-200,1,1,None,2007-04-16T00:00:00,Caused damage,2,UPS AIRLINES,Texas,Climb,None,FALSE,FALSE,CREW REPTD A BIRDSTRIKE TO RADOME ON CLIMB. MX FOUND RADOME WAS DELAMINATED FROM STRIKE. RADOME WAS REPLACED. EVENT 11311.,Large,Overcast,Unknown bird - large,TRUE,34003,14000,0,TRUE
266674,Airplane,DE KALB TAYLOR MUNICIPAL ARPT,> 1000 ft,C-210 CENTUR,2 to 10,8,Precautionary Landing,2009-03-22T00:00:00,Caused damage,1,PRIVATELY OWNED,Illinois,Approach,None,TRUE,TRUE,"ID BY SMITHSONIAN, FAA 3944. DNA. CRACKING TO FIBERGLASS NOSE BOWL, DAMAGE TO ENG COWLING AND CABIN AIR SCOOP. INCIDENT HAPPENED AFTER PRACTICE INSTR APROACH DURING HOLDING.",Medium,Some Cloud,Ring-necked duck,FALSE,33732,2400,0,FALSE
245261,Airplane,EASTON/NEWMAN FIELD ARPT,> 1000 ft,BE-36,1,1,Precautionary Landing,2007-06-18T00:00:00,Caused damage,1,BUSINESS,Maryland,Approach,None,FALSE,FALSE,HOLE IN LEFT WING ABOUT 2/3 WINGSPAN FROM ROOT AND EXTENSIVE DAMAGE TO SKIN ON L WING. PILOT MADE EMERGENCY LDG.  PHOTOS,Large,No Cloud,Turkey vulture,TRUE,33460,1500,0,FALSE
206282,Airplane,WESTCHESTER COUNTY ARPT,< 1000 ft,GULFAERO IV,11 to 100,96,None,2000-11-07T00:00:00,Caused damage,2,BUSINESS,New York,Climb,None,FALSE,FALSE,"""BAKER'S DOZEN"" PIGEONS PUT DENT IN RT INBD FLAP. A/C DEPTD SAFELY AND FLEW TO EVV W/O INCIDENT. REPAIRED. ANOTHER REPORT STATED GULLS WERE STRUCK, THEY ALSO REPTD NO DMG.",Medium,Some Cloud,Unknown bird - medium,TRUE,33409,5,0,FALSE
248831,Airplane,DANE COUNTY REGIONAL ARPT-TRUAX FLD,< 1000 ft,LEARJET-45,2 to 10,8,None,2007-08-08T00:00:00,Caused damage,2,BUSINESS,Wisconsin,Climb,None,TRUE,FALSE,PILTO CONTD TO DESTINATION. 6 TURBINE BLADES DAMAGED. OPS FOUND 1 DEAD INTACT AND 1 INJURED BIRD.,Small,Some Cloud,Killdeer,FALSE,33336,50,0,FALSE
254276,Airplane,BOEING FIELD K C INT,> 1000 ft,LEARJET-35,2 to 10,10,None,2007-12-20T00:00:00,Caused damage,2,BUSINESS,Washington,Approach,None,FALSE,FALSE,"LARGE DENT IN L ENG COWLING. #1 ADF ANTENNA DAMAGED. TIME OUT OF SERVICE REPTD AS 14,000 HRS. CALLED PILOT TO VERIFY.",Large,No Cloud,Unknown bird - large,FALSE,33336,1500,0,FALSE
203124,Airplane,GRAND CANYON NATIONAL,< 1000 ft,DHC6,1,1,None,2000-02-03T00:00:00,Caused damage,2,BUSINESS,Arizona,Climb,None,FALSE,FALSE,"BIRD HIT RT LE OF WING. DAMAGE DID NOT AFFECT FLIGHT CHARACTERISTICS. RAVENS FREQUENTLY ARE NEAR S END BOUNDARY OF  ARPT. FLY NEAR POND 1/8 MI S OF RWY 21/3. REPTD AS RAVEN, ASSUME COMMON.",Medium,No Cloud,Common raven,FALSE,33275,200,0,FALSE
5239,Airplane,EGLIN AFB/NW FLORIDA REGIONAL ARPT,< 1000 ft,F-15E,1,1,Precautionary Landing,2000-01-25T00:00:00,Caused damage,,MILITARY,Florida,Climb,None,TRUE,TRUE,"After takeoff, MP saw three large birds directly in his flight path.  The MP saw two birds dive down to avoid the aircraft while the other leveled off.  The MP executed an evasive maneuver, but the third bird impacted the aircraft.  Post-flight revealed e",Large,No Cloud,Turkey vulture,TRUE,32827,400,0,FALSE
6649,Airplane,BARKSDALE AIR FORCE BASE ARPT,< 1000 ft,KC-135R,1,1,Precautionary Landing,2001-02-23T00:00:00,No damage,,MILITARY,Louisiana,Approach,None,TRUE,TRUE,,Medium,No Cloud,Red-tailed hawk,TRUE,32540,1000,0,FALSE
258483,Airplane,TALLAHASSEE REGIONAL,> 1000 ft,BE-36,1,1,Other,2008-06-18T00:00:00,Caused damage,1,PRIVATELY OWNED,Florida,Climb,None,FALSE,FALSE,"RT WING WAS DENTED BY LARGE BLACK BIRD. DENT WAS 4"" IN DIAMETER AND 1.5"" DEEP.",Large,No Cloud,Unknown bird - large,FALSE,32469,3000,0,FALSE
259008,Airplane,SALT LAKE CITY INTL,> 1000 ft,CL-RJ100/200,1,1,Precautionary Landing,2008-10-08T00:00:00,Caused damage,2,SKYWEST AIRLINES,Utah,Climb,None,TRUE,TRUE,"ID BY SMITHSONIAN, FAA 2747.  100% DNA MATCH.A/C WAS DEPARTING AND HIT THE BIRD ON CLIMBOUT. RETURNED TO ARPT. A/C WAS TAKEN OUT OF SERVICE. PAX WERE MOVED TO OTHER A/C. DAMAGED NOSE GEAR DOOR.",Medium,No Cloud,Northern shoveler,TRUE,32469,8000,0,FALSE
200763,Airplane,ERNESTO CORTISSOZ,< 1000 ft,B-727-200,1,1,None,2000-05-09T00:00:00,Caused damage,3,ATA AIRLINES,N/A,Climb,None,FALSE,FALSE,"RT LE ABOUT 6' FROM FUSELAGE. DENT ABOUT 12"" LONG AND 1"" DEEP.",Large,No Cloud,Unknown bird - large,FALSE,32073,1000,0,FALSE
219633,Airplane,LOS ANGELES INTL,> 1000 ft,B-767-300,1,1,None,2002-10-05T00:00:00,Caused damage,2,HAWAIIAN AIR,California,Descent,None,FALSE,FALSE,VIS DMG.,Medium,No Cloud,Unknown bird - medium,FALSE,31693,12000,0,TRUE
261733,Airplane,JOE FOSS FIELD ARPT,< 1000 ft,CITATION MUSTANG 510,2 to 10,4,Precautionary Landing,2009-03-10T00:00:00,Caused damage,,BUSINESS,South Dakota,Climb,Snow,FALSE,FALSE,"BIRD REPTD AS BLUE GOOSE. DMG TO LWR L ENG COWL, VERT STABILIZER AND RT HORIZ STABILIZER. PILOT HEARD THE BIRDS STRIKE THEN CONTACTED FDS TWR TO RETURN FOR PREC LDG.",Large,Overcast,Snow goose,FALSE,31624,500,0,FALSE
269665,Airplane,EASTERWOOD FIELD AIRPORT,> 1000 ft,LEARJET-31,2 to 10,4,None,2009-12-15T00:00:00,Caused damage,2,BUSINESS,Texas,Approach,None,FALSE,FALSE,LE OF WING MUST BE REPAIRED.,Large,No Cloud,Snow goose,FALSE,31624,2000,0,FALSE
214067,Airplane,OAKLAND/TROY ARPT,< 1000 ft,C-310,2 to 10,5,Precautionary Landing,2001-11-30T00:00:00,Caused damage,2,BUSINESS,Michigan,Climb,None,TRUE,FALSE,2 GEESE FOUND ON RWY.  1 STILL ALIVE BUT INJURED. DMG TO LE OF RT WING ON A/C.,Large,Overcast,Canada goose,FALSE,31239,200,0,FALSE
309193,Airplane,PHILADELPHIA INTL,< 1000 ft,GLOBAL EXPRS,1,1,None,2010-12-19T00:00:00,Caused damage,2,BUSINESS,Pennsylvania,Climb,None,TRUE,FALSE,DMGD INBOARD OF L WING SLAT. DENT. STRIKE LOCATION WAS UNKNOWN AND EVIDENCE WAS FOUND DURING POST FLT INSPN. PILOT MENTIONED SEEING A BIRD THAT MATCHED A GREAT BLUE HERON. AIRPT OPS RECOVERD A HERON CARCASS FROM 27L.,Large,No Cloud,Great blue heron,FALSE,30801,100,0,FALSE
202152,Airplane,LAGUARDIA NY,> 1000 ft,B-737-400,Over 100,859,Engine Shut Down,2000-11-23T00:00:00,Caused damage,2,US AIRWAYS*,New York,Climb,None,FALSE,FALSE,"FLT 753. PILOT REPTD A HUNDRED BIRDS ON UNKN TYPE. #1 ENG WAS SHUT DOWN AND DIVERTED TO EWR. SLIGHT VIBRATION. A/C WAS OUT OF SVC FOR REPAIRS TO COWLING, FAN DUCT ACCOUSTIC PANEL. INGESTION. DENTED FAN BLADE #26 IN #1 ENG. HEAVY BLOOD STAINS ON L WINGTIP",Medium,No Cloud,Unknown bird - medium,FALSE,30736,1500,0,TRUE
227351,Airplane,INDIANAPOLIS INTL,< 1000 ft,EMB-145,1,1,None,2005-02-16T00:00:00,Caused damage,2,CHAUTAUQUA AIRLINES,Indiana,Approach,None,FALSE,FALSE,"#2 ENG INLET DMG (COWLING DENTED ABOUT 12"" BY 4"" BY 3"" DEEP. NOT SUBSTANTIAL DMG. PILOT SAW LRG BLACK LOOKING BIRD, POSSIBLE GOOSE. NO REMAINS COLLECTED. STRIKE WAS ABOUT 1 MILE OFF ARPT PERIMETER.",Large,No Cloud,Unknown bird - large,FALSE,30455,500,0,FALSE
234768,Airplane,ROTA,< 1000 ft,DC-8-70,1,1,Other,2004-12-05T00:00:00,Caused damage,4,ASTAR AIR CARGO,N/A,Climb,None,FALSE,FALSE,ATIS WARNING ONLY - VERY COMMON ON EVERY AIRPORT. RIGHT AFTER V1 BOTH F/O AND I SAW A LRG FLOCK OF BIRDS NEAR TWY D. THIS FLOCK EXTENDED FROM ABOUT 10FT ON EITHER SIDE OF THE RWY ACROSS THE WIDTH OF THE RWY WITH THE LRGST AMNT BEING AT CENTERLINE. AS WE R,Medium,No Cloud,Unknown bird - medium,TRUE,30293,35,0,FALSE
231682,Airplane,PORTLAND-HILLSBORO ARPT,< 1000 ft,CITATIONJET,2 to 10,9,Precautionary Landing,2004-11-30T00:00:00,Caused damage,2,BUSINESS,Oregon,Climb,"Fog, Rain",TRUE,TRUE,"ENTERED THE CLOUDS AT 100' AGL AT 1200 MSL ENCOUNTERED THE GEESE IN THE CLOUDS. HIT 4. ABOUT 25-30 IN CLOUDS. 1 IT PIC WINDSHLD, 1 MID RT WING, 2 TO L WING. DMG TO WING. ID BY SMITHSONIAN. BIRDS REPTD AS GEESE BY PILOT.",Medium,Overcast,Northern pintail,TRUE,30066,200,0,FALSE
309694,Airplane,LOS ANGELES INTL,< 1000 ft,B-747-400,1,1,None,2011-01-21T00:00:00,Caused damage,4,KOREAN AIR,California,Approach,None,TRUE,FALSE,"DMG TO RADOME, ABOUT 18"" MINOR.",Medium,No Cloud,California gull,FALSE,30000,1000,0,FALSE
231278,Airplane,ORLANDO INTL,> 1000 ft,A-320,1,1,Precautionary Landing,2005-05-13T00:00:00,Caused damage,2,UNITED AIRLINES,Florida,Climb,None,FALSE,FALSE,"RADAR ANTENNA DAMAGED, RADOME CAVED IN. NOT REPAIRABLE. RETURNED TO LAND OVERWT. FLT WAS DELAYED.",Large,Some Cloud,Turkey vulture,TRUE,29940,1800,0,FALSE
233982,Airplane,JIM HOGG COUNTY AROT,< 1000 ft,LEARJET-35,1,1,None,2005-11-26T00:00:00,Caused damage,2,AMERICAN JET INTL,Texas,Climb,Fog,FALSE,FALSE,UNDERSIDE OF #1 ENG COWL WAS DAMAGED.,Large,Overcast,Unknown bird - large,FALSE,29284,20,0,FALSE
230719,Airplane,MCGHEE TYSON ARPT,> 1000 ft,CITATIONJET,1,1,None,2005-09-14T00:00:00,Caused damage,2,BUSINESS,Tennessee,Climb,None,FALSE,FALSE,LEADING EDGE DAMAGE TO L HORIZ STABIL,Medium,No Cloud,Unknown bird - medium,FALSE,29284,4500,0,FALSE
207469,Airplane,LAMBERT-ST LOUIS INTL,> 1000 ft,MD-82,1,1,Precautionary Landing,2001-01-23T00:00:00,Caused damage,2,TRANS WORLD AIRLINES,Missouri,Climb,None,TRUE,TRUE,"FLT 409. HEARD A LOUD BANG AND THOUGHT THE NOSE CONE WAS POSSIBLY GONE. RETD TO STL. LANDED W/O INCIDENT. NOSE CONE WAS INTACT BUT HAD BEEN PENETRATED BY A BIRD.  BIRD WENT THRU RADOME, RADAR AND METAL WALL WHERE RADAR IS MOUNTED. BIRD ID BY SMITHSONIAN (",Large,No Cloud,Canada goose,FALSE,29273,4500,0,FALSE
255779,Airplane,HAYS REGIONAL,< 1000 ft,C-310,1,1,None,2008-03-22T00:00:00,Caused damage,2,BUSINESS,Kansas,Approach,None,TRUE,TRUE,"ID BY SMITHSONIAN, FAA 2470. PHOTOS. BIRD FLEW INTO THE LEFT TIP TANK AND BIRD PARTS STRUCK THE LEFT WING AND BOOT AND FUEL TANK VENT. THERE WAS DAMAGE. DURING APPROACH I CHECKED FOR AIRBORNE HAZARDS ON EITHER SIDE. AS I WAS TURNING MY EYES BACK TO RWY 04",Medium,No Cloud,Ring-necked pheasant,FALSE,29222,100,0,FALSE
235649,Airplane,HOUSTON-HOBBY,< 1000 ft,MU2,2 to 10,2,Engine Shut Down,2006-05-26T00:00:00,Caused damage,2,BUSINESS,Texas,Approach,None,TRUE,TRUE,"ID BY SMITHSONIAN, FAA 1462",Small,Some Cloud,Rock pigeon,FALSE,28522,100,0,FALSE
243946,Airplane,OHIO STATE UNIVERSITY,> 1000 ft,DA-2000,1,1,None,2006-11-09T00:00:00,Caused damage,2,BUSINESS,Ohio,Descent,None,FALSE,FALSE,"A/C WAS NOT OUT OF SERVICE FOR OVER A DAY DUE TO REPLACEMENT LOANER PARTS. ONLY DMG TO ENG WAS THE NACELLE LIP OR INLET, WHICH HAD A DENT. PILOT ESTIMATES REPAIR AT OVER $25,000. BIRD NOT IDENTIFIED BUT SHADOW HE SAW WAS  THE SIZE OF A MEDIUM GULL.",Medium,No Cloud,Unknown bird - medium,FALSE,28522,7100,0,FALSE
319454,Airplane,SALT LAKE CITY INTL,< 1000 ft,CL-RJ700,1,1,None,2011-11-26T00:00:00,Caused damage,2,SKYWEST AIRLINES,Utah,Approach,None,TRUE,TRUE,ID BY SMITHSONIAN. A/C ON FINAL FOR RWY 16R WHEN A BIRD STRUCK LT WING L/E LEAVING A DENT APPROX 8 INCHES LONG AND 4 INCHES WIDE AND 1 INCH DEEP. MX SAID THEY FOUND SOME FEATHERS IN ENG BUT DID NOT SEE ANY REMAINS AND NO APPEARANCE OF DMG IN ENG #1. ABLE,Medium,Some Cloud,Northern shoveler,FALSE,28408,500,0,FALSE
263505,Airplane,DEKALB-PEACHTREE ARPT,< 1000 ft,C-182 SKYLAN,2 to 10,10,None,2009-07-21T00:00:00,Caused damage,1,PRIVATELY OWNED,Georgia,Approach,None,FALSE,FALSE,"L WING FRONT EDGE, WING TIP, LENSE COVER BROKEN,DENTED.",Medium,No Cloud,Unknown bird - medium,FALSE,27196,600,0,FALSE
252977,Airplane,DALLAS LOVE FIELD ARPT,< 1000 ft,B-737-300,1,1,Precautionary Landing,2008-03-10T00:00:00,Caused damage,2,SOUTHWEST AIRLINES,Texas,Climb,Rain,FALSE,FALSE,HIT BIRD ON DEPTR END OF RWY. DMG TO #2 ENG. PILOT DECLARED AN EMERGENCY AND DIVERTED TO LOVE FIELD. LANDED W/O INCIDENT.  APPEARED TO HAVE BENT 2 FAN BLADES. BIRD WAS DARK BROWN.,Medium,Overcast,Unknown bird - medium,FALSE,27057,30,0,TRUE
255407,Airplane,SEBRING REGIONAL ARPT,> 1000 ft,ERCO 415,1,1,Engine Shut Down,2008-08-29T00:00:00,Caused damage,1,PRIVATELY OWNED,Florida,Climb,None,FALSE,FALSE,PILOT NOTICED WOOD PIECES & FEATHERS COMING INTO THE COCKPIT THRU THE OPEN CANOPY AND AN EXTREME VIBRATION ENSUED THRUOUT THE A/C. PILOT SHUT THE ENG DOWN AND PERFORMED AN EMERGENCY LDG IN A PASTURE. A/C HIT A SHALLOW DITCH WHICH WAS OBSCURED BY TALL GRAS,Medium,No Cloud,Unknown bird - medium,FALSE,27057,1300,1,FALSE
238007,Airplane,BESSEMER ARPT,< 1000 ft,C-172,1,1,Precautionary Landing,2006-02-01T00:00:00,Caused damage,1,BUSINESS,Alabama,Approach,None,FALSE,FALSE,"PILOT WAS WARNED ABOUT A HERD OF DEER  ON THE RWY WHILE ATTEMPTING TO LAND. A/C AVOIDED MOST OF THE HERD BUT HIT 1 WITH LEFT MAIN LDG GEAR. DIVERTED TO BHM ABOUT 20 MILES AWAY WITH BENT L MAIN LDG GEAR. LANDED RWY 36 ON RT MAIN LDG GEAR, SKIDDED OFF RWY.",Large,No Cloud,White-tailed deer,TRUE,26915,10,0,FALSE
202313,Airplane,COLUMBUS MUNICIPAL ARPT (IN),< 1000 ft,BA-125-800,1,1,None,2000-07-26T00:00:00,Caused damage,2,BUSINESS,Indiana,Climb,None,FALSE,FALSE,5 FAN BLADES DAMAGED AND --- IN CORE OF ENG. INGESTION.,Small,No Cloud,Unknown bird - small,FALSE,26727,50,0,FALSE
208470,Airplane,MINETA SAN JOSE INTL,< 1000 ft,B-737-800,1,1,Precautionary Landing,2000-01-04T00:00:00,No damage,2,AMERICAN AIRLINES,California,Climb,None,FALSE,FALSE,"FLT 128 ENCOUNTERED 15-20 BIRDS.  AT 1000 FT, #1 START VALVE  ILLUMINATED & FLT ATTENDANTS REPTD A VIBRATION IN CABIN. MAINT  FOUND NO DMG. COST WAS FOR HOTELS & LOST REVENUE. #1 ENG  VIBRATING. FLT WAS DIVERTED TO SFO.",Large,Some Cloud,Unknown bird - large,FALSE,26727,100,0,TRUE
205724,Airplane,CARRABELLE-THOMPSON,> 1000 ft,PA-31 NAVAJO,1,1,Precautionary Landing,2000-07-18T00:00:00,Caused damage,2,BUSINESS,Florida,Descent,None,FALSE,FALSE,EXTENSIVE DMG. SKIN DAMAGE AND BULKHEAD.,Large,No Cloud,Unknown bird - large,FALSE,26727,1500,0,FALSE
213114,Airplane,MEMPHIS INTL,> 1000 ft,A-310,1,1,None,2002-01-20T00:00:00,Caused damage,2,FEDEX EXPRESS,Tennessee,Approach,None,FALSE,FALSE,ATIS WARNING. PILOT REPTS NO DMG SUSPECTED BUT WILL HAVE MAINT CHECK. SOME FUSELAGE SKIN DAMAGED AS WAS DUCTWORK AND SOUND INSULATION. ALL WAS REPLACED.,Large,Overcast,Canada goose,TRUE,26623,5000,0,FALSE
208102,Airplane,SAN ANTONIO INTL,< 1000 ft,BE-95,1,1,None,2001-02-25T00:00:00,Caused damage,2,PRIVATELY OWNED,Texas,Approach,None,FALSE,FALSE,"AFTER BEING CLEARED TO LAND, PILOT SAW A BIRD ABOUT 30' OVER A/C. BIRD TUCKED AND DOVE AT A/C, SHATTERING RT WINDSCREEN. R/SIDE GLARESHIELD DAMAGED. RIGHT FRONT AND REAR PASSENGERS RECEIVED MINOR INJURIES. PILOT TRIED TO CALL TWR BUT RADIO WAS NOT WORKING",Large,No Cloud,Black vulture,FALSE,26553,150,1,FALSE
267017,Airplane,ELK GROVE ARPT,< 1000 ft,BE-23 SUNDOWNER,2 to 10,5,Precautionary Landing,2009-11-29T00:00:00,Caused damage,1,BUSINESS,California,Approach,None,FALSE,FALSE,A/C WAS WRITTEN OFF BY INSURANCE COMPANY AND SOLD AT AUCTION. INCIDENT WAS AT NIGHT AND BIRD TYPE WAS NOT SEEN BUT IS ASSUMED TO BE GEESE OR DUCK BIRD TYPE IS SEEN IN AREA. RWY HAS A POND AND RIVER AREA AT APCH END. BLOOD/TISSUE ON UNDERSIDE OF RT WING. A,Large,No Cloud,Unknown bird - large,FALSE,26458,500,0,FALSE
232533,Airplane,LONG ISLAND MAC ARTHUR,> 1000 ft,LEARJET-31,1,1,None,2004-10-26T00:00:00,Caused damage,2,BUSINESS,New York,Descent,None,FALSE,FALSE,POSSIBLE A GULL. DMG TO LEADING EDGE OF L WING.,Medium,Some Cloud,Unknown bird - medium,FALSE,26458,2500,0,FALSE
308591,Airplane,SALT LAKE CITY INTL,< 1000 ft,CL-RJ100/200,2 to 10,6,None,2010-11-16T00:00:00,Caused damage,2,SKYWEST AIRLINES,Utah,Approach,None,TRUE,TRUE,"ID BY SMITHSONIAN. HIT SEVERAL BIRDS ON FINAL 1.5 MILES OUT. LANDED W/O INCIDENT. PILOT REPTD SEEING 3 OR MORE BIRDS AND STRIKING ONE. DENT IN NOSE, FEATHERS ON WIPER AND ON PITOT TUBE. MECHANIC STATED ENG INGESTION OF BIRD REMAINS AND ANY DAMAGE TO BE DE",Medium,Some Cloud,American wigeon,TRUE,26245,1000,0,FALSE
