,YEAR,QUARTER,MONTH,DAY_OF_MONTH,DAY_OF_WEEK,UNIQUE_CARRIER,TAIL_NUM,FL_NUM,ORIGIN_AIRPORT_ID,ORIGIN,DEST_AIRPORT_ID,DEST,CRS_DEP_TIME,DEP_TIME,DEP_DELAY,DEP_DEL15,CRS_ARR_TIME,ARR_TIME,ARR_DELAY,ARR_DEL15,CANCELLED,DIVERTED,CRS_ELAPSED_TIME,ACTUAL_ELAPSED_TIME,DISTANCE
4100,2016,2,5,24,2,DL,N839DN,1659,14747.0,SEA,10397.0,ATL,1435,1434.0,-1.0,0.0,2239,2212.0,-27.0,0.0,0.0,0.0,304.0,278.0,2182.0
3632,2016,2,5,8,7,DL,N363NW,1476,11433.0,DTW,13487.0,MSP,1345,1344.0,-1.0,0.0,1430,1433.0,3.0,0.0,0.0,0.0,105.0,109.0,528.0
3597,2016,2,5,6,5,DL,N1609,17,10397.0,ATL,14747.0,SEA,1100,1055.0,-5.0,0.0,1319,1257.0,-22.0,0.0,0.0,0.0,319.0,302.0,2182.0
2677,2016,2,4,9,6,DL,N326NB,987,13487.0,MSP,11433.0,DTW,1946,1941.0,-5.0,0.0,2226,2208.0,-18.0,0.0,0.0,0.0,100.0,87.0,528.0
440,2016,1,1,13,3,DL,N972DL,976,10397.0,ATL,12478.0,JFK,1000,959.0,-1.0,0.0,1213,1206.0,-7.0,0.0,0.0,0.0,133.0,127.0,760.0
4284,2016,2,5,31,2,DL,N178DZ,420,10397.0,ATL,12478.0,JFK,1215,1211.0,-4.0,0.0,1433,1417.0,-16.0,0.0,0.0,0.0,138.0,126.0,760.0
745,2016,1,1,31,7,DL,N664DN,1991,13487.0,MSP,10397.0,ATL,525,523.0,-2.0,0.0,857,849.0,-8.0,0.0,0.0,0.0,152.0,146.0,907.0
2040,2016,1,3,14,1,DL,N913DN,856,13487.0,MSP,10397.0,ATL,858,854.0,-4.0,0.0,1229,1214.0,-15.0,0.0,0.0,0.0,151.0,140.0,907.0
4887,2016,2,6,17,5,DL,N704X,1473,14747.0,SEA,12478.0,JFK,1107,1104.0,-3.0,0.0,1945,1938.0,-7.0,0.0,0.0,0.0,338.0,334.0,2422.0
1600,2016,1,2,17,3,DL,N938DL,2097,11433.0,DTW,10397.0,ATL,1345,1345.0,0.0,0.0,1602,1536.0,-26.0,0.0,0.0,0.0,137.0,111.0,594.0
1971,2016,1,3,13,7,DL,N949AT,858,13487.0,MSP,12478.0,JFK,905,905.0,0.0,0.0,1250,1248.0,-2.0,0.0,0.0,0.0,165.0,163.0,1029.0
1750,2016,1,3,5,6,DL,N584NW,1640,11433.0,DTW,10397.0,ATL,720,720.0,0.0,0.0,923,925.0,2.0,0.0,0.0,0.0,123.0,125.0,594.0
2354,2016,1,3,6,7,DL,N991AT,488,12478.0,JFK,13487.0,MSP,1120,1115.0,-5.0,0.0,1338,1323.0,-15.0,0.0,0.0,0.0,198.0,188.0,1029.0
3350,2016,2,4,29,5,DL,N722TW,2350,10397.0,ATL,12478.0,JFK,825,825.0,0.0,0.0,1047,1040.0,-7.0,0.0,0.0,0.0,142.0,135.0,760.0
2079,2016,1,3,16,3,DL,N6713Y,87,11433.0,DTW,13487.0,MSP,1545,1544.0,-1.0,0.0,1645,1634.0,-11.0,0.0,0.0,0.0,120.0,110.0,528.0
870,2016,1,2,3,3,DL,N633DL,8,13487.0,MSP,10397.0,ATL,1732,1732.0,0.0,0.0,2105,2116.0,11.0,0.0,0.0,0.0,153.0,164.0,907.0
1060,2016,1,2,10,3,DL,N385DN,2508,14747.0,SEA,11433.0,DTW,940,1000.0,20.0,1.0,1655,1653.0,-2.0,0.0,0.0,0.0,255.0,233.0,1927.0
3216,2016,2,4,28,4,DL,N594NW,1152,13487.0,MSP,10397.0,ATL,1500,1456.0,-4.0,0.0,1826,1813.0,-13.0,0.0,0.0,0.0,146.0,137.0,907.0
169,2016,1,1,8,5,DL,N951DN,1815,13487.0,MSP,10397.0,ATL,905,901.0,-4.0,0.0,1234,1229.0,-5.0,0.0,0.0,0.0,149.0,148.0,907.0
2911,2016,2,4,17,7,DL,N723TW,2350,10397.0,ATL,12478.0,JFK,825,824.0,-1.0,0.0,1047,1034.0,-13.0,0.0,0.0,0.0,142.0,130.0,760.0
1899,2016,1,3,9,3,DL,N3755D,1805,14747.0,SEA,11433.0,DTW,939,1006.0,27.0,1.0,1655,1658.0,3.0,0.0,0.0,0.0,256.0,232.0,1927.0
2740,2016,2,4,7,4,DL,N977DL,2005,11433.0,DTW,10397.0,ATL,1209,1259.0,50.0,1.0,1420,1447.0,27.0,1.0,0.0,0.0,131.0,108.0,594.0
1554,2016,1,2,29,1,DL,N592NW,1267,10397.0,ATL,11433.0,DTW,1735,1734.0,-1.0,0.0,1935,1922.0,-13.0,0.0,0.0,0.0,120.0,108.0,594.0
2192,2016,1,3,21,1,DL,N847DN,53,13487.0,MSP,11433.0,DTW,1545,1541.0,-4.0,0.0,1823,1810.0,-13.0,0.0,0.0,0.0,98.0,89.0,528.0
2327,2016,1,3,25,5,DL,N823DN,589,13487.0,MSP,14747.0,SEA,1115,1112.0,-3.0,0.0,1256,1231.0,-25.0,0.0,0.0,0.0,221.0,199.0,1399.0
1548,2016,1,2,29,1,DL,N596NW,784,10397.0,ATL,13487.0,MSP,830,846.0,16.0,1.0,1015,1025.0,10.0,0.0,0.0,0.0,165.0,159.0,907.0
2836,2016,2,4,14,4,DL,N961AT,984,10397.0,ATL,12478.0,JFK,2050,2051.0,1.0,0.0,2325,2317.0,-8.0,0.0,0.0,0.0,155.0,146.0,760.0
2352,2016,1,3,6,7,DL,N920AT,423,12478.0,JFK,10397.0,ATL,1330,1330.0,0.0,0.0,1607,1543.0,-24.0,0.0,0.0,0.0,157.0,133.0,760.0
4451,2016,2,6,2,4,DL,N1611B,888,13487.0,MSP,10397.0,ATL,1620,1634.0,14.0,0.0,1953,2003.0,10.0,0.0,0.0,0.0,153.0,149.0,907.0
3223,2016,2,4,27,3,DL,N921DN,2324,11433.0,DTW,10397.0,ATL,959,955.0,-4.0,0.0,1204,1149.0,-15.0,0.0,0.0,0.0,125.0,114.0,594.0
2394,2016,1,3,25,5,DL,N179DN,2814,14747.0,SEA,10397.0,ATL,1442,1451.0,9.0,0.0,2229,2217.0,-12.0,0.0,0.0,0.0,287.0,266.0,2182.0
1038,2016,1,2,10,3,DL,N940DL,976,10397.0,ATL,12478.0,JFK,1000,959.0,-1.0,0.0,1213,1200.0,-13.0,0.0,0.0,0.0,133.0,121.0,760.0
1518,2016,1,2,27,6,DL,N690DL,629,10397.0,ATL,11433.0,DTW,915,914.0,-1.0,0.0,1110,1110.0,0.0,0.0,0.0,0.0,115.0,116.0,594.0
2197,2016,1,3,21,1,DL,N814DN,2610,10397.0,ATL,13487.0,MSP,736,735.0,-1.0,0.0,914,918.0,4.0,0.0,0.0,0.0,158.0,163.0,907.0
2397,2016,1,3,27,7,DL,N712TW,2350,10397.0,ATL,12478.0,JFK,830,828.0,-2.0,0.0,1049,1026.0,-23.0,0.0,0.0,0.0,139.0,118.0,760.0
718,2016,1,1,30,6,DL,N587NW,1291,14747.0,SEA,10397.0,ATL,830,827.0,-3.0,0.0,1613,1543.0,-30.0,0.0,0.0,0.0,283.0,256.0,2182.0
552,2016,1,1,24,7,DL,N933DN,1815,13487.0,MSP,10397.0,ATL,905,900.0,-5.0,0.0,1234,1236.0,2.0,0.0,0.0,0.0,149.0,156.0,907.0
2964,2016,2,4,14,4,DL,N957DL,2173,10397.0,ATL,11433.0,DTW,1905,1901.0,-4.0,0.0,2106,2050.0,-16.0,0.0,0.0,0.0,121.0,109.0,594.0
1939,2016,1,3,11,5,DL,N675DL,1888,13487.0,MSP,10397.0,ATL,1515,1509.0,-6.0,0.0,1840,1826.0,-14.0,0.0,0.0,0.0,145.0,137.0,907.0
516,2016,1,1,23,6,DL,N3768,1419,14747.0,SEA,13487.0,MSP,645,639.0,-6.0,0.0,1201,1138.0,-23.0,0.0,0.0,0.0,196.0,179.0,1399.0
1678,2016,1,3,2,3,DL,N908DA,856,13487.0,MSP,10397.0,ATL,858,909.0,11.0,0.0,1229,1217.0,-12.0,0.0,0.0,0.0,151.0,128.0,907.0
1743,2016,1,3,4,5,DL,N6707A,1453,11433.0,DTW,13487.0,MSP,2045,2104.0,19.0,1.0,2145,2141.0,-4.0,0.0,0.0,0.0,120.0,97.0,528.0
4577,2016,2,6,9,4,DL,N910DN,725,11433.0,DTW,10397.0,ATL,1647,1654.0,7.0,0.0,1853,1841.0,-12.0,0.0,0.0,0.0,126.0,107.0,594.0
2132,2016,1,3,18,5,DL,N986AT,423,12478.0,JFK,10397.0,ATL,1330,1347.0,17.0,1.0,1607,1616.0,9.0,0.0,0.0,0.0,157.0,149.0,760.0
3307,2016,2,4,5,2,DL,N991AT,423,12478.0,JFK,10397.0,ATL,1340,1333.0,-7.0,0.0,1616,1547.0,-29.0,0.0,0.0,0.0,156.0,134.0,760.0
2236,2016,1,3,22,2,DL,N679DA,588,14747.0,SEA,13487.0,MSP,1126,1126.0,0.0,0.0,1647,1651.0,4.0,0.0,0.0,0.0,201.0,205.0,1399.0
3504,2016,2,5,4,3,DL,N854DN,1397,13487.0,MSP,14747.0,SEA,1445,1443.0,-2.0,0.0,1624,1606.0,-18.0,0.0,0.0,0.0,219.0,203.0,1399.0
3067,2016,2,4,18,1,DL,N543US,2218,14747.0,SEA,11433.0,DTW,730,740.0,10.0,0.0,1439,1450.0,11.0,0.0,0.0,0.0,249.0,250.0,1927.0
3345,2016,2,4,29,5,DL,N854DN,1768,14747.0,SEA,13487.0,MSP,845,842.0,-3.0,0.0,1400,1401.0,1.0,0.0,0.0,0.0,195.0,199.0,1399.0
4716,2016,2,6,13,1,DL,N979DL,2350,10397.0,ATL,12478.0,JFK,815,813.0,-2.0,0.0,1029,1027.0,-2.0,0.0,0.0,0.0,134.0,134.0,760.0
644,2016,1,1,27,3,DL,N367NW,2793,11433.0,DTW,13487.0,MSP,1001,958.0,-3.0,0.0,1107,1050.0,-17.0,0.0,0.0,0.0,126.0,112.0,528.0
4131,2016,2,5,25,3,DL,N857DZ,1306,14747.0,SEA,12478.0,JFK,738,732.0,-6.0,0.0,1614,1549.0,-25.0,0.0,0.0,0.0,336.0,317.0,2422.0
3247,2016,2,4,29,5,DL,N823DN,1089,10397.0,ATL,13487.0,MSP,1505,1503.0,-2.0,0.0,1645,1627.0,-18.0,0.0,0.0,0.0,160.0,144.0,907.0
4779,2016,2,6,14,2,DL,N1602,43,12478.0,JFK,10397.0,ATL,1525,1547.0,22.0,1.0,1815,1809.0,-6.0,0.0,0.0,0.0,170.0,142.0,760.0
1156,2016,1,2,13,6,DL,N833DN,1549,13487.0,MSP,10397.0,ATL,1740,1739.0,-1.0,0.0,2110,2040.0,-30.0,0.0,0.0,0.0,150.0,121.0,907.0
1098,2016,1,2,11,4,DL,N815DN,2448,11433.0,DTW,10397.0,ATL,1205,1203.0,-2.0,0.0,1417,1358.0,-19.0,0.0,0.0,0.0,132.0,115.0,594.0
1764,2016,1,3,2,3,DL,N943AT,1649,11433.0,DTW,13487.0,MSP,1005,1000.0,-5.0,0.0,1104,1056.0,-8.0,0.0,0.0,0.0,119.0,116.0,528.0
4317,2016,2,5,31,2,DL,N910DN,1549,13487.0,MSP,10397.0,ATL,1730,1755.0,25.0,1.0,2104,2123.0,19.0,1.0,0.0,0.0,154.0,148.0,907.0
2636,2016,2,4,7,4,DL,N694DL,762,10397.0,ATL,14747.0,SEA,1650,1726.0,36.0,1.0,1931,1946.0,15.0,1.0,0.0,0.0,341.0,320.0,2182.0
3027,2016,2,4,21,4,DL,N950DL,1476,13487.0,MSP,11433.0,DTW,1405,1401.0,-4.0,0.0,1647,1639.0,-8.0,0.0,0.0,0.0,102.0,98.0,528.0
98,2016,1,1,6,3,DL,N902DE,1975,13487.0,MSP,10397.0,ATL,1125,1125.0,0.0,0.0,1458,1455.0,-3.0,0.0,0.0,0.0,153.0,150.0,907.0
1403,2016,1,2,24,3,DL,N594NW,784,10397.0,ATL,13487.0,MSP,830,828.0,-2.0,0.0,1015,957.0,-18.0,0.0,0.0,0.0,165.0,149.0,907.0
1925,2016,1,3,10,4,DL,N910DL,2817,12478.0,JFK,11433.0,DTW,910,906.0,-4.0,0.0,1126,1105.0,-21.0,0.0,0.0,0.0,136.0,119.0,509.0
1010,2016,1,2,8,1,DL,N915DN,946,11433.0,DTW,13487.0,MSP,1735,1759.0,24.0,1.0,1843,1838.0,-5.0,0.0,0.0,0.0,128.0,99.0,528.0
4975,2016,2,6,20,1,DL,N670DN,2263,11433.0,DTW,14747.0,SEA,1754,1751.0,-3.0,0.0,1949,1955.0,6.0,0.0,0.0,0.0,295.0,304.0,1927.0
4065,2016,2,5,22,7,DL,N317NB,2032,13487.0,MSP,12478.0,JFK,703,657.0,-6.0,0.0,1045,1038.0,-7.0,0.0,0.0,0.0,162.0,161.0,1029.0
4883,2016,2,6,17,5,DL,N694DL,1241,14747.0,SEA,13487.0,MSP,1310,1310.0,0.0,0.0,1831,1843.0,12.0,0.0,0.0,0.0,201.0,213.0,1399.0
556,2016,1,1,23,6,DL,N608AT,2576,12478.0,JFK,11433.0,DTW,1900,,,,2115,,,,1.0,0.0,135.0,,509.0
3277,2016,2,4,29,5,DL,N1608,2581,10397.0,ATL,14747.0,SEA,955,954.0,-1.0,0.0,1231,1202.0,-29.0,0.0,0.0,0.0,336.0,308.0,2182.0
428,2016,1,1,21,4,DL,N128DL,1108,13487.0,MSP,10397.0,ATL,1500,1514.0,14.0,0.0,1833,1913.0,40.0,1.0,0.0,0.0,153.0,179.0,907.0
2653,2016,2,4,7,4,DL,N595NW,2536,13487.0,MSP,14747.0,SEA,1930,1939.0,9.0,0.0,2123,2123.0,0.0,0.0,0.0,0.0,233.0,224.0,1399.0
372,2016,1,1,19,2,DL,N355NW,1173,13487.0,MSP,11433.0,DTW,830,831.0,1.0,0.0,1114,1059.0,-15.0,0.0,0.0,0.0,104.0,88.0,528.0
4341,2016,2,6,2,4,DL,N589NW,325,11433.0,DTW,10397.0,ATL,1505,1503.0,-2.0,0.0,1703,1651.0,-12.0,0.0,0.0,0.0,118.0,108.0,594.0
1552,2016,1,2,29,1,DL,N826DN,1107,10397.0,ATL,14747.0,SEA,1918,1918.0,0.0,0.0,2204,2205.0,1.0,0.0,0.0,0.0,346.0,347.0,2182.0
4049,2016,2,5,20,5,DL,N925AT,2029,11433.0,DTW,12478.0,JFK,1950,1945.0,-5.0,0.0,2150,2122.0,-28.0,0.0,0.0,0.0,120.0,97.0,509.0
4073,2016,2,5,23,1,DL,N3744F,87,11433.0,DTW,13487.0,MSP,1725,1748.0,23.0,1.0,1825,1837.0,12.0,0.0,0.0,0.0,120.0,109.0,528.0
3753,2016,2,5,11,3,DL,N345NW,1476,11433.0,DTW,13487.0,MSP,1345,1346.0,1.0,0.0,1430,1427.0,-3.0,0.0,0.0,0.0,105.0,101.0,528.0
2720,2016,2,4,9,6,DL,N67171,1271,11433.0,DTW,10397.0,ATL,1520,1600.0,40.0,1.0,1729,1735.0,6.0,0.0,0.0,0.0,129.0,95.0,594.0
4091,2016,2,5,24,2,DL,N185DN,425,12478.0,JFK,10397.0,ATL,1545,1538.0,-7.0,0.0,1826,1743.0,-43.0,0.0,0.0,0.0,161.0,125.0,760.0
1413,2016,1,2,23,2,DL,N927DN,557,13487.0,MSP,11433.0,DTW,640,639.0,-1.0,0.0,927,924.0,-3.0,0.0,0.0,0.0,107.0,105.0,528.0
4399,2016,2,6,3,5,DL,N6710E,1815,10397.0,ATL,13487.0,MSP,1350,1348.0,-2.0,0.0,1523,1509.0,-14.0,0.0,0.0,0.0,153.0,141.0,907.0
2147,2016,1,3,18,5,DL,N848DN,2610,10397.0,ATL,13487.0,MSP,736,732.0,-4.0,0.0,914,900.0,-14.0,0.0,0.0,0.0,158.0,148.0,907.0
3716,2016,2,5,11,3,DL,N932DL,1893,11433.0,DTW,10397.0,ATL,836,833.0,-3.0,0.0,1034,1023.0,-11.0,0.0,0.0,0.0,118.0,110.0,594.0
2687,2016,2,4,10,7,DL,N988DL,220,12478.0,JFK,10397.0,ATL,1925,1922.0,-3.0,0.0,2209,2151.0,-18.0,0.0,0.0,0.0,164.0,149.0,760.0
2478,2016,1,3,29,2,DL,N336NB,2468,11433.0,DTW,13487.0,MSP,1350,1345.0,-5.0,0.0,1443,1435.0,-8.0,0.0,0.0,0.0,113.0,110.0,528.0
4739,2016,2,6,14,2,DL,N3732J,1529,10397.0,ATL,12478.0,JFK,1205,1204.0,-1.0,0.0,1429,1412.0,-17.0,0.0,0.0,0.0,144.0,128.0,760.0
4442,2016,2,6,4,6,DL,N671DN,588,14747.0,SEA,13487.0,MSP,1110,1113.0,3.0,0.0,1641,1628.0,-13.0,0.0,0.0,0.0,211.0,195.0,1399.0
285,2016,1,1,14,4,DL,N617DL,1094,10397.0,ATL,13487.0,MSP,1455,1907.0,252.0,1.0,1645,2036.0,231.0,1.0,0.0,0.0,170.0,149.0,907.0
1710,2016,1,3,31,4,DL,N815DN,300,14747.0,SEA,10397.0,ATL,1205,1205.0,0.0,0.0,1955,1933.0,-22.0,0.0,0.0,0.0,290.0,268.0,2182.0
1444,2016,1,2,24,3,DL,N949AT,2032,13487.0,MSP,12478.0,JFK,656,655.0,-1.0,0.0,1045,1047.0,2.0,0.0,0.0,0.0,169.0,172.0,1029.0
4052,2016,2,5,20,5,DL,N136DL,2308,14747.0,SEA,13487.0,MSP,1305,1320.0,15.0,1.0,1835,1851.0,16.0,1.0,0.0,0.0,210.0,211.0,1399.0
248,2016,1,1,14,4,DL,N958DL,425,12478.0,JFK,10397.0,ATL,1632,1635.0,3.0,0.0,1921,1852.0,-29.0,0.0,0.0,0.0,169.0,137.0,760.0
4031,2016,2,5,21,6,DL,N696DL,1520,10397.0,ATL,13487.0,MSP,2216,2215.0,-1.0,0.0,2350,2344.0,-6.0,0.0,0.0,0.0,154.0,149.0,907.0
724,2016,1,1,31,7,DL,N399DA,2221,13487.0,MSP,14747.0,SEA,1130,1124.0,-6.0,0.0,1322,1243.0,-39.0,0.0,0.0,0.0,232.0,199.0,1399.0
1044,2016,1,2,9,2,DL,N320US,514,10397.0,ATL,13487.0,MSP,1205,1203.0,-2.0,0.0,1353,1336.0,-17.0,0.0,0.0,0.0,168.0,153.0,907.0
729,2016,1,1,29,5,DL,N127DL,2794,11433.0,DTW,10397.0,ATL,720,714.0,-6.0,0.0,946,913.0,-33.0,0.0,0.0,0.0,146.0,119.0,594.0
2784,2016,2,4,12,2,DL,N556NW,2366,10397.0,ATL,11433.0,DTW,725,724.0,-1.0,0.0,921,911.0,-10.0,0.0,0.0,0.0,116.0,107.0,594.0
3454,2016,2,5,2,1,DL,N590NW,1453,14747.0,SEA,13487.0,MSP,655,654.0,-1.0,0.0,1224,1224.0,0.0,0.0,0.0,0.0,209.0,210.0,1399.0
1113,2016,1,2,13,6,DL,N844DN,2610,10397.0,ATL,13487.0,MSP,730,732.0,2.0,0.0,910,920.0,10.0,0.0,0.0,0.0,160.0,168.0,907.0
4149,2016,2,5,26,4,DL,N376DA,997,10397.0,ATL,12478.0,JFK,1034,1032.0,-2.0,0.0,1250,1301.0,11.0,0.0,0.0,0.0,136.0,149.0,760.0
206,2016,1,1,10,7,DL,N546US,822,14747.0,SEA,11433.0,DTW,700,707.0,7.0,0.0,1415,1423.0,8.0,0.0,0.0,0.0,255.0,256.0,1927.0
2188,2016,1,3,20,7,DL,N704X,2350,10397.0,ATL,12478.0,JFK,830,828.0,-2.0,0.0,1049,1024.0,-25.0,0.0,0.0,0.0,139.0,116.0,760.0
1344,2016,1,2,21,7,DL,N557NW,629,10397.0,ATL,11433.0,DTW,915,909.0,-6.0,0.0,1112,1100.0,-12.0,0.0,0.0,0.0,117.0,111.0,594.0
3904,2016,2,5,17,2,DL,N920DN,721,10397.0,ATL,13487.0,MSP,1702,1700.0,-2.0,0.0,1843,1835.0,-8.0,0.0,0.0,0.0,161.0,155.0,907.0
4932,2016,2,6,20,1,DL,N1608,16,14747.0,SEA,10397.0,ATL,1045,1137.0,52.0,1.0,1844,1856.0,12.0,0.0,0.0,0.0,299.0,259.0,2182.0
1050,2016,1,2,9,2,DL,N687DL,1991,13487.0,MSP,10397.0,ATL,525,531.0,6.0,0.0,857,852.0,-5.0,0.0,0.0,0.0,152.0,141.0,907.0
4340,2016,2,6,2,4,DL,N390DA,281,11433.0,DTW,14747.0,SEA,841,840.0,-1.0,0.0,1040,1042.0,2.0,0.0,0.0,0.0,299.0,302.0,1927.0
3196,2016,2,4,27,3,DL,N330NB,1653,11433.0,DTW,13487.0,MSP,830,826.0,-4.0,0.0,930,917.0,-13.0,0.0,0.0,0.0,120.0,111.0,528.0
1277,2016,1,2,19,5,DL,N990AT,2032,13487.0,MSP,12478.0,JFK,656,701.0,5.0,0.0,1045,1031.0,-14.0,0.0,0.0,0.0,169.0,150.0,1029.0
1398,2016,1,2,24,3,DL,N721TW,447,12478.0,JFK,14747.0,SEA,700,659.0,-1.0,0.0,1025,948.0,-37.0,0.0,0.0,0.0,385.0,349.0,2422.0
3455,2016,2,5,2,1,DL,N820DN,1542,14747.0,SEA,12478.0,JFK,2237,2233.0,-4.0,0.0,702,720.0,18.0,1.0,0.0,0.0,325.0,347.0,2422.0
1333,2016,1,2,20,6,DL,N362NW,1975,13487.0,MSP,10397.0,ATL,1110,1107.0,-3.0,0.0,1442,1423.0,-19.0,0.0,0.0,0.0,152.0,136.0,907.0
3857,2016,2,5,16,1,DL,N593NW,325,11433.0,DTW,10397.0,ATL,1505,1458.0,-7.0,0.0,1703,1656.0,-7.0,0.0,0.0,0.0,118.0,118.0,594.0
4199,2016,2,5,28,6,DL,N362NB,1333,13487.0,MSP,11433.0,DTW,1311,1307.0,-4.0,0.0,1555,1608.0,13.0,0.0,0.0,0.0,104.0,121.0,528.0
4001,2016,2,5,21,6,DL,N985DL,86,13487.0,MSP,11433.0,DTW,1545,1542.0,-3.0,0.0,1824,1817.0,-7.0,0.0,0.0,0.0,99.0,95.0,528.0
3152,2016,2,4,25,1,DL,N928DL,2548,13487.0,MSP,10397.0,ATL,1113,1108.0,-5.0,0.0,1439,1427.0,-12.0,0.0,0.0,0.0,146.0,139.0,907.0
1919,2016,1,3,10,4,DL,N810DN,2283,11433.0,DTW,10397.0,ATL,615,611.0,-4.0,0.0,823,802.0,-21.0,0.0,0.0,0.0,128.0,111.0,594.0
3604,2016,2,5,7,6,DL,N863DA,1394,10397.0,ATL,12478.0,JFK,1500,1458.0,-2.0,0.0,1727,1738.0,11.0,0.0,0.0,0.0,147.0,160.0,760.0
2118,2016,1,3,17,4,DL,N817DN,1619,10397.0,ATL,14747.0,SEA,940,937.0,-3.0,0.0,1210,1155.0,-15.0,0.0,0.0,0.0,330.0,318.0,2182.0
3984,2016,2,5,19,4,DL,N6700,1520,10397.0,ATL,13487.0,MSP,2216,2235.0,19.0,1.0,2351,3.0,12.0,0.0,0.0,0.0,155.0,148.0,907.0
789,2016,1,1,12,2,DL,N964AT,2205,12478.0,JFK,13487.0,MSP,1835,1830.0,-5.0,0.0,2059,2046.0,-13.0,0.0,0.0,0.0,204.0,196.0,1029.0
1406,2016,1,2,22,1,DL,N723TW,2350,10397.0,ATL,12478.0,JFK,810,808.0,-2.0,0.0,1027,1014.0,-13.0,0.0,0.0,0.0,137.0,126.0,760.0
3071,2016,2,4,22,5,DL,N587NW,2146,10397.0,ATL,13487.0,MSP,1931,1939.0,8.0,0.0,2115,2123.0,8.0,0.0,0.0,0.0,164.0,164.0,907.0
4741,2016,2,6,14,2,DL,N910DN,1668,13487.0,MSP,11433.0,DTW,1330,1356.0,26.0,1.0,1616,1638.0,22.0,1.0,0.0,0.0,106.0,102.0,528.0
299,2016,1,1,16,6,DL,N972DL,445,12478.0,JFK,10397.0,ATL,1715,1712.0,-3.0,0.0,2002,1947.0,-15.0,0.0,0.0,0.0,167.0,155.0,760.0
1961,2016,1,3,11,5,DL,N833DN,589,13487.0,MSP,14747.0,SEA,910,909.0,-1.0,0.0,1051,1042.0,-9.0,0.0,0.0,0.0,221.0,213.0,1399.0
863,2016,1,2,3,3,DL,N593NW,1267,10397.0,ATL,11433.0,DTW,1735,1750.0,15.0,1.0,1934,1938.0,4.0,0.0,0.0,0.0,119.0,108.0,594.0
1064,2016,1,2,10,3,DL,N378DA,1397,13487.0,MSP,14747.0,SEA,1415,1411.0,-4.0,0.0,1603,1558.0,-5.0,0.0,0.0,0.0,228.0,227.0,1399.0
3244,2016,2,4,28,4,DL,N586NW,2266,13487.0,MSP,10397.0,ATL,630,625.0,-5.0,0.0,959,950.0,-9.0,0.0,0.0,0.0,149.0,145.0,907.0
4120,2016,2,5,24,2,DL,N595NW,1094,13487.0,MSP,10397.0,ATL,1500,1459.0,-1.0,0.0,1827,1816.0,-11.0,0.0,0.0,0.0,147.0,137.0,907.0
57,2016,1,1,3,7,DL,N552NW,630,11433.0,DTW,10397.0,ATL,1746,1741.0,-5.0,0.0,1954,1925.0,-29.0,0.0,0.0,0.0,128.0,104.0,594.0
2601,2016,2,4,5,2,DL,N906DL,2005,11433.0,DTW,10397.0,ATL,1209,1206.0,-3.0,0.0,1420,1349.0,-31.0,0.0,0.0,0.0,131.0,103.0,594.0
3630,2016,2,5,8,7,DL,N6716C,1385,10397.0,ATL,11433.0,DTW,1624,1621.0,-3.0,0.0,1824,1813.0,-11.0,0.0,0.0,0.0,120.0,112.0,594.0
2247,2016,1,3,23,3,DL,N922DX,630,11433.0,DTW,10397.0,ATL,1737,1747.0,10.0,0.0,1943,1939.0,-4.0,0.0,0.0,0.0,126.0,112.0,594.0
3801,2016,2,5,12,4,DL,N955DN,1122,10397.0,ATL,13487.0,MSP,1205,1204.0,-1.0,0.0,1344,1328.0,-16.0,0.0,0.0,0.0,159.0,144.0,907.0
2805,2016,2,4,13,3,DL,N3768,1465,10397.0,ATL,11433.0,DTW,2057,2054.0,-3.0,0.0,2257,2242.0,-15.0,0.0,0.0,0.0,120.0,108.0,594.0
517,2016,1,1,23,6,DL,N712TW,1473,14747.0,SEA,12478.0,JFK,1150,,,,2008,,,,1.0,0.0,318.0,,2422.0
3761,2016,2,5,12,4,DL,N823DN,1542,14747.0,SEA,12478.0,JFK,2237,2236.0,-1.0,0.0,702,636.0,-26.0,0.0,0.0,0.0,325.0,300.0,2422.0
4292,2016,2,5,31,2,DL,N6704Z,1089,11433.0,DTW,13487.0,MSP,1542,1647.0,65.0,1.0,1644,1745.0,61.0,1.0,0.0,0.0,122.0,118.0,528.0
2641,2016,2,4,7,4,DL,N6716C,1107,10397.0,ATL,14747.0,SEA,1930,1936.0,6.0,0.0,2211,2208.0,-3.0,0.0,0.0,0.0,341.0,332.0,2182.0
4738,2016,2,6,14,2,DL,N834DN,1445,13487.0,MSP,10397.0,ATL,1112,1108.0,-4.0,0.0,1442,1425.0,-17.0,0.0,0.0,0.0,150.0,137.0,907.0
4403,2016,2,6,3,5,DL,N343NB,2205,12478.0,JFK,13487.0,MSP,810,831.0,21.0,1.0,1031,1038.0,7.0,0.0,0.0,0.0,201.0,187.0,1029.0
4302,2016,2,5,30,1,DL,N713TW,1473,14747.0,SEA,12478.0,JFK,1119,1114.0,-5.0,0.0,1956,1929.0,-27.0,0.0,0.0,0.0,337.0,315.0,2422.0
2442,2016,1,3,29,2,DL,N627DL,1187,13487.0,MSP,14747.0,SEA,1745,1744.0,-1.0,0.0,1930,1908.0,-22.0,0.0,0.0,0.0,225.0,204.0,1399.0
