Origin Airport,Origin Airport Name,Origin City Name,Origin Country Name,Origin Region Name,Destination Airport,Destination Airport Name,Destination City Name,Destination Country Name,Destination Region Name,Marketing Airline,Operating Airline,Marketing Airline Name,Operating Airline Name,Code Share,Fleet,Manufacturer,Flight No,Effective Date,Discontinued Date,Departure Time,Arrival Time,Flight Duration (mins),Departure Terminal,Arrival Terminal,Restricted Code,Frequency,Schedule Type,DepCount,Operating Airline   Capacity,Operating Airline   ASM(Nautical)(Millions),Distance (N.Mil)
NRK,KUNGSANGEN AIRPORT,NORRKOPING,SWEDEN,WESTERN EUROPE,VBY,VISBY AIRPORT,VISBY,SWEDEN,WESTERN EUROPE,SK,JZ,Scandinavian Airlines System,Jubba Airways,YES,J31,BAe,6700,20001101,20001130,19:45,20:15,30,,, , 123---- ,AIR,3,,,86.0
LAX,LOS ANGELES INTERNATIONAL AIRPORT,LOS ANGELES,UNITED STATES,NORTH AMERICA,MEX,BENITO JUAREZ INTL AIRPORT,MEXICO CITY,MEXICO,NORTH AMERICA,NZ,MX,Air New Zealand Limited,COMPANIA MEXICANA DE AVIACION,YES,72S,BOEING,4221,20010301,20010327,09:30,15:00,210,B,,Q, -2----- ,AIR,1,,,1359.0
AGP,MALAGA AIRPORT,MALAGA,SPAIN,WESTERN EUROPE,OSL,OSLO AIRPORT,OSLO,NORWAY,WESTERN EUROPE,BU,BU,Compagnie Africaine d'Aviation,Compagnie Africaine d'Aviation,NO,734,BOEING,684,20001101,20001130,14:35,18:45,250,,, , --3--6- ,AIR,2,312.0,0.48,1548.0
MCI,KANSAS CITY INTERNATIONAL AIRPORT,KANSAS CITY,UNITED STATES,NORTH AMERICA,ORD,O'HARE INTERNATIONAL AIRPORT,CHICAGO,UNITED STATES,NORTH AMERICA,AS,AA,Alaska Airlines,American Airlines,YES,M80,MCDONNELL-DOUGLAS,1649,20010302,20010330,17:35,19:06,91,A,3,Y, 12345-7 ,AIR,5,,,353.0
BKK,SUVARNABHUMI INTERNATIONAL,BANGKOK,THAILAND,SOUTHEAST ASIA,CNX,CHIANG MAI INTERNATIONAL AIRPORT,CHIANG MAI,THAILAND,SOUTHEAST ASIA,TG,TG,Thai Airways International Public Company Ltd,Thai Airways International Public Company Ltd,NO,330,AIRBUS,100,20010301,20010314,06:30,07:40,70,D,, , -----6- ,AIR,1,317.0,0.1,322.0
NRT,NARITA INTERNATIONAL,TOKYO,JAPAN,FAR EAST ASIA,SEL,METROPOLITAN AREA,SEOUL,SOUTH KOREA,FAR EAST ASIA,UA,UA,"United Airlines, Inc.","United Airlines, Inc.",NO,744,BOEING,883,20010301,20010324,18:35,21:15,160,1,1, , 1234567 ,AIR,7,2429.0,1.61,664.0
FRA,FRANKFURT INTERNATIONAL AIRPORT,FRANKFURT,GERMANY,WESTERN EUROPE,HEL,HELSINKI-VANTAA AIRPORT,HELSINKI,FINLAND,WESTERN EUROPE,LH,LH,Deutsche Lufthansa AG,Deutsche Lufthansa AG,NO,737,BOEING,3030,20001101,20001130,21:20,0:55,155,1,2, , -2-4567 ,AIR,5,610.0,0.51,836.0
ZRH,ZURICH AIRPORT,ZURICH,SWITZERLAND,WESTERN EUROPE,SIN,CHANGI AIRPORT,SINGAPORE,SINGAPORE,SOUTHEAST ASIA,NZ,SQ,Air New Zealand Limited,Singapore Airlines Limited,YES,744,BOEING,4325,20010301,20010324,12:35,07:30,715,A,2,Q, -----6- ,AIR,1,,,5575.0
YYC,CALGARY INTERNATIONAL AIRPORT,CALGARY,CANADA,NORTH AMERICA,OGG,KAHULUI AIRPORT,KAHULUI,UNITED STATES,NORTH AMERICA,2T,2T,Turbo Megha Airways Pvt. Ltd.,Turbo Megha Airways Pvt. Ltd.,NO,332,AIRBUS,639,20010301,20010325,07:35,11:20,405,,,F, ------7 ,AIR,1,216.0,0.58,2699.0
MRS,MARSEILLE AIRPORT,MARSEILLE,FRANCE,WESTERN EUROPE,CDG,CHARLES DE GAULLE AIRPORT,PARIS,FRANCE,WESTERN EUROPE,RK,RK,Ryanair UK Ltd,Ryanair UK Ltd,NO,AB6,AIRBUS,304,20010301,20010324,08:40,10:00,80,,2A, , -----6- ,AIR,1,218.0,0.08,358.0
HNH,HOONAH AIRPORT,HOONAH,UNITED STATES,NORTH AMERICA,JNU,JUNEAU INTERNATIONAL AIRPORT,JUNEAU,UNITED STATES,NORTH AMERICA,7A,7A,Express Air Cargo,Express Air Cargo,NO,CNA,Cessna,803,20001101,20001130,12:05,12:25,20,,, ,1234567,AIR,7,42.0,0.0,27.0
FAE,VAGAR AIRPORT,FAROE ISLANDS,FAEROE ISLANDS,WESTERN EUROPE,RKV,REYKJAVIK DOMESTIC AIRPORT,REYKJAVIK,ICELAND,WESTERN EUROPE,RC,RC,"Atlantic Airways, Faroe Islands, P/F","Atlantic Airways, Faroe Islands, P/F",NO,146,BAe,255,20001101,20001130,17:30,18:45,75,,, , 1------ ,AIR,1,84.0,0.03,416.0
ZRH,ZURICH AIRPORT,ZURICH,SWITZERLAND,WESTERN EUROPE,LHR,HEATHROW AIRPORT,LONDON,UNITED KINGDOM,WESTERN EUROPE,BA,BA,British Airways p.l.c.,British Airways p.l.c.,NO,320,AIRBUS,719,20010301,20010318,18:40,19:30,110,B,1, , ------7 ,AIR,1,149.0,0.06,429.0
ZUH,SANZAO INTL AIRPORT,ZHUHAI,CHINA,FAR EAST ASIA,CKG,JIANGBEI INTERNATIONAL AIRPORT,CHONGQING,CHINA,FAR EAST ASIA,WH,WH,WDL Aviation Gmbh & Co.KG,WDL Aviation Gmbh & Co.KG,NO,146,BAe,2437,20001101,20001130,9:00,10:55,115,,, , -2----- ,AIR,1,85.0,0.05,592.0
ACC,KOTOKA INTERNATIONAL AIRPORT,ACCRA,GHANA,WEST AFRICA,BKO,SENOU INTERNATIONAL AIRPORT,BAMAKO,MALI,WEST AFRICA,GH,ET,Globus LLC,Ethiopian Airlines Enterprise,YES,763,BOEING,340,20001102,20001130,16:40,18:25,105,,, , ---4--- ,AIR,1,,,627.0
LST,LAUNCESTON AIRPORT,LAUNCESTON,AUSTRALIA,AUSTRALIA,MEL,MELBOURNE AIRPORT,MELBOURNE,AUSTRALIA,AUSTRALIA,NZ,KD,Air New Zealand Limited,Western Global Airlines LLC,YES,CR1,Bombardier,3506,20001101,20001130,12:00,13:00,60,,M,Q,1234567,AIR,7,,,262.0
MLE,IBRAHIM NASIR INTL AIRPORT,MALE,MALDIVES,ASIA SUB-CONTINENT,KDM,KAADEDHDHOO ISLAND AIRPORT,KAADEDHDHOO,MALDIVES,ASIA SUB-CONTINENT,Q2,Q2,Island Aviation Services Ltd.,Island Aviation Services Ltd.,NO,DH8,De Havilland Canada,3217,20010301,20010331,08:45,09:55,70,,, , -----6- ,AIR,1,37.0,0.01,225.0
TLN,HYERES AIRPORT,TOULON,FRANCE,WESTERN EUROPE,ORY,ORLY FIELD,PARIS,FRANCE,WESTERN EUROPE,IW,IW,PT. Wings Abadi Airlines,PT. Wings Abadi Airlines,NO,M83,MCDONNELL-DOUGLAS,154,20001101,20001130,9:35,11:05,90,,S, , 12345-7 ,AIR,6,936.0,0.35,375.0
YCD,NANAIMO AIRPORT,NANAIMO,CANADA,NORTH AMERICA,YVR,VANCOUVER INTERNATIONAL AIRPORT,VANCOUVER,CANADA,NORTH AMERICA,AC,ZX,Air Canada,Air Georgian Ltd. dba Air Alliance,NO,DH1,De Havilland Canada,1840,20010301,20010330,15:15,15:35,20,,M, , 12345-7 ,AIR,6,222.0,0.01,30.0
ANC,TED STEVENS INTERNATIONAL AIRPORT,ANCHORAGE,UNITED STATES,NORTH AMERICA,SEA,SEATTLE-TACOMA INTERNATIONAL AIRPORT,SEATTLE,UNITED STATES,NORTH AMERICA,NW,AS,NORTHWEST AIRLINES INC.,Alaska Airlines,YES,734,BOEING,4088,20010301,20010331,10:14,14:35,201,,,Y, ------7 ,AIR,1,,,1260.0
ZAL,PICHOY AIRPORT,VALDIVIA,CHILE,SOUTH AMERICA,CCP,CARRIEL SUR AIRPORT,CONCEPCION,CHILE,SOUTH AMERICA,LA,LA,LATAM Airlines Group SA,LATAM Airlines Group SA,NO,73S,BOEING,246,20010305,20010309,18:35,19:20,45,,, , 12345-- ,AIR,3,345.0,0.06,187.0
BSL,EUROAIRPORT SWISS,MULHOUSE/BASEL,SWITZERLAND,WESTERN EUROPE,MUC,MUNICH INTERNATIONAL,MUNICH,GERMANY,WESTERN EUROPE,LT,LX,"LongJiang Airlines Co., Ltd.",SWISS International Air Lines Ltd,YES,S20,Saab,9692,20010301,20010324,06:40,07:45,65,,,O, 123456- ,AIR,6,,,171.0
PHF,NEWPORT NEWS/WILLIAMSBURG AIRPORT,HAMPTON / NEWPORT NEWS,UNITED STATES,NORTH AMERICA,PHL,PHILADELPHIA INTERNATIONAL AIRPORT,PHILADELPHIA,UNITED STATES,NORTH AMERICA,US,17,US AIRWAYS INC.,Piedmont Airlines,NO,DH8,De Havilland Canada,3484,20001101,20001111,13:40,14:58,78,,B, ,1234567,AIR,7,259.0,0.04,171.0
IAH,GEORGE BUSH INTERCONTINENTAL AIRPORT,HOUSTON,UNITED STATES,NORTH AMERICA,CVG,NORTHERN KENTUCKY INTERNATIONAL AIRPORT,CINCINNATI,UNITED STATES,NORTH AMERICA,NW,CO,NORTHWEST AIRLINES INC.,Cobaltair Ltd,YES,ERJ,EMBRAER,7204,20001101,20001130,18:59,22:29,150,B,1,Y, 12345-7 ,AIR,6,,,764.0
DAY,JAMES M. COX INTERNATIONAL AIRPORT,DAYTON,UNITED STATES,NORTH AMERICA,IAH,GEORGE BUSH INTERCONTINENTAL AIRPORT,HOUSTON,UNITED STATES,NORTH AMERICA,CO,CO,Cobaltair Ltd,Cobaltair Ltd,NO,ERJ,EMBRAER,4187,20001104,20001130,8:15,10:05,170,,B, , -----6- ,AIR,1,50.0,0.04,810.0
AEP,JORGE NEWBERY AIRPORT,BUENOS AIRES,ARGENTINA,SOUTH AMERICA,PDP,PUNTA DEL ESTE AIRPORT,PUNTA DEL ESTE,URUGUAY,SOUTH AMERICA,PU,PU,"Plus Ultra Lineas Aereas, S. A","Plus Ultra Lineas Aereas, S. A",NO,73S,BOEING,120,20010301,20010303,17:30,18:15,45,,, , 123456- ,AIR,3,303.0,0.05,180.0
RGL,PILOTO N. FERNANDEZ AIRPORT,RIO GALLEGOS,ARGENTINA,SOUTH AMERICA,CRD,GENERAL E. MOSCONI AIRPORT,COMODORO RIVADAVIA,ARGENTINA,SOUTH AMERICA,A4,A4,JSC AZIMUTH Airlines,JSC AZIMUTH Airlines,NO,CRJ,Bombardier,6721,20010301,20010331,03:20,04:30,70,,, , 123456- ,AIR,6,300.0,0.11,363.0
CGN,COLOGNE/BONN AIRPORT,COLOGNE,GERMANY,WESTERN EUROPE,NUE,NUREMBERG AIRPORT,NUREMBERG,GERMANY,WESTERN EUROPE,LH,LH,Deutsche Lufthansa AG,Deutsche Lufthansa AG,NO,F50,FOKKER,1788,20001103,20001130,20:20,21:30,70,1,, , ----5-- ,AIR,1,46.0,0.01,169.0
KMG,CHANGSHUI INTERNATIONAL AIRPORT,KUNMING,CHINA,FAR EAST ASIA,NNG,WUXU INTERNATIONAL AIRPORT,NANNING,CHINA,FAR EAST ASIA,CZ,CZ,China Southern Airlines,China Southern Airlines,NO,733,BOEING,8850,20010301,20010318,18:20,19:20,60,,, , ---4--7 ,AIR,2,290.0,0.09,321.0
LGW,GATWICK AIRPORT,LONDON,UNITED KINGDOM,WESTERN EUROPE,CPH,KASTRUP AIRPORT,COPENHAGEN,DENMARK,WESTERN EUROPE,DM,DM,ANDA AIR Limited Liability Company,ANDA AIR Limited Liability Company,NO,735,BOEING,114,20001101,20001130,10:15,13:05,110,S,3, , 123456- ,AIR,6,624.0,0.33,535.0
DUS,DUESSELDORF INTERNATIONAL,DUSSELDORF,GERMANY,WESTERN EUROPE,VIE,VIENNA INTERNATIONAL AIRPORT,VIENNA,AUSTRIA,WESTERN EUROPE,LH,OS,Deutsche Lufthansa AG,Austrian Airlines AG dba Austrian,YES,32S,AIRBUS,9228,20001101,20001107,11:00,12:40,100,,, , 12-456- ,AIR,5,,,428.0
MEL,MELBOURNE AIRPORT,MELBOURNE,AUSTRALIA,AUSTRALIA,SYD,KINGSFORD SMITH AIRPORT,SYDNEY,AUSTRALIA,AUSTRALIA,AN,AN,"Advanced Air, LLC","Advanced Air, LLC",NO,762,BOEING,42,20010301,20010323,17:00,18:20,80,M,AN, , 12345-7 ,AIR,6,1266.0,0.48,381.0
ADL,ADELAIDE INTERNATIONAL AIRPORT,ADELAIDE,AUSTRALIA,AUSTRALIA,PLO,PORT LINCOLN AIRPORT,PORT LINCOLN,AUSTRALIA,AUSTRALIA,RT,RT,JSC UVT Aero,JSC UVT Aero,NO,EMB,EMBRAER,524,20001104,20001130,13:20,14:20,60,D,, , -----6- ,AIR,1,16.0,0.0,128.0
BCN,BARCELONA AIRPORT,BARCELONA,SPAIN,WESTERN EUROPE,OVD,ASTURIAS AIRPORT,ASTURIAS,SPAIN,WESTERN EUROPE,IB,IB,Iberia Lineas Aereas de Espana Sociedad Anonima Operadora,Iberia Lineas Aereas de Espana Sociedad Anonima Operadora,NO,M87,MCDONNELL-DOUGLAS,1490,20001101,20001130,20:50,22:10,80,B,, ,1234567,AIR,7,763.0,0.3,390.0
LOS,MURTALA MUHAMMED INTL AIRPORT,LAGOS,NIGERIA,WEST AFRICA,ACC,KOTOKA INTERNATIONAL AIRPORT,ACCRA,GHANA,WEST AFRICA,MS,MS,EgyptAir,EgyptAir,NO,AB6,AIRBUS,857,20001101,20001130,16:55,17:00,65,,,A, ------7 ,AIR,1,253.0,0.06,221.0
ARN,ARLANDA AIRPORT,STOCKHOLM,SWEDEN,WESTERN EUROPE,BKK,SUVARNABHUMI INTERNATIONAL,BANGKOK,THAILAND,SOUTHEAST ASIA,TG,TG,Thai Airways International Public Company Ltd,Thai Airways International Public Company Ltd,NO,744,BOEING,961,20010301,20010323,14:35,06:35,600,5,, , -2-45-7 ,AIR,4,1620.0,7.28,4495.0
KUO,KUOPIO AIRPORT,KUOPIO,FINLAND,WESTERN EUROPE,HEL,HELSINKI-VANTAA AIRPORT,HELSINKI,FINLAND,WESTERN EUROPE,AY,AY,Finnair Oyj,Finnair Oyj,NO,D95,MCDONNELL-DOUGLAS,502,20001104,20001130,7:30,8:20,50,,1, , -----6- ,AIR,1,122.0,0.02,181.0
SXB,ENTZHEIM AIRPORT,STRASBOURG,FRANCE,WESTERN EUROPE,LYS,ST-EXUPERY AIRPORT,LYON,FRANCE,WESTERN EUROPE,AF,DB,Air France,Maleth-Aero AOC Limited,NO,100,FOKKER,5783,20001101,20001130,18:00,18:55,55,,2, , 12345-7 ,AIR,6,654.0,0.13,199.0
SYD,KINGSFORD SMITH AIRPORT,SYDNEY,AUSTRALIA,AUSTRALIA,OOL,COOLANGATTA AIRPORT,GOLD COAST,AUSTRALIA,AUSTRALIA,QF,QF,Qantas Airways Ltd.,Qantas Airways Ltd.,NO,733,BOEING,458,20001101,20001130,19:55,20:10,75,QF,, , --345-- ,AIR,3,342.0,0.13,368.0
YWH,INNER HARBOUR SPB,VICTORIA,CANADA,NORTH AMERICA,YVR,VANCOUVER INTERNATIONAL AIRPORT,VANCOUVER,CANADA,NORTH AMERICA,JB,JB,HELIJET INTERNATIONAL INC.,HELIJET INTERNATIONAL INC.,NO,S76,Sikorsky,852,20010301,20010331,07:00,07:30,30,,S, , 12345-- ,AIR,5,60.0,0.0,53.0
EDI,EDINBURGH AIRPORT,EDINBURGH,UNITED KINGDOM,WESTERN EUROPE,GLA,GLASGOW INTERNATIONAL AIRPORT,GLASGOW,UNITED KINGDOM,WESTERN EUROPE,SK,BD,Scandinavian Airlines System,Cambodia Bayon Airlines Limited,YES,100,FOKKER,9746,20001104,20001130,12:15,12:40,25,,M,A, -----6- ,AIR,1,,,39.0
LHR,HEATHROW AIRPORT,LONDON,UNITED KINGDOM,WESTERN EUROPE,YYZ,LESTER B. PEARSON INTL AIRPORT,TORONTO,CANADA,NORTH AMERICA,BA,BA,British Airways p.l.c.,British Airways p.l.c.,NO,777,BOEING,93,20010301,20010324,12:05,15:20,495,4,3, , 1234567 ,AIR,7,1869.0,5.78,3091.0
ORD,O'HARE INTERNATIONAL AIRPORT,CHICAGO,UNITED STATES,NORTH AMERICA,FAR,HECTOR INTERNATIONAL AIRPORT,FARGO,UNITED STATES,NORTH AMERICA,UA,DH,"United Airlines, Inc.",Norwegian Air Norway AS,NO,CRJ,Bombardier,7885,20001101,20001122,19:45,21:33,108,2,, ,1234567,AIR,7,350.0,0.17,489.0
VIE,VIENNA INTERNATIONAL AIRPORT,VIENNA,AUSTRIA,WESTERN EUROPE,CDG,CHARLES DE GAULLE AIRPORT,PARIS,FRANCE,WESTERN EUROPE,NG,OS,LAUDA AIR LUFTFAHRT AG,Austrian Airlines AG dba Austrian,YES,M82,MCDONNELL-DOUGLAS,353,20001102,20001112,16:00,18:10,130,,2D,Y, 1--4--7 ,AIR,3,,,556.0
SCL,ARTURO MERINO BENITEZ AIRPORT,SANTIAGO,CHILE,SOUTH AMERICA,PMC,EL TEPUAL AIRPORT,PUERTO MONTT,CHILE,SOUTH AMERICA,OT,OT,Tchadia Airlines,Tchadia Airlines,NO,737,BOEING,419,20010301,20010331,08:30,10:10,100,,, , ----567 ,AIR,3,366.0,0.18,497.0
SCL,ARTURO MERINO BENITEZ AIRPORT,SANTIAGO,CHILE,SOUTH AMERICA,EZE,MINISTRO PISTARINI AIRPORT,BUENOS AIRES,ARGENTINA,SOUTH AMERICA,AR,AR,Aerolineas Argentinas S.A.,Aerolineas Argentinas S.A.,NO,340,AIRBUS,1451,20001101,20001121,19:05,21:00,115,I,, , 12----- ,AIR,2,480.0,0.3,617.0
PEK,CAPITAL INTERNATIONAL AIRPORT,BEIJING,CHINA,FAR EAST ASIA,CTU,SHUANGLIU INTERNATIONAL,CHENGDU,CHINA,FAR EAST ASIA,SZ,SZ,Aircompany Somon Air LLC,Aircompany Somon Air LLC,NO,757,BOEING,4102,20001101,20001130,12:10,14:20,130,,, ,1234567,AIR,7,1400.0,1.18,841.0
TXL,TEGEL AIRPORT,BERLIN,GERMANY,WESTERN EUROPE,ZRH,ZURICH AIRPORT,ZURICH,SWITZERLAND,WESTERN EUROPE,SR,SR,SundAir Gmbh,SundAir Gmbh,NO,319,AIRBUS,593,20010307,20010324,12:05,13:30,85,,A, , --34-67 ,AIR,1,110.0,0.04,356.0
CLT,DOUGLAS INTERNATIONAL AIRPORT,CHARLOTTE,UNITED STATES,NORTH AMERICA,CHO,ALBEMARLE AIRPORT,CHARLOTTESVILLE,UNITED STATES,NORTH AMERICA,US,17,US AIRWAYS INC.,Piedmont Airlines,NO,DH8,De Havilland Canada,3203,20010301,20010331,12:20,13:35,75,,, , 1234567 ,AIR,7,259.0,0.06,216.0
MSP,ST PAUL INTERNATIONAL AIRPORT,MINNEAPOLIS / ST PAUL,UNITED STATES,NORTH AMERICA,MLI,QUAD CITY INTERNATIONAL AIRPORT,MOLINE,UNITED STATES,NORTH AMERICA,NW,XJ,NORTHWEST AIRLINES INC.,Thai Airasia X Company Limited,NO,SF3,Saab,2789,20001101,20001130,9:30,10:55,85,M,, ,1234567,AIR,7,210.0,0.05,239.0
HRE,RG MUGABE INTERNATIONAL AIRPORT,HARARE,ZIMBABWE,SOUTHERN AFRICA,LGW,GATWICK AIRPORT,LONDON,UNITED KINGDOM,WESTERN EUROPE,UM,UM,Air Zimbabwe (Pvt) Ltd.,Air Zimbabwe (Pvt) Ltd.,NO,762,BOEING,724,20010301,20010331,22:10,07:40,690,,, , 1-3-5-- ,AIR,3,591.0,2.66,4509.0
XIY,XIANYANG INTL AIRPORT,XI AN,CHINA,FAR EAST ASIA,INC,HEDONG AIRPORT,YINCHUAN,CHINA,FAR EAST ASIA,2Z,2Z,Passaredo Transportes Aereos S.A.,Passaredo Transportes Aereos S.A.,NO,YN7,Xian,416,20001101,20001130,15:20,16:40,80,,, , ---4--- ,AIR,1,52.0,0.01,264.0
TPA,TAMPA INTERNATIONAL AIRPORT,TAMPA,UNITED STATES,NORTH AMERICA,ATL,HARTSFIELD-JACKSON INTERNATIONAL AIRPORT,ATLANTA,UNITED STATES,NORTH AMERICA,DL,DL,"Delta Air Lines, Inc.","Delta Air Lines, Inc.",NO,757,BOEING,1422,20010301,20010331,19:05,20:42,97,,, , 1234567 ,AIR,7,1218.0,0.43,355.0
EDI,EDINBURGH AIRPORT,EDINBURGH,UNITED KINGDOM,WESTERN EUROPE,DUB,DUBLIN INTERNATIONAL AIRPORT,DUBLIN,IRELAND,WESTERN EUROPE,EI,EI,Aer Lingus Limited,Aer Lingus Limited,NO,146,BAe,255,20010301,20010324,12:45,13:45,60,,, , 1234567 ,AIR,7,812.0,0.15,189.0
BRU,BRUSSELS AIRPORT,BRUSSELS,BELGIUM,WESTERN EUROPE,STR,STUTTGART AIRPORT,STUTTGART,GERMANY,WESTERN EUROPE,AA,SN,American Airlines,Brussels Airlines,YES,735,BOEING,6211,20001101,20001130,14:45,15:55,70,,1,Y, 12345-7 ,AIR,6,,,227.0
LAS,MCCARRAN INTERNATIONAL AIRPORT,LAS VEGAS,UNITED STATES,NORTH AMERICA,RNO,RENO/TAHOE INTERNATIONAL AIRPORT,RENO,UNITED STATES,NORTH AMERICA,WN,WN,Southwest Airlines Co,Southwest Airlines Co,NO,733,BOEING,610,20010301,20010331,16:10,17:25,75,,, , 1234567 ,AIR,7,959.0,0.29,302.0
XFR,MALMO SOUTH RAILWAY SERVICE,MALMO,SWEDEN,WESTERN EUROPE,XFP,MALMO RAILWAY SERVICE,MALMO,SWEDEN,WESTERN EUROPE,SK,9B,Scandinavian Airlines System,AccesRail and Partner Railway,YES,TRN,Surface Equipment,6162,20010301,20010324,11:02,11:15,13,,,A, 1234567 ,TRAIN,7,,,6.0
DTW,METROPOLITAN WAYNE COUNTY AIRPORT,DETROIT,UNITED STATES,NORTH AMERICA,MBS,MBS INTERNATIONAL AIRPORT,SAGINAW,UNITED STATES,NORTH AMERICA,NW,NW,NORTHWEST AIRLINES INC.,NORTHWEST AIRLINES INC.,NO,D9S,MCDONNELL-DOUGLAS,367,20010301,20010331,21:25,22:19,54,M,, , 1234567 ,AIR,7,770.0,0.07,93.0
SAN,SAN DIEGO INTERNATIONAL AIRPORT,SAN DIEGO,UNITED STATES,NORTH AMERICA,ORD,O'HARE INTERNATIONAL AIRPORT,CHICAGO,UNITED STATES,NORTH AMERICA,IB,AA,Iberia Lineas Aereas de Espana Sociedad Anonima Operadora,American Airlines,YES,M80,MCDONNELL-DOUGLAS,7258,20010301,20010331,08:08,14:05,237,2,3,O, 1234567 ,AIR,7,,,1496.0
GPT,GULFPORT/BILOXI INTERNATIONAL AIRPORT,GULFPORT,UNITED STATES,NORTH AMERICA,ATL,HARTSFIELD-JACKSON INTERNATIONAL AIRPORT,ATLANTA,UNITED STATES,NORTH AMERICA,DL,EV,"Delta Air Lines, Inc.","ExpressJet Airlines, Inc.",NO,EM2,EMBRAER,4398,20010301,20010331,17:20,20:00,100,,, , 1234567 ,AIR,7,210.0,0.06,303.0
DLG,DILLINGHAM AIRPORT,DILLINGHAM,UNITED STATES,NORTH AMERICA,KMO,MANOKOTAK SEA PLANE BASE,MANOKOTAK,UNITED STATES,NORTH AMERICA,KS,KS,Penair,Penair,NO,PAG,Piper,723,20010301,20010331,15:00,15:15,15,,, , 1234567 ,AIR,7,56.0,0.0,18.0
LBA,LEEDS/BRADFORD AIRPORT,LEEDS,UNITED KINGDOM,WESTERN EUROPE,AMS,SCHIPHOL AIRPORT,AMSTERDAM,NETHERLANDS,WESTERN EUROPE,UK,UK,Tata Sia Airline Ltda,Tata Sia Airline Ltda,NO,F50,FOKKER,2172,20001101,20001130,18:05,20:40,95,,, , 12345-7 ,AIR,6,300.0,0.08,257.0
HEL,HELSINKI-VANTAA AIRPORT,HELSINKI,FINLAND,WESTERN EUROPE,CDG,CHARLES DE GAULLE AIRPORT,PARIS,FRANCE,WESTERN EUROPE,AA,AY,American Airlines,Finnair Oyj,YES,M80,MCDONNELL-DOUGLAS,6183,20010301,20010309,08:15,10:25,190,2,2B,Y, 123456- ,AIR,6,,,1025.0
PDX,PORTLAND INTERNATIONAL AIRPORT,PORTLAND,UNITED STATES,NORTH AMERICA,PSC,TRI-CITIES AIRPORT,PASCO,UNITED STATES,NORTH AMERICA,UA,OO,"United Airlines, Inc.",SkyWest Airlines,NO,EM2,EMBRAER,6928,20010301,20010331,16:40,17:31,51,,, , 1234567 ,AIR,7,210.0,0.03,151.0
SMQ,H. ASAN AIRPORT,SAMPIT,INDONESIA,SOUTHEAST ASIA,PKN,ISKANDAR AIRPORT,PANGKALANBUUN,INDONESIA,SOUTHEAST ASIA,AW,AW,Africa World Airlines,Africa World Airlines,NO,CS2,CASA,1280,20010301,20010331,12:05,12:40,35,,, , 12345-7 ,AIR,6,144.0,0.01,83.0
TZA,BELIZE CITY MUNICIPAL AIRPORT,BELIZE CITY,BELIZE,CENTRAL AMERICA,BZE,PHILIP S.W. GOLDSON INTERNATIONAL AIRPORT,BELIZE CITY,BELIZE,CENTRAL AMERICA,MW,MW,Mokulele Flight Service,Mokulele Flight Service,NO,BNI,Britten Norman,107,20001101,20001130,12:30,12:35,5,,, , 123456- ,AIR,6,54.0,0.0,8.0
OMA,EPPLEY AIRFIELD,OMAHA,UNITED STATES,NORTH AMERICA,DEN,DENVER INTERNATIONAL AIRPORT,DENVER,UNITED STATES,NORTH AMERICA,AC,UA,Air Canada,"United Airlines, Inc.",YES,737,BOEING,5499,20010301,20010331,10:10,10:45,95,,,Y, 1234567 ,AIR,7,,,408.0
YYZ,LESTER B. PEARSON INTL AIRPORT,TORONTO,CANADA,NORTH AMERICA,BOS,EDWARD L. LOGAN INTERNATIONAL AIRPORT,BOSTON,UNITED STATES,NORTH AMERICA,SN,AA,Brussels Airlines,American Airlines,YES,ERJ,EMBRAER,7835,20010301,20010330,14:55,16:30,95,1,E,O, 12345-7 ,AIR,6,,,382.0
MEX,BENITO JUAREZ INTL AIRPORT,MEXICO CITY,MEXICO,NORTH AMERICA,IAD,DULLES INTERNATIONAL AIRPORT,WASHINGTON,UNITED STATES,NORTH AMERICA,MX,UA,COMPANIA MEXICANA DE AVIACION,"United Airlines, Inc.",YES,320,AIRBUS,3020,20001101,20001130,10:40,15:42,242,,, ,1234567,AIR,7,,,1631.0
VIE,VIENNA INTERNATIONAL AIRPORT,VIENNA,AUSTRIA,WESTERN EUROPE,LJU,JOZE PUCNIK AIRPORT,LJUBLJANA,SLOVENIA,WESTERN EUROPE,SK,OS,Scandinavian Airlines System,Austrian Airlines AG dba Austrian,YES,DH4,De Havilland Canada,9443,20010301,20010323,13:45,14:45,60,,,Y, 12345-- ,AIR,5,,,144.0
ONT,ONTARIO INTERNATIONAL AIRPORT,ONTARIO,UNITED STATES,NORTH AMERICA,LAS,MCCARRAN INTERNATIONAL AIRPORT,LAS VEGAS,UNITED STATES,NORTH AMERICA,WN,WN,Southwest Airlines Co,Southwest Airlines Co,NO,733,BOEING,1314,20001101,20001130,13:45,14:35,50,4,M, ,1234567,AIR,7,959.0,0.17,176.0
YSJ,SAINT JOHN AIRPORT,SAINT JOHN,CANADA,NORTH AMERICA,YYZ,LESTER B. PEARSON INTL AIRPORT,TORONTO,CANADA,NORTH AMERICA,CP,CP,Compass Airlines LLC,Compass Airlines LLC,NO,F28,FOKKER,1607,20001104,20001130,6:10,7:25,135,,2, ,1234567,AIR,4,220.0,0.13,596.0
