,YEAR,QUARTER,MONTH,DAY_OF_MONTH,DAY_OF_WEEK,UNIQUE_CARRIER,TAIL_NUM,FL_NUM,ORIGIN,DEST,CRS_DEP_TIME,DEP_TIME,DEP_DELAY,DEP_DEL15,CRS_ARR_TIME,ARR_TIME,ARR_DELAY,ARR_DEL15,CANCELLED
9108,2016,4,10,26,3,DL,N320NB,213,JFK,MSP,1840,1840.0,0.0,0.0,2058,2046.0,-12.0,0.0,0.0
8545,2016,4,10,7,5,DL,N6714Q,2283,DTW,ATL,615,608.0,-7.0,0.0,818,803.0,-15.0,0.0,0.0
6954,2016,3,8,16,2,DL,N585NW,624,SEA,ATL,1453,1502.0,9.0,0.0,2250,2249.0,-1.0,0.0,0.0
9840,2016,4,11,18,5,DL,N925DN,2388,ATL,MSP,1050,1050.0,0.0,0.0,1228,1208.0,-20.0,0.0,0.0
5778,2016,3,7,15,5,DL,N839DN,173,ATL,SEA,1636,1632.0,-4.0,0.0,1902,1848.0,-14.0,0.0,0.0
5785,2016,3,7,15,5,DL,N372DA,491,JFK,ATL,820,816.0,-4.0,0.0,1051,1039.0,-12.0,0.0,0.0
6855,2016,3,8,12,5,DL,N536US,2218,SEA,DTW,735,734.0,-1.0,0.0,1455,1447.0,-8.0,0.0,0.0
7242,2016,3,8,22,1,DL,N342NW,786,DTW,ATL,1400,1357.0,-3.0,0.0,1603,1545.0,-18.0,0.0,0.0
7531,2016,3,9,1,4,DL,N6704Z,1055,DTW,MSP,1958,1956.0,-2.0,0.0,2058,2033.0,-25.0,0.0,0.0
7873,2016,3,9,12,1,DL,N855DN,1823,DTW,SEA,2030,2027.0,-3.0,0.0,2226,2205.0,-21.0,0.0,0.0
6769,2016,3,8,11,4,DL,N900PC,211,JFK,SEA,1856,1933.0,37.0,1.0,2222,2306.0,44.0,1.0,0.0
5128,2016,2,6,26,7,DL,N943DN,1608,ATL,DTW,1355,1414.0,19.0,1.0,1602,1719.0,77.0,1.0,0.0
9901,2016,4,11,21,1,DL,N340NW,1991,MSP,ATL,520,524.0,4.0,0.0,850,847.0,-3.0,0.0,0.0
7250,2016,3,8,24,3,DL,N6713Y,668,ATL,SEA,2110,2111.0,1.0,0.0,2334,2314.0,-20.0,0.0,0.0
9405,2016,4,10,3,1,DL,N822DN,2329,ATL,SEA,1315,1313.0,-2.0,0.0,1538,1504.0,-34.0,0.0,0.0
9237,2016,4,10,30,7,DL,N315NB,413,MSP,JFK,1055,1050.0,-5.0,0.0,1439,1414.0,-25.0,0.0,0.0
9197,2016,4,10,27,4,DL,N681DA,2610,ATL,MSP,735,732.0,-3.0,0.0,915,905.0,-10.0,0.0,0.0
5605,2016,3,7,9,6,DL,N375DA,1126,MSP,JFK,1345,1345.0,0.0,0.0,1740,1712.0,-28.0,0.0,0.0
8791,2016,4,10,15,6,DL,N933DN,325,DTW,ATL,1205,1203.0,-2.0,0.0,1410,1354.0,-16.0,0.0,0.0
6735,2016,3,8,9,2,DL,N935DL,1357,MSP,DTW,1745,1859.0,74.0,1.0,2031,2129.0,58.0,1.0,0.0
6366,2016,3,7,17,7,DL,N354NW,425,JFK,MSP,805,805.0,0.0,0.0,1018,1004.0,-14.0,0.0,0.0
7524,2016,3,9,1,4,DL,N972DL,551,ATL,DTW,2046,2130.0,44.0,1.0,2255,2322.0,27.0,1.0,0.0
9635,2016,4,11,8,2,DL,N906DL,2515,ATL,JFK,1030,1029.0,-1.0,0.0,1246,1242.0,-4.0,0.0,0.0
7217,2016,3,8,23,2,DL,N588NW,2440,SEA,MSP,50,47.0,-3.0,0.0,602,553.0,-9.0,0.0,0.0
6727,2016,3,8,9,2,DL,N690DL,815,SEA,DTW,934,944.0,10.0,0.0,1655,1648.0,-7.0,0.0,0.0
8997,2016,4,10,22,6,DL,N928DN,991,ATL,DTW,1250,1300.0,10.0,0.0,1453,1451.0,-2.0,0.0,0.0
6530,2016,3,8,5,5,DL,N588NW,967,ATL,SEA,934,932.0,-2.0,0.0,1155,1133.0,-22.0,0.0,0.0
5174,2016,2,6,26,7,DL,N367NW,2205,MSP,JFK,1012,1009.0,-3.0,0.0,1359,1344.0,-15.0,0.0,0.0
8328,2016,3,9,26,1,DL,N136DL,411,SEA,JFK,735,734.0,-1.0,0.0,1604,1533.0,-31.0,0.0,0.0
5245,2016,2,6,29,3,DL,N704X,1473,SEA,JFK,1107,1111.0,4.0,0.0,1945,1920.0,-25.0,0.0,0.0
6750,2016,3,8,10,3,DL,N983DL,325,DTW,ATL,1450,1810.0,200.0,1.0,1653,2010.0,197.0,1.0,0.0
5356,2016,3,7,1,5,DL,N958DL,1815,MSP,ATL,850,849.0,-1.0,0.0,1222,1200.0,-22.0,0.0,0.0
6303,2016,3,7,31,7,DL,N919AT,946,MSP,DTW,1112,1130.0,18.0,1.0,1359,1357.0,-2.0,0.0,0.0
8120,2016,3,9,21,3,DL,N985AT,42,ATL,JFK,1515,1510.0,-5.0,0.0,1744,1720.0,-24.0,0.0,0.0
7925,2016,3,9,6,2,DL,N838DN,970,ATL,SEA,1826,1826.0,0.0,0.0,2044,2031.0,-13.0,0.0,0.0
9165,2016,4,10,27,4,DL,N681DA,744,MSP,ATL,1005,1004.0,-1.0,0.0,1336,1317.0,-19.0,0.0,0.0
6626,2016,3,8,8,1,DL,N175DN,446,ATL,JFK,1716,1904.0,108.0,1.0,1955,2126.0,91.0,1.0,0.0
7604,2016,3,9,3,6,DL,N67171,783,MSP,ATL,625,621.0,-4.0,0.0,949,925.0,-24.0,0.0,0.0
7008,2016,3,8,17,3,DL,N589NW,108,MSP,ATL,1315,1311.0,-4.0,0.0,1651,1641.0,-10.0,0.0,0.0
7846,2016,3,9,11,7,DL,N1613B,2039,ATL,SEA,945,945.0,0.0,0.0,1206,1154.0,-12.0,0.0,0.0
5875,2016,3,7,18,1,DL,N544US,541,ATL,DTW,1741,1740.0,-1.0,0.0,1953,1935.0,-18.0,0.0,0.0
9133,2016,4,10,21,5,DL,N711ZX,211,JFK,SEA,1955,2051.0,56.0,1.0,2322,3.0,41.0,1.0,0.0
6567,2016,3,8,6,6,DL,N314NB,86,MSP,DTW,1530,1524.0,-6.0,0.0,1809,1749.0,-20.0,0.0,0.0
7076,2016,3,8,19,5,DL,N964DN,355,MSP,DTW,620,619.0,-1.0,0.0,904,910.0,6.0,0.0,0.0
7703,2016,3,9,7,3,DL,N908DA,1815,MSP,ATL,905,950.0,45.0,1.0,1239,1319.0,40.0,1.0,0.0
7718,2016,3,9,7,3,DL,N536US,1107,ATL,SEA,1954,1956.0,2.0,0.0,2219,2212.0,-7.0,0.0,0.0
6490,2016,3,8,27,6,DL,N585NW,752,SEA,ATL,2219,2218.0,-1.0,0.0,555,551.0,-4.0,0.0,0.0
8849,2016,4,10,16,7,DL,N589NW,2253,MSP,SEA,1755,1752.0,-3.0,0.0,1942,1936.0,-6.0,0.0,0.0
8525,2016,4,10,7,5,DL,N324US,947,DTW,MSP,1000,957.0,-3.0,0.0,1053,1037.0,-16.0,0.0,0.0
8333,2016,3,9,26,1,DL,N6705Y,588,SEA,MSP,1137,1200.0,23.0,1.0,1700,1703.0,3.0,0.0,0.0
8678,2016,4,10,11,2,DL,N1609,1060,SEA,ATL,1039,1036.0,-3.0,0.0,1832,1753.0,-39.0,0.0,0.0
5962,2016,3,7,21,4,DL,N584NW,86,MSP,DTW,1530,1710.0,100.0,1.0,1812,1947.0,95.0,1.0,0.0
6231,2016,3,7,29,5,DL,N375DA,491,JFK,ATL,820,838.0,18.0,1.0,1051,1052.0,1.0,0.0,0.0
6526,2016,3,8,5,5,DL,N940DL,748,ATL,DTW,1055,1054.0,-1.0,0.0,1257,1305.0,8.0,0.0,0.0
6440,2016,3,8,1,1,DL,N989AT,413,MSP,JFK,1010,1011.0,1.0,0.0,1401,1351.0,-10.0,0.0,0.0
8844,2016,4,10,16,7,DL,N3742C,1823,DTW,SEA,2025,2043.0,18.0,1.0,2229,2240.0,11.0,0.0,0.0
8901,2016,4,10,19,3,DL,N855DN,526,ATL,MSP,2225,2225.0,0.0,0.0,14,2348.0,-26.0,0.0,0.0
9034,2016,4,10,24,1,DL,N949DN,857,MSP,ATL,1112,1106.0,-6.0,0.0,1441,1413.0,-28.0,0.0,0.0
8798,2016,4,10,15,6,DL,N853DN,2308,SEA,MSP,1310,1307.0,-3.0,0.0,1831,1802.0,-29.0,0.0,0.0
8378,2016,3,9,30,5,DL,N675DL,325,DTW,ATL,1345,1350.0,5.0,0.0,1549,1556.0,7.0,0.0,0.0
7822,2016,3,9,11,7,DL,N821DN,281,DTW,SEA,830,824.0,-6.0,0.0,1029,1008.0,-21.0,0.0,0.0
8351,2016,3,9,28,3,DL,N549US,968,SEA,ATL,739,737.0,-2.0,0.0,1524,1523.0,-1.0,0.0,0.0
6950,2016,3,8,16,2,DL,N3745B,420,ATL,JFK,1344,1406.0,22.0,1.0,1618,1652.0,34.0,1.0,0.0
8556,2016,4,10,9,7,DL,N900PC,784,ATL,MSP,845,845.0,0.0,0.0,1025,1012.0,-13.0,0.0,0.0
8204,2016,3,9,23,5,DL,N587NW,2314,SEA,MSP,650,650.0,0.0,0.0,1210,1209.0,-1.0,0.0,0.0
7185,2016,3,8,4,4,DL,N727TW,421,SEA,JFK,1115,1114.0,-1.0,0.0,1952,1930.0,-22.0,0.0,0.0
8215,2016,3,9,25,7,DL,N859DN,17,DTW,SEA,1218,1217.0,-1.0,0.0,1411,1406.0,-5.0,0.0,0.0
8946,2016,4,10,19,3,DL,N859DN,1598,SEA,ATL,615,614.0,-1.0,0.0,1358,1337.0,-21.0,0.0,0.0
9017,2016,4,10,23,7,DL,N919DN,43,JFK,ATL,1525,1523.0,-2.0,0.0,1802,1743.0,-19.0,0.0,0.0
5779,2016,3,7,15,5,DL,N967AT,213,JFK,MSP,1825,1845.0,20.0,1.0,2051,2043.0,-8.0,0.0,0.0
6789,2016,3,8,11,4,DL,N1611B,1336,ATL,SEA,1100,1058.0,-2.0,0.0,1318,1312.0,-6.0,0.0,0.0
6588,2016,3,8,7,7,DL,N964DL,42,ATL,JFK,1524,1529.0,5.0,0.0,1805,1833.0,28.0,1.0,0.0
6773,2016,3,8,11,4,DL,N183DN,446,ATL,JFK,1704,1846.0,102.0,1.0,1945,2128.0,103.0,1.0,0.0
5367,2016,3,7,2,6,DL,N374NW,2595,DTW,JFK,830,836.0,6.0,0.0,1025,1007.0,-18.0,0.0,0.0
7322,2016,3,8,24,3,DL,N690DL,1322,MSP,SEA,1940,1938.0,-2.0,0.0,2124,2114.0,-10.0,0.0,0.0
7164,2016,3,8,21,7,DL,N582NW,2253,MSP,SEA,1758,1757.0,-1.0,0.0,1942,1933.0,-9.0,0.0,0.0
7471,2016,3,8,31,3,DL,N993AT,220,JFK,ATL,1925,2024.0,59.0,1.0,2208,2254.0,46.0,1.0,0.0
7765,2016,3,9,9,5,DL,N854DN,1444,SEA,DTW,554,547.0,-7.0,0.0,1309,1241.0,-28.0,0.0,0.0
9773,2016,4,11,16,3,DL,N938AT,438,JFK,MSP,1610,1605.0,-5.0,0.0,1834,1800.0,-34.0,0.0,0.0
5510,2016,3,7,7,4,DL,N3747D,440,JFK,ATL,600,558.0,-2.0,0.0,827,815.0,-12.0,0.0,0.0
9178,2016,4,10,28,5,DL,N370NB,356,ATL,MSP,2120,2117.0,-3.0,0.0,2306,2252.0,-14.0,0.0,0.0
5742,2016,3,7,14,4,DL,N585NW,588,SEA,MSP,1133,1154.0,21.0,1.0,1653,1720.0,27.0,1.0,0.0
9676,2016,4,11,11,5,DL,N6710E,2005,ATL,DTW,725,722.0,-3.0,0.0,921,918.0,-3.0,0.0,0.0
7652,2016,3,9,5,1,DL,N553NW,2424,SEA,DTW,1404,1358.0,-6.0,0.0,2120,2110.0,-10.0,0.0,0.0
6184,2016,3,7,28,4,DL,N907DL,42,ATL,JFK,1524,2012.0,288.0,1.0,1805,2248.0,283.0,1.0,0.0
6055,2016,3,7,24,7,DL,N687DL,1322,MSP,SEA,1935,1935.0,0.0,0.0,2119,2104.0,-15.0,0.0,0.0
5857,2016,3,7,16,6,DL,N67171,2547,SEA,MSP,1858,1906.0,8.0,0.0,10,6.0,-4.0,0.0,0.0
6753,2016,3,8,10,3,DL,N710TW,433,JFK,SEA,1045,1302.0,137.0,1.0,1348,1551.0,123.0,1.0,0.0
8113,2016,3,9,20,2,DL,N671DN,590,DTW,ATL,1520,1518.0,-2.0,0.0,1730,1709.0,-21.0,0.0,0.0
8074,2016,3,9,20,2,DL,N585NW,108,MSP,ATL,1305,1311.0,6.0,0.0,1640,1629.0,-11.0,0.0,0.0
6346,2016,3,7,11,1,DL,N961DL,902,ATL,DTW,1511,1510.0,-1.0,0.0,1723,1703.0,-20.0,0.0,0.0
7563,2016,3,9,2,5,DL,N352NB,478,MSP,JFK,1449,1447.0,-2.0,0.0,1845,1833.0,-12.0,0.0,0.0
7577,2016,3,9,4,7,DL,N962DL,325,DTW,ATL,1345,1344.0,-1.0,0.0,1549,1521.0,-28.0,0.0,0.0
7153,2016,3,8,22,1,DL,N336NW,1290,ATL,DTW,2235,2232.0,-3.0,0.0,32,17.0,-15.0,0.0,0.0
7631,2016,3,9,5,1,DL,N811DZ,677,MSP,DTW,1000,1004.0,4.0,0.0,1250,1240.0,-10.0,0.0,0.0
7950,2016,3,9,15,4,DL,N850DN,888,ATL,MSP,1945,1948.0,3.0,0.0,2125,2131.0,6.0,0.0,0.0
5918,2016,3,7,18,1,DL,N360NB,2816,JFK,MSP,1555,1927.0,212.0,1.0,1815,2138.0,203.0,1.0,0.0
7804,2016,3,9,10,6,DL,N6708D,2308,SEA,MSP,1349,1347.0,-2.0,0.0,1905,1845.0,-20.0,0.0,0.0
5852,2016,3,7,16,6,DL,N315US,1943,DTW,ATL,1200,1159.0,-1.0,0.0,1402,1359.0,-3.0,0.0,0.0
8682,2016,4,10,11,2,DL,N552NW,1640,DTW,ATL,716,714.0,-2.0,0.0,916,913.0,-3.0,0.0,0.0
5919,2016,3,7,19,2,DL,N588NW,16,SEA,DTW,1148,1146.0,-2.0,0.0,1914,1849.0,-25.0,0.0,0.0
9139,2016,4,10,21,5,DL,N853DN,589,MSP,SEA,1120,1119.0,-1.0,0.0,1302,1305.0,3.0,0.0,0.0
5116,2016,2,6,25,6,DL,N332NW,2237,JFK,ATL,1730,1840.0,70.0,1.0,2014,2044.0,30.0,1.0,0.0
7853,2016,3,9,12,1,DL,N854DN,815,SEA,DTW,940,940.0,0.0,0.0,1700,1646.0,-14.0,0.0,0.0
8236,2016,3,9,21,3,DL,N945AT,2032,MSP,JFK,708,706.0,-2.0,0.0,1100,1048.0,-12.0,0.0,0.0
6985,2016,3,8,15,1,DL,N914DE,946,MSP,DTW,1112,1107.0,-5.0,0.0,1359,1335.0,-24.0,0.0,0.0
5541,2016,3,7,8,5,DL,N857DZ,970,ATL,SEA,1755,1753.0,-2.0,0.0,2020,1959.0,-21.0,0.0,0.0
6599,2016,3,8,7,7,DL,N968DL,748,ATL,DTW,1055,1052.0,-3.0,0.0,1257,1242.0,-15.0,0.0,0.0
9042,2016,4,10,23,7,DL,N587NW,1768,SEA,MSP,645,701.0,16.0,1.0,1206,1150.0,-16.0,0.0,0.0
9003,2016,4,10,22,6,DL,N3769L,1727,MSP,DTW,1330,1324.0,-6.0,0.0,1615,1553.0,-22.0,0.0,0.0
9060,2016,4,10,24,1,DL,N317NB,413,MSP,JFK,1055,1049.0,-6.0,0.0,1439,1413.0,-26.0,0.0,0.0
6211,2016,3,7,29,5,DL,N544US,1588,SEA,ATL,2219,2220.0,1.0,0.0,603,557.0,-6.0,0.0,0.0
5515,2016,3,7,7,4,DL,N841DN,744,MSP,ATL,950,945.0,-5.0,0.0,1320,1305.0,-15.0,0.0,0.0
5818,2016,3,7,15,5,DL,N6709,2590,SEA,JFK,2149,2147.0,-2.0,0.0,611,551.0,-20.0,0.0,0.0
9695,2016,4,11,14,1,DL,N822DN,86,MSP,DTW,1335,1341.0,6.0,0.0,1619,1610.0,-9.0,0.0,0.0
8851,2016,4,10,17,1,DL,N390DA,1880,ATL,DTW,2105,2126.0,21.0,1.0,2312,2317.0,5.0,0.0,0.0
7697,2016,3,9,7,3,DL,N860DN,17,DTW,SEA,1218,1214.0,-4.0,0.0,1411,1412.0,1.0,0.0,0.0
9566,2016,4,11,9,3,DL,N865DN,2308,SEA,MSP,1330,1325.0,-5.0,0.0,1855,1830.0,-25.0,0.0,0.0
6243,2016,3,7,29,5,DL,N6711M,589,MSP,SEA,1124,1123.0,-1.0,0.0,1305,1255.0,-10.0,0.0,0.0
7071,2016,3,8,18,4,DL,N6715C,2853,JFK,SEA,1659,1709.0,10.0,0.0,2025,2019.0,-6.0,0.0,0.0
8163,2016,3,9,22,4,DL,N585NW,108,MSP,ATL,1305,1304.0,-1.0,0.0,1640,1625.0,-15.0,0.0,0.0
7064,2016,3,8,19,5,DL,N6702,1760,MSP,SEA,2244,2242.0,-2.0,0.0,25,13.0,-12.0,0.0,0.0
8888,2016,4,10,18,2,DL,N861DN,967,ATL,SEA,1115,1114.0,-1.0,0.0,1340,1326.0,-14.0,0.0,0.0
7851,2016,3,9,12,1,DL,N3760C,713,SEA,JFK,2255,2309.0,14.0,0.0,720,727.0,7.0,0.0,0.0
9412,2016,4,10,4,2,DL,N6706Q,53,MSP,DTW,1530,1529.0,-1.0,0.0,1811,1812.0,1.0,0.0,0.0
6212,2016,3,7,29,5,DL,N547US,1650,DTW,MSP,700,658.0,-2.0,0.0,749,734.0,-15.0,0.0,0.0
7729,2016,3,9,8,4,DL,N386DA,211,JFK,SEA,1925,1925.0,0.0,0.0,2244,2235.0,-9.0,0.0,0.0
8122,2016,3,9,21,3,DL,N918DH,177,ATL,MSP,1648,1651.0,3.0,0.0,1836,1835.0,-1.0,0.0,0.0
9793,2016,4,11,16,3,DL,N829DN,968,SEA,ATL,745,746.0,1.0,0.0,1534,1508.0,-26.0,0.0,0.0
7541,2016,3,9,1,4,DL,N588NW,87,DTW,MSP,1735,1736.0,1.0,0.0,1842,1815.0,-27.0,0.0,0.0
5504,2016,3,7,6,3,DL,N808DN,2267,MSP,ATL,1648,1820.0,92.0,1.0,2020,2148.0,88.0,1.0,0.0
8297,2016,3,9,26,1,DL,N348NW,677,MSP,DTW,1014,1039.0,25.0,1.0,1303,1312.0,9.0,0.0,0.0
6464,2016,3,8,2,2,DL,N810DN,744,MSP,ATL,950,946.0,-4.0,0.0,1320,1314.0,-6.0,0.0,0.0
8488,2016,4,10,3,1,DL,N377DA,1965,ATL,SEA,1655,1656.0,1.0,0.0,1926,1852.0,-34.0,0.0,0.0
6012,2016,3,7,22,5,DL,N596NW,588,SEA,MSP,1133,1134.0,1.0,0.0,1653,1645.0,-8.0,0.0,0.0
7666,2016,3,9,5,1,DL,N814DN,2005,ATL,DTW,725,725.0,0.0,0.0,923,917.0,-6.0,0.0,0.0
7370,2016,3,8,26,5,DL,N582NW,2210,SEA,DTW,2320,2336.0,16.0,1.0,635,633.0,-2.0,0.0,0.0
5445,2016,3,7,5,2,DL,N301NB,2816,JFK,MSP,1555,1549.0,-6.0,0.0,1815,2222.0,,,0.0
7087,2016,3,8,19,5,DL,N6716C,2812,ATL,MSP,1503,1512.0,9.0,0.0,1646,1707.0,21.0,1.0,0.0
7307,2016,3,8,25,4,DL,N607AT,971,MSP,DTW,1000,951.0,-9.0,0.0,1248,1231.0,-17.0,0.0,0.0
9160,2016,4,10,27,4,DL,N713TW,439,JFK,ATL,1125,1125.0,0.0,0.0,1352,1342.0,-10.0,0.0,0.0
5743,2016,3,7,14,4,DL,N837DN,630,DTW,ATL,1755,1754.0,-1.0,0.0,1959,1956.0,-3.0,0.0,0.0
6013,2016,3,7,22,5,DL,N831DN,630,DTW,ATL,1755,1753.0,-2.0,0.0,1959,1950.0,-9.0,0.0,0.0
5093,2016,2,6,25,6,DL,N596NW,629,ATL,DTW,900,904.0,4.0,0.0,1054,1055.0,1.0,0.0,0.0
7874,2016,3,9,12,1,DL,N6709,1991,MSP,ATL,520,513.0,-7.0,0.0,845,830.0,-15.0,0.0,0.0
7297,2016,3,8,25,4,DL,N812DN,1991,MSP,ATL,515,509.0,-6.0,0.0,839,832.0,-7.0,0.0,0.0
9643,2016,4,11,9,3,DL,N704X,477,JFK,ATL,1740,1734.0,-6.0,0.0,2019,1943.0,-36.0,0.0,0.0
8722,2016,4,10,12,3,DL,N923DN,857,MSP,ATL,1112,1107.0,-5.0,0.0,1441,1434.0,-7.0,0.0,0.0
7825,2016,3,9,11,7,DL,N3758Y,440,JFK,ATL,615,609.0,-6.0,0.0,845,820.0,-25.0,0.0,0.0
9845,2016,4,11,19,6,DL,N820DX,94,DTW,ATL,1200,1159.0,-1.0,0.0,1404,1356.0,-8.0,0.0,0.0
6953,2016,3,8,16,2,DL,N546US,542,DTW,SEA,1400,1354.0,-6.0,0.0,1554,1533.0,-21.0,0.0,0.0
6087,2016,3,7,24,7,DL,N857DZ,2815,SEA,ATL,2329,2329.0,0.0,0.0,710,711.0,1.0,0.0,0.0
5871,2016,3,7,18,1,DL,N823DN,1770,SEA,MSP,1530,1535.0,5.0,0.0,2046,2036.0,-10.0,0.0,0.0
5171,2016,2,6,26,7,DL,N3760C,1786,DTW,ATL,1955,1954.0,-1.0,0.0,2155,2142.0,-13.0,0.0,0.0
9744,2016,4,11,15,2,DL,N584NW,200,MSP,ATL,1315,1315.0,0.0,0.0,1649,1628.0,-21.0,0.0,0.0
9608,2016,4,11,10,4,DL,N854DN,1770,SEA,MSP,1525,1522.0,-3.0,0.0,2046,2028.0,-18.0,0.0,0.0
6860,2016,3,8,12,5,DL,N832DN,2800,SEA,DTW,23,25.0,2.0,0.0,739,734.0,-5.0,0.0,0.0
9377,2016,4,10,1,6,DL,N934DN,888,ATL,MSP,1950,1950.0,0.0,0.0,2130,2124.0,-6.0,0.0,0.0
8221,2016,3,9,25,7,DL,N993DL,426,JFK,ATL,830,823.0,-7.0,0.0,1110,1027.0,-43.0,0.0,0.0
7560,2016,3,9,2,5,DL,N352NB,431,JFK,MSP,1140,1140.0,0.0,0.0,1342,1322.0,-20.0,0.0,0.0
6782,2016,3,8,10,3,DL,N592NW,1453,SEA,MSP,648,644.0,-4.0,0.0,1210,1153.0,-17.0,0.0,0.0
9776,2016,4,11,16,3,DL,N820DN,593,ATL,MSP,1455,1454.0,-1.0,0.0,1641,1638.0,-3.0,0.0,0.0
9434,2016,4,10,5,3,DL,N831DN,968,SEA,ATL,738,736.0,-2.0,0.0,1526,1513.0,-13.0,0.0,0.0
6106,2016,3,7,25,1,DL,N953AT,971,MSP,DTW,1000,958.0,-2.0,0.0,1248,1319.0,31.0,1.0,0.0
9722,2016,4,11,12,6,DL,N815DN,593,ATL,MSP,1455,1455.0,0.0,0.0,1639,1614.0,-25.0,0.0,0.0
8279,2016,3,9,27,2,DL,N805DN,629,ATL,DTW,910,909.0,-1.0,0.0,1108,1054.0,-14.0,0.0,0.0
5371,2016,3,7,3,7,DL,N6704Z,2791,JFK,SEA,1659,1702.0,3.0,0.0,2021,2021.0,0.0,0.0,0.0
7845,2016,3,9,11,7,DL,N548US,1991,MSP,ATL,520,516.0,-4.0,0.0,845,828.0,-17.0,0.0,0.0
5076,2016,2,6,24,5,DL,N594NW,1588,SEA,ATL,2240,2243.0,3.0,0.0,621,618.0,-3.0,0.0,0.0
5015,2016,2,6,22,3,DL,N174DZ,446,ATL,JFK,1720,1721.0,1.0,0.0,2000,1936.0,-24.0,0.0,0.0
6924,2016,3,8,15,1,DL,N934DN,2005,ATL,DTW,710,708.0,-2.0,0.0,911,855.0,-16.0,0.0,0.0
9093,2016,4,10,24,1,DL,N989DL,2048,JFK,ATL,1720,1721.0,1.0,0.0,1955,1940.0,-15.0,0.0,0.0
8412,2016,3,9,30,5,DL,N544US,1995,ATL,SEA,810,810.0,0.0,0.0,1033,1035.0,2.0,0.0,0.0
8443,2016,3,9,30,5,DL,N676DL,744,MSP,ATL,1010,1016.0,6.0,0.0,1340,1458.0,,,0.0
8935,2016,4,10,17,1,DL,N679DA,991,ATL,DTW,1254,1249.0,-5.0,0.0,1455,1452.0,-3.0,0.0,0.0
6499,2016,3,8,3,3,DL,N973DL,2350,ATL,JFK,802,800.0,-2.0,0.0,1020,1014.0,-6.0,0.0,0.0
5664,2016,3,7,12,2,DL,N953DL,42,ATL,JFK,1524,1523.0,-1.0,0.0,1805,1804.0,-1.0,0.0,0.0
5107,2016,2,6,26,7,DL,N945DL,946,MSP,DTW,1110,1142.0,32.0,1.0,1357,1411.0,14.0,0.0,0.0
6604,2016,3,8,7,7,DL,N378NW,987,ATL,MSP,1045,1042.0,-3.0,0.0,1221,1211.0,-10.0,0.0,0.0
7200,2016,3,8,23,2,DL,N938AT,1476,DTW,MSP,1348,1345.0,-3.0,0.0,1440,1431.0,-9.0,0.0,0.0
9812,2016,4,11,14,1,DL,N845DN,1260,MSP,DTW,837,836.0,-1.0,0.0,1118,1116.0,-2.0,0.0,0.0
5090,2016,2,6,25,6,DL,N682DA,431,JFK,ATL,1348,1358.0,10.0,0.0,1622,1615.0,-7.0,0.0,0.0
8879,2016,4,10,18,2,DL,N6715C,421,SEA,JFK,1235,1232.0,-3.0,0.0,2100,2019.0,-41.0,0.0,0.0
8868,2016,4,10,17,1,DL,N969DL,630,DTW,ATL,1754,1937.0,103.0,1.0,2005,2141.0,96.0,1.0,0.0
8017,2016,3,9,18,7,DL,N692DL,1342,MSP,DTW,2005,2002.0,-3.0,0.0,2253,2248.0,-5.0,0.0,0.0
6691,2016,3,8,9,2,DL,N595NW,588,SEA,MSP,1133,1338.0,125.0,1.0,1653,1848.0,115.0,1.0,0.0
7213,2016,3,8,23,2,DL,N856DN,1291,SEA,ATL,902,858.0,-4.0,0.0,1659,1633.0,-26.0,0.0,0.0
5939,2016,3,7,20,3,DL,N590NW,16,SEA,DTW,1148,1148.0,0.0,0.0,1914,1840.0,-34.0,0.0,0.0
7430,2016,3,8,28,7,DL,N981AT,2442,JFK,DTW,910,909.0,-1.0,0.0,1123,1058.0,-25.0,0.0,0.0
8673,2016,4,10,11,2,DL,N865DN,733,DTW,SEA,1535,1532.0,-3.0,0.0,1737,1710.0,-27.0,0.0,0.0
6552,2016,3,8,5,5,DL,N6702,1588,SEA,ATL,2219,2232.0,13.0,0.0,603,557.0,-6.0,0.0,0.0
8060,2016,3,9,19,1,DL,N939DN,177,ATL,MSP,1648,1703.0,15.0,1.0,1836,1830.0,-6.0,0.0,0.0
7665,2016,3,9,5,1,DL,N926DH,1893,DTW,ATL,835,827.0,-8.0,0.0,1040,1025.0,-15.0,0.0,0.0
8597,2016,4,10,8,6,DL,N345NB,442,JFK,MSP,1140,1134.0,-6.0,0.0,1340,1344.0,4.0,0.0,0.0
8700,2016,4,10,10,1,DL,N861DN,2423,DTW,SEA,830,829.0,-1.0,0.0,1035,1113.0,38.0,1.0,0.0
5260,2016,2,6,30,4,DL,N582NW,629,ATL,DTW,840,952.0,72.0,1.0,1040,1152.0,72.0,1.0,0.0
5300,2016,2,6,30,4,DL,N843DN,2827,ATL,MSP,1933,2036.0,63.0,1.0,2117,2207.0,50.0,1.0,0.0
5591,2016,3,7,10,7,DL,N717TW,421,SEA,JFK,1115,1109.0,-6.0,0.0,1952,1917.0,-35.0,0.0,0.0
6731,2016,3,8,9,2,DL,N968AT,971,MSP,DTW,1000,1322.0,202.0,1.0,1248,1550.0,182.0,1.0,0.0
10531,2016,4,12,8,4,DL,N3733Z,495,JFK,SEA,1940,1937.0,-3.0,0.0,2313,2328.0,15.0,1.0,0.0
10962,2016,4,12,24,6,DL,N931DN,761,ATL,MSP,1205,1218.0,13.0,0.0,1347,1341.0,-6.0,0.0,0.0
