flight_id,airline,aircraft_model,manufacture_year,flight_hours,cycles,passengers_capacity,actual_passengers,crew_count,fuel_capacity_gallons,fuel_used_gallons,distance_miles,incident_type,maintenance_score,delay_minutes,revenue_usd
FL00238,Hawaiian,Boeing 757,1998,4937,23430,350,169,9,10000,6671.6,515.8,None,97.5,13,77380.54
FL00239,Hawaiian,Boeing 787,2012,46548,9713,350,92,10,8000,7600.0,4086.5,None,85.2,-10,347496.61
FL00240,American,Boeing 757,2011,24589,2361,150,150,5,25000,6154.5,4773.2,None,95.2,15,286144.53
FL00241,American,Airbus A350,2013,17727,7275,180,180,11,20000,16833.2,1939.8,None,85.8,-1,61084.03
FL00242,American,Airbus A350,2005,5796,11615,180,180,7,15000,6161.4,929.1,None,92.5,-10,119146.37
FL00243,Southwest,Boeing 787,2014,49094,10320,150,150,4,20000,19000.0,1767.2,None,85.8,-6,224364.96
FL00244,Frontier,Boeing 737,1997,13643,13610,180,180,10,8000,7600.0,2996.6,None,84.8,-9,311447.45
FL00245,Alaska,Airbus A350,2002,12715,17038,250,250,7,20000,9914.8,1721.3,None,99.8,20,80269.9
FL00246,Frontier,Airbus A320,2008,1566,24609,350,90,6,20000,5946.8,3131.0,None,90.3,7,259953.87
FL00247,Delta,Airbus A330,2020,30871,16015,300,300,9,6000,5700.0,4840.9,None,84.2,-10,105667.08
FL00248,Frontier,Airbus A330,1995,18450,5835,200,51,11,8000,7600.0,3419.5,Bird Strike,81.4,14,284814.51
FL00249,Southwest,Boeing 777,2008,475,21031,180,180,4,20000,11084.0,1940.8,None,76.0,-10,243953.08
FL00250,Delta,Boeing 777,1996,33130,24193,180,180,7,10000,8168.0,4691.6,Ground Incident,92.7,-10,190174.53
FL00251,Frontier,Airbus A330,2023,20846,12117,200,198,4,8000,7600.0,2915.0,None,84.3,5,232705.1
FL00252,Southwest,Airbus A330,2017,22986,23966,180,180,6,6000,5700.0,816.2,None,95.5,-7,308609.16
FL00253,Alaska,Embraer E175,1998,44448,8790,200,200,8,15000,6481.9,2595.1,None,84.1,29,144452.66
FL00254,Frontier,Airbus A320,2018,43004,13703,150,150,9,25000,6233.7,3337.5,None,84.3,8,272698.81
FL00255,Southwest,Boeing 787,2021,32751,17272,250,157,9,20000,17856.7,4223.6,None,94.5,18,68233.32
FL00256,American,Boeing 777,2023,7933,3865,250,250,5,10000,9500.0,4695.1,None,87.2,18,249897.16
FL00257,Hawaiian,Embraer E175,2013,1993,17281,350,205,11,6000,5700.0,1723.6,None,97.1,-4,266470.22
FL00258,American,Embraer E175,2000,30673,4759,300,75,9,8000,7600.0,946.5,None,89.8,-10,163404.23
FL00259,Hawaiian,Boeing 787,2019,31471,4557,180,131,9,25000,4839.7,554.4,Technical,81.0,4,280863.41
FL00260,United,Embraer E175,1995,40974,6625,300,132,7,25000,11013.1,3744.1,None,89.2,22,201629.63
FL00261,United,Boeing 757,2011,11926,4823,150,150,10,20000,13640.5,4016.8,Weather,75.1,0,328651.92
FL00262,United,Airbus A320,2002,34520,12496,250,149,9,6000,5700.0,2165.0,None,82.8,17,52676.26
FL00263,Alaska,Airbus A330,2013,22024,20902,150,150,9,6000,5700.0,2100.4,None,80.2,4,58825.18
FL00264,American,Airbus A350,2015,33467,10514,150,98,11,10000,9500.0,4780.3,None,91.4,-10,297213.19
FL00265,Hawaiian,Boeing 787,1995,21299,15914,180,112,6,15000,14250.0,4600.1,None,78.4,-10,297191.03
FL00266,Southwest,Airbus A330,1999,25968,21626,150,150,10,15000,5111.7,1319.7,None,82.3,36,172860.29
FL00267,Delta,Airbus A330,2021,8892,3370,250,154,6,15000,8708.8,3947.9,None,83.3,-10,337927.34
FL00268,Southwest,Boeing 737,2010,20697,10800,300,154,11,25000,23561.8,3189.0,None,75.1,-8,242595.42
FL00269,Delta,Boeing 757,2000,36505,4748,250,64,4,25000,8678.8,940.3,None,76.2,23,344255.84
FL00270,JetBlue,Boeing 787,2002,32796,20745,180,180,4,8000,7600.0,1912.5,None,82.8,-10,193352.46
FL00271,Southwest,Embraer E175,2007,43223,20107,250,250,9,25000,8322.5,1051.9,None,80.6,-9,82540.47
FL00272,Frontier,Airbus A350,2010,16089,17998,200,200,9,25000,10483.7,1616.7,None,77.9,1,163871.7
FL00273,Frontier,Boeing 787,1997,29031,18274,300,300,5,6000,5700.0,3153.4,None,78.9,-2,343463.09
FL00274,Spirit,Embraer E175,2013,9390,6108,200,151,4,8000,7600.0,2001.3,None,95.9,-10,139088.67
FL00275,American,Airbus A330,2006,38467,23565,200,200,7,6000,5700.0,2091.5,None,92.1,1,335600.51
FL00276,Delta,Airbus A350,2010,14442,776,350,208,9,10000,9235.2,2790.3,None,87.1,19,282002.15
FL00277,Delta,Embraer E175,2021,25041,6747,180,94,7,10000,9500.0,618.7,Ground Incident,97.7,3,163105.62
FL00278,American,Airbus A320,2005,14045,11960,150,150,9,8000,7600.0,3746.2,None,75.7,-8,196526.8
FL00279,Alaska,Embraer E175,2004,10862,9307,200,200,11,8000,5079.4,2128.2,None,83.6,24,218492.09
FL00280,Spirit,Boeing 737,2019,30233,13013,250,242,7,25000,18919.6,2505.9,None,95.6,39,238031.64
FL00281,Alaska,Boeing 757,2014,47180,16716,150,58,8,10000,9500.0,4876.6,None,90.7,24,40694.24
FL00282,Alaska,Airbus A330,1998,40250,1131,250,114,7,20000,8762.0,1853.0,None,99.5,-10,327752.0
FL00283,Alaska,Embraer E175,2006,27152,20319,250,250,10,15000,8313.0,3311.5,None,98.6,-10,214994.9
FL00284,American,Boeing 757,2017,41850,19315,150,150,4,25000,23488.1,2084.0,None,79.2,14,326934.99
FL00285,Alaska,Boeing 777,1996,20053,10826,150,150,9,15000,14250.0,4492.6,None,99.3,8,226685.99
FL00286,Frontier,Boeing 777,2018,40575,14246,250,250,4,10000,9500.0,4264.4,None,98.6,-10,159390.19
FL00287,United,Boeing 757,2016,17230,19404,180,79,10,15000,5688.4,1359.8,None,84.3,11,204920.88
FL00288,JetBlue,Boeing 757,2013,31186,9394,300,300,10,20000,18858.9,3520.4,None,99.6,7,292883.6
FL00289,Delta,Boeing 737,2019,4733,16008,350,266,7,20000,7505.3,512.8,None,75.9,35,124252.15
FL00290,Delta,Airbus A320,1999,17404,23419,300,154,6,6000,5700.0,4823.3,None,91.5,-4,335414.12
FL00291,JetBlue,Airbus A330,2002,42137,11739,180,180,6,8000,4093.9,1875.2,None,81.7,33,171094.99
FL00292,American,Boeing 787,2001,32384,17381,350,197,10,15000,10394.9,4192.8,None,78.2,34,335339.4
FL00293,Southwest,Boeing 737,2008,46646,4810,150,150,6,20000,12001.6,1728.5,None,89.4,-8,310053.47
FL00294,American,Airbus A320,2018,7108,13486,350,96,9,8000,7600.0,3237.3,None,82.7,12,272166.76
FL00295,Delta,Boeing 757,2017,48391,116,250,136,5,8000,7600.0,4921.2,None,91.7,1,171591.66
FL00296,Delta,Boeing 787,1997,27505,24939,300,178,8,6000,5700.0,4408.4,None,88.5,0,211626.62
FL00297,JetBlue,Boeing 757,2012,36486,614,350,307,7,8000,7600.0,969.8,None,84.8,10,295739.85
FL00298,Alaska,Boeing 757,2010,25473,13443,250,196,5,8000,7600.0,2827.9,None,79.5,-10,197258.69
FL00299,American,Boeing 777,2017,20927,3720,180,121,6,25000,3382.2,1873.0,None,90.0,-10,262293.51
FL00300,Hawaiian,Boeing 777,2013,33140,2301,350,189,7,10000,9500.0,2284.8,None,95.7,-6,279870.78
FL00301,JetBlue,Boeing 787,2013,13107,12999,250,76,5,6000,5700.0,1808.9,None,90.0,29,186886.91
FL00302,Frontier,Boeing 737,2012,18257,854,180,78,4,6000,3673.4,1812.6,None,90.3,1,194642.92
FL00303,Delta,Boeing 777,2014,32257,21065,150,150,6,15000,3957.2,2804.3,None,87.8,5,81274.63
FL00304,JetBlue,Airbus A330,2010,35415,9633,180,180,11,8000,7600.0,1121.4,None,84.7,21,96987.62
FL00305,American,Boeing 757,2002,36032,17669,180,180,5,15000,4843.2,2779.5,None,86.4,-10,318155.97
FL00306,Delta,Airbus A350,2022,21264,23154,300,109,11,25000,13064.8,1539.0,None,99.7,14,296510.42
FL00307,Southwest,Embraer E175,1995,14514,12274,250,156,9,20000,18302.9,1587.1,None,93.7,38,18391.06
FL00308,JetBlue,Boeing 787,2011,14427,23340,350,269,4,8000,7600.0,3746.0,None,85.8,7,306244.84
FL00309,Spirit,Boeing 787,2006,48444,6066,300,300,6,20000,7125.1,342.0,None,86.4,-10,23453.69
FL00310,Delta,Boeing 777,2015,1046,13086,200,195,8,10000,9500.0,2028.5,None,87.5,3,168523.93
FL00311,American,Boeing 737,2005,14793,19983,180,101,10,25000,17381.9,2156.2,None,91.5,17,37589.96
FL00312,United,Boeing 757,1999,27341,12442,200,109,6,8000,7600.0,2528.5,None,86.6,7,339555.75
FL00313,Hawaiian,Airbus A330,2021,49758,7988,300,83,11,15000,6082.7,3411.3,None,92.2,10,340726.95
FL00314,Allegiant,Boeing 737,2006,30354,4191,250,145,9,15000,14250.0,1974.5,None,83.2,13,219641.77
FL00315,Alaska,Airbus A320,2011,15640,23400,300,138,8,8000,7600.0,1223.1,None,85.3,-10,146388.65
FL00316,Allegiant,Airbus A320,2000,6819,9596,250,250,8,15000,13532.8,4447.4,None,96.6,-10,186517.57
FL00317,American,Airbus A350,1995,41303,5385,250,250,8,8000,7600.0,4909.0,None,83.2,-2,270370.27
FL00318,Frontier,Boeing 777,1999,25181,5127,150,150,7,6000,5700.0,296.1,None,99.1,13,89769.64
FL00319,Frontier,Boeing 777,2019,11450,13297,180,160,7,15000,14250.0,2823.0,None,79.3,-10,162977.03
FL00320,United,Boeing 777,2022,36458,5661,300,283,11,8000,7600.0,1840.2,Technical,81.0,46,261985.01
FL00321,Alaska,Airbus A350,2008,32121,8139,250,250,10,8000,7600.0,1529.5,None,86.6,-10,147456.48
FL00322,Spirit,Airbus A320,1999,42932,2942,300,215,8,15000,14250.0,1811.4,None,94.9,-10,25718.83
FL00323,United,Boeing 737,2016,28469,5627,300,177,10,6000,5700.0,3266.6,None,93.3,16,184977.13
FL00324,Allegiant,Airbus A350,2018,31828,20052,250,250,4,15000,14250.0,1115.4,None,79.4,14,262032.74
FL00325,United,Airbus A350,2021,17676,17993,350,340,8,8000,3570.7,4581.7,None,80.9,4,342233.5
FL00326,Allegiant,Boeing 737,1995,29101,6733,200,156,5,6000,5700.0,2437.3,None,89.4,19,27410.46
FL00327,Delta,Boeing 777,2012,17948,1557,180,177,8,20000,17915.7,1762.8,None,82.4,16,195873.4
FL00328,Frontier,Airbus A330,2010,490,16385,180,180,11,10000,9500.0,3874.6,None,85.6,5,165729.45
FL00329,Delta,Boeing 737,2003,22099,2113,350,192,7,15000,10420.8,278.5,None,87.2,10,96220.34
FL00330,Hawaiian,Airbus A320,2013,45536,20076,150,150,7,25000,19980.8,2272.9,Technical,89.9,-10,228650.51
FL00331,Alaska,Boeing 787,2016,11669,2050,350,139,5,8000,7600.0,1905.5,None,81.3,2,69813.54
FL00332,Spirit,Boeing 757,1999,13129,15616,150,150,5,6000,5700.0,1823.4,None,79.1,4,110094.7
FL00333,Allegiant,Boeing 787,2021,22590,1344,150,150,6,6000,5700.0,1817.9,None,85.0,43,276888.73
FL00334,Spirit,Embraer E175,1996,45975,15146,350,273,4,20000,10157.2,350.1,None,77.1,-10,169237.93
FL00335,Allegiant,Embraer E175,2009,35428,4115,180,150,4,15000,14250.0,930.2,None,88.2,4,347879.67
FL00336,American,Airbus A350,2001,5967,14140,200,181,11,25000,17630.4,881.0,None,96.0,33,144464.35
FL00337,United,Boeing 757,1998,15384,24448,180,62,11,6000,5700.0,4945.3,None,78.0,16,170192.46
FL00338,Hawaiian,Boeing 787,1995,34079,18037,180,147,11,20000,13720.8,306.4,None,77.8,6,115586.35
FL00339,Frontier,Airbus A330,2007,9221,17756,180,169,11,8000,6345.2,1002.0,None,77.0,24,94158.36
FL00340,Allegiant,Boeing 777,2014,1639,22390,350,342,11,20000,10815.9,4876.0,None,96.2,-10,323964.27
FL00341,Spirit,Airbus A320,2016,25588,18875,350,248,11,15000,14250.0,3215.6,None,77.0,40,265856.92
FL00342,Hawaiian,Embraer E175,2001,17127,17532,350,50,4,20000,19000.0,2363.2,None,99.6,18,126689.85
FL00343,Southwest,Airbus A330,2009,8793,21507,180,109,9,6000,5700.0,578.1,None,84.0,-10,249552.26
FL00344,Southwest,Airbus A320,2017,9021,9368,200,200,7,6000,5700.0,3414.4,None,83.2,-7,338537.56
FL00345,Delta,Airbus A320,2008,10410,8538,150,150,4,10000,9500.0,861.5,None,77.3,-10,39806.07
FL00346,Frontier,Boeing 777,2017,45612,11291,300,198,11,20000,4741.3,3421.7,None,89.6,21,103608.98
FL00347,American,Boeing 757,2013,31008,10467,150,93,6,8000,5145.6,4900.0,None,89.6,16,82193.81
FL00348,Spirit,Airbus A350,2016,4486,15624,150,150,6,25000,12874.8,2753.5,None,87.3,-4,306377.36
FL00349,United,Boeing 787,2023,32363,15352,300,157,4,25000,14134.6,1227.6,None,82.8,29,75028.76
FL00350,United,Boeing 777,2018,28512,14700,180,93,5,15000,8544.6,3201.4,None,84.2,3,118205.46
FL00351,Spirit,Airbus A330,2014,17403,13400,200,127,6,10000,9500.0,2662.1,None,83.0,57,197193.36
FL00352,Alaska,Airbus A350,2023,12342,20221,200,200,10,20000,17771.0,2759.1,None,85.7,-10,223066.61
FL00353,American,Airbus A330,2018,47125,2146,150,150,5,8000,7600.0,2494.9,None,83.5,18,285741.56
FL00354,Hawaiian,Airbus A350,2012,9047,11851,300,300,10,10000,9500.0,3434.0,None,91.9,-3,151453.29
FL00355,Allegiant,Boeing 757,2004,46814,18642,250,250,7,6000,5700.0,2945.3,Bird Strike,82.4,-9,193971.98
FL00356,Alaska,Embraer E175,2003,6030,22422,180,180,9,15000,14250.0,4937.6,None,83.8,2,338429.8
FL00357,Allegiant,Airbus A330,2019,38270,16609,150,150,6,20000,19000.0,4164.1,None,85.9,12,114616.18
FL00358,Allegiant,Boeing 777,2002,48885,7219,200,200,5,25000,14277.2,1470.6,None,75.1,6,98111.56
FL00359,Alaska,Airbus A350,2020,607,13338,350,158,11,8000,7600.0,3683.6,None,87.3,19,253050.73
FL00360,Delta,Airbus A350,2023,1536,22448,350,243,10,6000,4228.5,1228.6,None,81.4,17,273330.65
FL00361,Southwest,Airbus A320,2004,27251,10744,300,84,4,10000,9500.0,3955.3,None,76.4,34,153950.93
FL00362,Allegiant,Airbus A320,2011,11718,12241,300,300,10,15000,14250.0,908.3,None,97.8,-10,86347.94
FL00363,Alaska,Boeing 737,1996,8850,18101,150,150,10,10000,9500.0,2473.1,None,83.1,-10,275939.09
FL00364,Alaska,Airbus A330,2000,16222,10787,250,250,7,25000,20501.5,3994.9,None,85.7,4,239615.12
FL00365,JetBlue,Airbus A320,2020,7454,18257,200,200,8,10000,9500.0,1544.5,None,95.7,-10,308536.31
FL00366,Delta,Boeing 737,1999,44162,5197,150,59,8,8000,7600.0,4218.2,None,79.2,22,297849.37
FL00367,Frontier,Embraer E175,2022,31079,17790,250,215,4,6000,5700.0,3291.9,None,96.3,-10,83740.39
FL00368,JetBlue,Embraer E175,2003,21000,19506,300,78,7,20000,11137.4,2108.1,None,81.0,-6,293833.63
FL00369,JetBlue,Airbus A320,1999,13940,19693,350,320,7,8000,7600.0,2232.4,None,89.7,-2,73683.2
FL00370,Spirit,Airbus A330,2012,37267,6249,180,136,11,25000,14622.7,4644.8,None,92.1,40,304340.81
FL00371,Southwest,Airbus A350,2020,5137,596,350,72,7,15000,14250.0,1245.4,Technical,97.6,47,273057.51
FL00372,Alaska,Boeing 787,2014,28733,5281,200,200,7,25000,6923.5,3528.1,None,90.2,-10,205903.46
FL00373,Southwest,Boeing 757,2003,24595,8015,200,95,8,25000,10376.8,3595.0,None,86.3,-10,230144.26
FL00374,American,Airbus A330,2011,15948,18517,350,77,5,10000,9500.0,4627.8,None,89.3,-6,49866.56
FL00375,Spirit,Boeing 757,2021,36583,2090,350,75,7,15000,14250.0,3623.2,None,80.1,4,28361.54
FL00376,Frontier,Boeing 777,2011,47745,20968,250,250,5,8000,7600.0,3005.4,None,92.2,4,125766.66
FL00377,Southwest,Embraer E175,2006,7937,1802,150,150,10,25000,10056.8,4532.1,None,79.7,3,290170.95
FL00378,United,Airbus A320,2001,34169,1899,300,53,10,8000,4409.3,4179.8,None,88.9,21,171038.17
FL00379,Allegiant,Airbus A320,2021,7470,2692,250,116,7,20000,11854.0,3640.5,None,91.2,-3,89837.0
FL00380,American,Boeing 757,1997,6511,1650,180,180,6,10000,9500.0,356.4,Bird Strike,97.5,9,294573.88
FL00381,Delta,Airbus A350,2004,39233,14001,350,104,9,8000,7600.0,1992.9,Bird Strike,86.3,18,91590.13
FL00382,Frontier,Boeing 757,1996,30599,20836,180,80,6,15000,12052.3,3233.1,None,94.4,9,288190.4
FL00383,American,Boeing 777,2019,30325,11847,180,123,10,25000,9420.2,2706.8,None,79.2,19,166748.14
FL00384,Allegiant,Airbus A350,1997,48317,20233,250,68,9,20000,10672.9,1732.7,None,78.9,-10,170270.79
FL00385,Spirit,Boeing 777,2010,792,17052,300,205,6,15000,11335.5,893.2,None,88.1,7,106361.07
FL00386,Allegiant,Boeing 787,1996,29026,1182,200,200,7,10000,9500.0,2854.4,None,89.9,10,316558.3
FL00387,JetBlue,Embraer E175,2022,34346,5541,150,150,5,20000,4701.3,1572.4,None,90.8,2,44743.07
FL00388,Allegiant,Airbus A320,2018,39264,5845,200,136,9,20000,9646.6,1318.4,None,93.6,-7,63376.11
FL00389,JetBlue,Airbus A320,2004,8548,10581,300,69,8,20000,19000.0,2115.0,None,82.4,14,228021.4
FL00390,Spirit,Boeing 787,2000,43490,10981,200,200,4,25000,6215.2,3970.4,None,90.6,7,299788.61
FL00391,Hawaiian,Boeing 737,2016,49693,7683,350,92,9,6000,5700.0,2541.7,None,79.7,4,46976.17
FL00392,JetBlue,Embraer E175,2020,10173,17921,350,77,9,20000,10484.3,1239.2,None,80.5,-2,260807.0
FL00393,Delta,Airbus A350,2005,35514,24282,250,250,8,15000,14250.0,761.1,None,76.7,-1,263741.36
FL00394,Allegiant,Boeing 787,2017,5309,5059,180,71,7,15000,5090.5,2595.1,None,93.7,-10,209810.11
FL00395,Allegiant,Airbus A350,2001,6633,2163,300,150,6,10000,9434.6,4013.0,None,87.7,-5,178053.9
FL00396,Delta,Boeing 757,2021,21161,1094,300,88,6,8000,7600.0,3333.5,None,81.0,-10,122564.4
FL00397,United,Airbus A330,2023,7311,13973,200,200,10,8000,7600.0,1314.3,None,88.9,-3,132739.7
FL00398,Alaska,Airbus A320,2009,10027,2481,250,250,5,6000,5700.0,2296.2,None,83.9,12,240935.21
FL00399,Hawaiian,Airbus A350,2000,12027,24413,200,200,7,25000,7614.9,4305.1,None,95.9,21,36871.24
FL00400,Frontier,Boeing 777,2014,24694,13976,200,200,8,25000,16652.1,1052.7,Weather,88.2,4,210953.22
FL00401,JetBlue,Airbus A350,2021,9416,1632,300,179,7,20000,19000.0,2754.0,None,75.7,3,108375.28
FL00402,Delta,Airbus A330,2003,12277,14424,200,200,7,6000,4795.3,1909.9,None,99.6,8,171312.98
FL00403,Spirit,Embraer E175,2016,10946,1358,180,123,6,10000,7548.9,796.1,None,76.9,25,202258.17
FL00404,JetBlue,Airbus A320,2014,8033,21351,200,139,8,10000,9500.0,439.5,None,92.4,1,311695.88
FL00405,Alaska,Boeing 757,2006,38344,8843,180,116,11,8000,7600.0,2868.2,None,85.9,14,208990.09
FL00406,Spirit,Boeing 787,2013,46721,1670,300,285,4,10000,4652.9,299.6,None,81.2,12,91098.46
FL00407,American,Boeing 757,2014,40796,23937,250,249,9,20000,13213.4,696.5,None,91.9,-7,41618.92
FL00408,Allegiant,Airbus A330,1997,2180,4816,350,276,6,15000,7404.9,1868.3,None,78.1,19,225041.11
FL00409,American,Airbus A320,2009,6189,21796,180,180,8,10000,7181.0,408.9,None,96.5,-10,197591.21
FL00410,JetBlue,Airbus A350,1996,26223,5242,250,250,5,6000,5700.0,2122.1,None,81.3,26,240052.3
FL00411,Alaska,Embraer E175,2015,7897,6672,250,135,9,20000,18992.4,825.8,None,84.0,-10,168897.85
FL00412,Hawaiian,Boeing 737,1996,8446,6143,180,151,9,10000,9500.0,1879.4,None,90.8,2,291417.16
FL00413,JetBlue,Embraer E175,2016,19978,23138,300,263,11,25000,8017.5,3997.6,None,75.0,22,323260.19
FL00414,Delta,Boeing 737,1997,33772,16534,150,150,11,10000,5490.0,3206.5,Bird Strike,86.8,-4,28401.48
FL00415,Southwest,Boeing 777,2000,17753,23091,250,214,6,25000,21287.5,2337.9,Bird Strike,97.4,10,264268.99
FL00416,JetBlue,Embraer E175,2009,49656,22309,250,140,10,20000,3123.5,640.8,None,92.0,22,26778.78
FL00417,Allegiant,Airbus A320,2021,42842,20705,300,241,5,10000,9500.0,3171.9,None,84.7,42,164107.39
FL00418,Allegiant,Boeing 737,2004,26240,287,300,135,6,25000,8829.9,985.8,None,91.5,5,169637.08
FL00419,JetBlue,Boeing 787,2003,1284,23660,200,200,7,15000,14250.0,567.6,Technical,98.4,9,248233.16
FL00420,Spirit,Airbus A320,1995,34593,24466,300,150,10,8000,7600.0,3387.2,None,79.7,6,133055.1
FL00421,Southwest,Boeing 787,2010,44248,21652,250,250,8,20000,9535.3,4577.9,None,88.3,1,290001.95
FL00422,Delta,Embraer E175,2000,24946,20459,180,109,11,25000,20850.8,2410.8,None,80.9,-10,129859.46
FL00423,JetBlue,Boeing 787,2003,45925,11160,150,150,5,6000,5700.0,396.8,None,96.4,-10,129743.49
FL00424,Spirit,Boeing 737,2021,22295,6123,200,97,9,10000,6059.3,4425.4,None,93.0,5,89624.82
FL00425,Allegiant,Airbus A320,1998,5706,2592,180,166,6,25000,18255.9,521.5,None,95.0,12,244096.11
FL00426,Allegiant,Airbus A350,2021,4056,15332,150,150,11,25000,7356.6,4364.1,None,98.6,30,40656.72
FL00427,Alaska,Airbus A330,2022,16655,10245,150,82,9,25000,12093.1,2080.7,None,80.8,1,136623.45
FL00428,JetBlue,Boeing 737,1996,24949,1587,150,93,5,8000,7600.0,1953.9,None,76.2,36,104408.4
FL00429,Southwest,Boeing 737,2023,18790,17188,350,214,11,6000,5700.0,2805.4,None,82.3,-10,91827.44
FL00430,United,Airbus A350,1998,48949,11610,180,180,11,6000,5700.0,4794.0,None,85.0,9,35429.41
FL00431,Southwest,Airbus A320,1995,26447,13484,200,200,9,15000,14250.0,4514.0,None,90.6,0,78778.34
FL00432,Allegiant,Airbus A320,2013,33289,7446,200,200,6,8000,7600.0,2457.6,None,94.9,-10,164491.88
FL00433,Allegiant,Boeing 757,2020,38408,24257,150,150,10,25000,14114.1,3540.0,None,83.7,-10,183753.39
FL00434,American,Embraer E175,2019,25885,21941,180,180,6,20000,3209.4,2986.1,None,86.8,-4,105284.07
FL00435,Allegiant,Boeing 787,2004,49156,20669,350,221,4,8000,7600.0,3528.6,None,94.6,-2,232831.58
FL00436,Delta,Embraer E175,2015,32798,16974,150,61,11,8000,7600.0,4180.8,None,80.6,-10,127490.77
FL00437,Frontier,Airbus A350,2009,16066,21944,300,170,9,6000,5700.0,365.6,None,80.4,20,138027.36
FL00438,JetBlue,Embraer E175,2021,31197,24895,200,200,4,15000,12161.6,1763.6,None,89.7,-3,277179.15
FL00439,Southwest,Airbus A350,2016,15982,24360,250,201,10,15000,14250.0,4804.8,None,85.9,-10,199908.85
FL00440,Frontier,Airbus A320,2013,4775,5181,150,150,4,8000,5543.7,4756.8,None,98.7,0,334313.58
FL00441,Spirit,Boeing 787,2010,41950,8747,300,237,9,8000,7600.0,253.9,None,83.9,-8,135365.9
FL00442,United,Embraer E175,2015,13109,17563,200,62,5,10000,9500.0,1166.9,None,94.0,38,292326.57
FL00443,Delta,Boeing 737,2021,27943,10321,350,140,7,25000,9627.0,4970.1,None,89.6,-1,262343.07
FL00444,Southwest,Boeing 777,2018,29893,3195,180,180,10,6000,5700.0,2565.6,None,76.4,-10,313213.29
FL00445,Frontier,Boeing 757,2016,39616,13150,200,123,6,25000,12060.1,2949.8,None,77.1,38,335525.11
FL00446,United,Airbus A330,1998,38971,24987,180,180,8,20000,19000.0,998.8,None,80.1,20,17571.63
FL00447,American,Boeing 737,1996,17957,20154,180,180,10,20000,19000.0,4492.8,None,78.6,7,44579.75
FL00448,Delta,Airbus A320,2019,19727,4117,350,120,4,15000,14250.0,1310.1,Weather,83.2,-10,240903.51
FL00449,Delta,Airbus A330,2007,18665,4245,350,127,5,6000,3984.9,1110.3,None,89.5,20,145716.95
FL00450,American,Boeing 777,2022,26125,9294,150,150,9,25000,22902.7,1295.0,None,90.1,-10,289406.91
FL00451,JetBlue,Boeing 777,1995,27932,7331,150,150,5,15000,5703.6,4614.2,None,89.7,19,19013.24
FL00452,American,Boeing 787,2011,44216,2559,200,92,5,20000,3722.5,3573.7,None,77.9,10,285337.43
FL00453,Delta,Airbus A330,2007,9882,21450,350,57,9,8000,7600.0,3889.3,None,90.0,25,60306.07
FL00454,Delta,Boeing 787,1998,38750,15552,300,62,8,6000,5700.0,2009.8,None,85.2,-10,112233.43
FL00455,Frontier,Boeing 737,2001,22466,6583,200,200,9,6000,5700.0,4564.0,None,97.6,-10,339641.2
FL00456,Allegiant,Airbus A350,2011,28657,21161,250,160,8,25000,9044.2,3989.2,None,97.8,-10,32285.37
FL00457,United,Airbus A350,2003,5898,17115,180,180,9,10000,8216.5,3802.9,None,94.2,-10,131928.61
