Origin,Destination,Marketing_Airline,Operating_Airline,Flight_Duration,Distance
PIT,PHL,US,US,79,236.0
DFW,EWR,CO,CO,219,1193.0
SDU,CGH,KK,KK,49,204.0
SDU,CGH,KK,KK,51,204.0
SDU,CGH,KK,KK,51,204.0
CCS,EWR,CO,CO,310,1865.0
PHX,CLE,CO,CO,231,1512.0
LGA,IAH,CO,CO,235,1233.0
LGA,CLE,CO,CO,111,365.0
ORD,PHX,HP,HP,212,1257.0
IAH,BOG,CO,CO,296,1948.0
IAH,YYZ,CO,CO,184,1116.0
IAH,DFW,CO,CO,69,200.0
CGH,CPQ,KK,KK,35,47.0
MCO,CLE,CO,CO,150,784.0
CGH,SDU,KK,KK,49,204.0
CGH,SDU,KK,KK,49,204.0
CGH,SDU,KK,KK,48,204.0
CLT,PIT,US,US,79,323.0
IAH,SJD,CO,CO,164,878.0
CLT,MCO,US,US,89,404.0
CLT,DCA,US,US,76,288.0
CGH,SDU,KK,KK,47,204.0
BWI,LAX,US,US,337,2025.0
IAH,TPA,CO,CO,126,686.0
MCI,IAH,CO,CO,120,565.0
IAH,DTW,CO,CO,168,934.0
CGH,SDU,KK,KK,51,204.0
IAH,BZE,CO,CO,145,847.0
YYZ,IAH,CO,CO,218,1116.0
IAH,CLE,CO,CO,153,951.0
CLT,LAX,US,US,311,1849.0
MCO,CLT,US,US,92,404.0
IAH,YYC,CO,CO,252,1530.0
CLT,MYR,US,US,48,129.0
CGH,SDU,KK,KK,49,204.0
IAH,BOS,CO,CO,228,1391.0
CLT,RDU,US,US,47,109.0
IAH,ORD,CO,CO,139,811.0
CLT,TPA,US,US,94,442.0
IAH,YVR,CO,CO,293,1719.0
IAH,STL,CO,CO,119,588.0
IAH,MFE,CO,CO,73,277.0
IAH,SEA,CO,CO,282,1635.0
IAH,RDU,CO,CO,153,902.0
CGH,SDU,KK,KK,51,204.0
IAH,PDX,CO,CO,270,1593.0
IAH,BDL,CO,CO,207,1313.0
IAH,DCA,CO,CO,164,1050.0
CLT,CHS,US,US,54,140.0
CGH,SDU,KK,KK,51,204.0
IAH,YYZ,CO,CO,187,1116.0
CGH,SDU,KK,KK,49,204.0
IAH,FLL,CO,CO,143,840.0
IAH,EWR,CO,CO,231,1220.0
CGH,SDU,KK,KK,45,204.0
IAH,ATL,CO,CO,129,595.0
CGH,SDU,KK,KK,47,204.0
IAH,ATL,CO,CO,115,595.0
IAH,CLE,CO,CO,165,951.0
IAH,SNA,CO,CO,211,1170.0
IAH,SDF,CO,CO,128,688.0
IAH,OMA,CO,CO,125,683.0
IAH,CLE,CO,CO,165,951.0
GRU,GIG,RG,RG,57,174.0
IAH,OKC,CO,CO,80,347.0
CGH,SDU,KK,KK,49,204.0
CLT,RDU,US,US,45,109.0
IAH,RDU,CO,CO,157,902.0
CLT,RSW,US,US,107,528.0
IAH,MEX,CO,CO,140,673.0
IAH,TUL,CO,CO,86,381.0
CGH,SDU,KK,KK,47,204.0
IAH,YYZ,CO,CO,184,1116.0
IAH,PHL,CO,CO,189,1151.0
IAH,MEX,CO,CO,134,673.0
IAH,ATL,CO,CO,125,595.0
IAH,MSP,CO,CO,170,911.0
IAH,COS,CO,CO,139,710.0
IAH,MCI,CO,CO,109,565.0
BWI,CLE,CO,CO,75,278.0
CGH,SDU,KK,KK,51,204.0
IAH,LGA,CO,CO,201,1233.0
IAH,PHL,CO,CO,194,1151.0
IAH,GDL,CO,CO,140,721.0
IAH,DCA,CO,CO,166,1050.0
CLT,DCA,US,US,75,288.0
CLT,LGA,US,US,101,476.0
IAH,PDX,CO,CO,272,1593.0
IAH,DFW,CO,CO,67,200.0
IAH,CUN,CO,CO,130,714.0
YYZ,IAH,CO,CO,217,1116.0
CLT,MYR,US,US,51,129.0
CGH,SDU,KK,KK,49,204.0
CLT,PHL,US,US,96,390.0
TPA,CLT,US,US,90,442.0
IAH,LGA,CO,CO,206,1233.0
IAH,PNS,CO,CO,87,425.0
LAX,BWI,US,US,287,2025.0
DCA,BOS,US,US,86,350.0
LAX,PHL,US,US,297,2086.0
MEX,IAH,CO,CO,132,673.0
CPQ,FOR,KK,KK,190,1262.0
LAX,CLE,CO,CO,264,1781.0
DCA,CLT,US,US,74,288.0
PNS,IAH,CO,CO,95,425.0
CPQ,CGH,KK,KK,26,47.0
DCA,BDL,US,US,72,276.0
DCA,CLT,US,US,77,288.0
DCA,IAH,CO,CO,205,1050.0
DCA,EWR,CO,CO,80,177.0
DCA,BOS,US,US,90,350.0
PBI,IAH,CO,CO,160,826.0
DCA,EWR,CO,CO,79,177.0
CUN,IAH,CO,CO,136,714.0
LAX,EWR,CO,CO,304,2133.0
CUN,IAH,CO,CO,134,714.0
LAX,PHX,HP,HP,75,320.0
DCA,EWR,CO,CO,80,177.0
DCA,IAH,CO,CO,203,1050.0
DCA,BOS,US,US,88,350.0
OKC,IAH,CO,CO,83,347.0
DCA,RDU,US,US,67,197.0
LAX,SAT,CO,CO,165,1056.0
EWR,SJC,CO,CO,380,2214.0
EWR,SNA,CO,CO,374,2113.0
EWR,RDU,CO,CO,89,368.0
EWR,PHX,CO,CO,335,1858.0
EWR,CLE,CO,CO,90,355.0
FLL,IAH,CO,CO,161,840.0
CLE,LAX,CO,CO,292,1781.0
EWR,DCA,CO,CO,90,177.0
CLE,EWR,CO,CO,112,355.0
EWR,SEA,CO,CO,370,2088.0
EWR,STT,CO,CO,241,1438.0
EWR,DCA,CO,CO,65,177.0
CLE,SFO,CO,CO,325,1875.0
CLE,DEN,CO,CO,192,1039.0
EWR,SJC,CO,CO,380,2214.0
EWR,OAK,CO,CO,385,2219.0
YYC,IAH,CO,CO,247,1530.0
CLE,TPA,CO,CO,152,815.0
EWR,SNA,CO,CO,369,2113.0
SFO,CLE,CO,CO,273,1875.0
CLE,BOS,CO,CO,103,491.0
EWR,ATL,CO,CO,146,656.0
EWR,CLE,CO,CO,109,355.0
CLE,EWR,CO,CO,110,355.0
CLE,BWI,CO,CO,75,278.0
CLE,EWR,CO,CO,92,355.0
CLE,LGA,CO,CO,85,365.0
EWR,ORD,CO,CO,150,625.0
EWR,ATL,CO,CO,153,656.0
CLE,BWI,CO,CO,76,278.0
SFO,CLE,CO,CO,270,1875.0
EWR,MSY,CO,CO,203,1020.0
CLE,LAX,CO,CO,296,1781.0
SFO,PIT,US,US,284,1955.0
EWR,ATL,CO,CO,146,656.0
EWR,PHX,CO,CO,329,1858.0
CLE,LAX,CO,CO,308,1781.0
EWR,DTW,CO,CO,125,427.0
SFO,IAH,CO,CO,214,1423.0
CLE,DCA,CO,CO,65,277.0
DTW,EWR,CO,CO,118,427.0
YYC,IAH,CO,CO,241,1530.0
EWR,SLC,CO,CO,316,1712.0
SCL,PTY,CM,CM,395,2624.0
ORD,EWR,CO,CO,119,625.0
PHX,EWR,CO,CO,295,1858.0
SNA,EWR,CO,CO,295,2113.0
LGA,IAH,CO,CO,234,1233.0
CHS,CLT,US,US,51,140.0
PHX,BUR,HP,HP,84,319.0
ORD,IAH,CO,CO,155,811.0
LGA,IAH,CO,CO,233,1233.0
PHX,SAN,HP,HP,64,259.0
ORD,CLE,CO,CO,72,271.0
SNA,IAH,CO,CO,184,1170.0
LGA,CLE,CO,CO,89,365.0
LGA,PIT,US,US,99,294.0
PHX,OAK,HP,HP,119,560.0
LGA,IAH,CO,CO,231,1233.0
SNA,EWR,CO,CO,302,2113.0
SNA,IAH,CO,CO,184,1170.0
COS,IAH,CO,CO,140,710.0
PHX,EWR,CO,CO,276,1858.0
LGA,CLE,CO,CO,102,365.0
HKG,MEL,AN,AN,550,4035.0
MSY,EWR,CO,CO,172,1020.0
SLC,EWR,CO,CO,270,1712.0
MFE,IAH,CO,CO,70,277.0
MEL,HKG,AN,AN,555,4035.0
CLE,PBI,CO,CO,170,893.0
CLE,DEN,CO,CO,190,1039.0
EWR,ATL,CO,CO,166,656.0
FLL,CLE,CO,CO,171,935.0
CLE,LGA,CO,CO,89,365.0
CLE,PVD,CO,CO,90,469.0
EWR,ATL,CO,CO,156,656.0
CLE,FLL,CO,CO,170,935.0
EWR,DTW,CO,CO,109,427.0
EWR,PHX,HP,HP,322,1858.0
CLE,SFO,CO,CO,315,1875.0
EWR,YYZ,CO,CO,105,297.0
EWR,ATL,CO,CO,148,656.0
EWR,DCA,CO,CO,65,177.0
CLE,PHX,CO,CO,274,1512.0
CLE,BOS,CO,CO,109,491.0
CLE,LGA,CO,CO,93,365.0
CLE,MCO,CO,CO,145,784.0
EWR,PHX,CO,CO,330,1858.0
EWR,ORD,CO,CO,149,625.0
LIS,GRU,RG,RG,618,4318.0
SEA,IAH,CO,CO,243,1635.0
PVD,CLE,CO,CO,118,469.0
SEA,EWR,CO,CO,290,2088.0
PVD,EWR,CO,CO,67,134.0
SEA,EWR,CO,CO,290,2088.0
SEA,IAH,CO,CO,242,1635.0
SIN,AKL,NZ,NZ,605,4562.0
SDU,CGH,KK,KK,51,204.0
SDU,CGH,KK,KK,49,204.0
SDU,CGH,KK,KK,49,204.0
SDU,CGH,KK,KK,49,204.0
SJD,IAH,CO,CO,153,878.0
SAT,LAX,CO,CO,187,1056.0
SAT,MEX,CO,CO,120,611.0
BZE,IAH,CO,CO,150,847.0
SDU,CGH,KK,KK,49,204.0
SDU,CGH,KK,KK,49,204.0
SDU,CGH,KK,KK,49,204.0
SDU,CGH,KK,KK,47,204.0
SDU,CGH,KK,KK,49,204.0
SDU,CGH,KK,KK,44,204.0
SDU,CGH,KK,KK,53,204.0
SDU,CGH,KK,KK,50,204.0
AKL,NGO,NZ,NZ,690,4846.0
AKL,SIN,NZ,NZ,640,4562.0
BUR,PHX,HP,HP,76,319.0
AKL,PER,NZ,NZ,445,2889.0
FOR,CPQ,KK,KK,191,1262.0
PER,AKL,NZ,NZ,385,2889.0
SJC,IAH,CO,CO,229,1401.0
MYR,CLT,US,US,49,129.0
SJC,IAH,CO,CO,230,1401.0
MYR,CLT,US,US,49,129.0
PTY,HAV,CM,CM,145,862.0
NGO,AKL,NZ,NZ,670,4846.0
IAH,ABQ,CO,CO,128,649.0
GRU,LIS,RG,RG,579,4318.0
BWI,CLE,CO,CO,77,278.0
IAH,ORD,CO,CO,147,811.0
DPS,SUB,BO,BO,40,163.0
DPS,SUB,BO,BO,40,163.0
MYR,ATL,FL,FL,70,275.0
GDL,TRC,JR,JR,65,304.0
TRC,GDL,JR,JR,65,304.0
MDW,MSP,FL,FL,90,309.0
MCO,ATL,FL,FL,90,348.0
MCO,ATL,FL,FL,90,348.0
GPT,ATL,FL,FL,70,303.0
TIJ,HMO,JR,JR,65,365.0
MSY,ATL,FL,FL,80,368.0
GDL,MEX,JR,JR,70,251.0
TPA,GPT,FL,FL,80,374.0
MCO,ATL,FL,FL,100,348.0
MCO,ATL,FL,FL,93,348.0
MCO,ATL,FL,FL,90,348.0
TPA,ATL,FL,FL,90,355.0
DAY,ATL,FL,FL,95,379.0
MEX,SLP,JR,JR,50,201.0
MEM,ATL,FL,FL,70,289.0
MEM,ATL,FL,FL,80,289.0
DAY,ATL,FL,FL,88,379.0
PHF,ATL,FL,FL,95,446.0
BTH,CGK,BO,BO,95,467.0
PHF,ATL,FL,FL,105,446.0
PHF,ATL,FL,FL,103,446.0
JAX,ATL,FL,FL,65,234.0
UPG,SUB,BO,BO,80,429.0
CAK,ATL,FL,FL,100,468.0
CAK,ATL,FL,FL,95,468.0
TOL,ATL,FL,FL,95,482.0
MSY,ATL,FL,FL,90,368.0
TOL,ATL,FL,FL,105,482.0
GDL,MEX,JR,JR,70,251.0
MSY,ATL,FL,FL,90,368.0
MSY,ATL,FL,FL,90,368.0
GDL,CUL,JR,JR,70,348.0
MDW,ATL,FL,FL,110,515.0
DGO,MEX,JR,JR,85,419.0
MDW,ATL,FL,FL,110,515.0
BDJ,CGK,BO,BO,95,517.0
CGK,BDJ,BO,BO,95,517.0
LAP,MZT,JR,JR,50,231.0
ATL,MIA,FL,FL,115,518.0
ATL,FLL,FL,FL,107,509.0
ATL,MDW,FL,FL,100,515.0
MIA,ATL,FL,FL,110,518.0
FLL,ATL,FL,FL,107,509.0
SAV,ATL,FL,FL,55,188.0
GPT,FLL,FL,FL,102,541.0
GPT,TPA,FL,FL,70,374.0
GPT,HOU,FL,FL,75,330.0
TPA,ATL,FL,FL,90,355.0
MCO,ATL,FL,FL,93,348.0
TPA,ATL,FL,FL,90,355.0
TPA,ATL,FL,FL,85,355.0
MCO,ATL,FL,FL,80,348.0
BJX,MEX,JR,JR,55,168.0
TPA,ATL,FL,FL,90,355.0
GPT,ATL,FL,FL,75,303.0
GPT,DFW,FL,FL,95,437.0
MLI,ATL,FL,FL,110,559.0
MEM,ATL,FL,FL,85,289.0
MEM,ATL,FL,FL,75,289.0
MEX,MTY,JR,JR,75,394.0
FNT,ATL,FL,FL,125,572.0
FNT,ATL,FL,FL,113,572.0
CUL,GDL,JR,JR,65,348.0
PHF,ATL,FL,FL,100,446.0
JAX,ATL,FL,FL,80,234.0
MEX,CUL,JR,JR,105,573.0
BDJ,SUB,BO,BO,55,270.0
MEX,DGO,JR,JR,80,419.0
MEX,GDL,JR,JR,60,251.0
ATL,PHL,FL,FL,131,582.0
ATL,MCO,FL,FL,85,348.0
HOU,ATL,FL,FL,120,604.0
SUB,UPG,BO,BO,80,429.0
SUB,BPN,BO,BO,80,452.0
LGA,ATL,FL,FL,147,668.0
LGA,ATL,FL,FL,155,668.0
LGA,ATL,FL,FL,155,668.0
SLP,MEX,JR,JR,60,201.0
LGA,ATL,FL,FL,140,668.0
MZT,LAP,JR,JR,50,231.0
GSO,ATL,FL,FL,68,269.0
BUF,ATL,FL,FL,125,624.0
CCS,BRM,VE,VE,40,142.0
BUF,ATL,FL,FL,125,624.0
LGA,ATL,FL,FL,170,668.0
CJS,TRC,JR,JR,70,401.0
BUF,ATL,FL,FL,135,624.0
LGA,ATL,FL,FL,166,668.0
GSO,ATL,FL,FL,76,269.0
LGA,ATL,FL,FL,155,668.0
GSO,ATL,FL,FL,94,269.0
MZT,MEX,JR,JR,95,469.0
LMM,MEX,JR,JR,115,669.0
CGK,BTH,BO,BO,95,467.0
RSW,ATL,FL,FL,105,455.0
CGK,SUB,BO,BO,75,378.0
CGK,SUB,BO,BO,75,378.0
LMM,CEN,JR,JR,30,111.0
LAP,CUL,JR,JR,40,168.0
MYR,ATL,FL,FL,75,275.0
RSW,ATL,FL,FL,105,455.0
MYR,ATL,FL,FL,70,275.0
LAP,TIJ,JR,JR,100,617.0
CUU,MEX,JR,JR,125,679.0
MTY,MEX,JR,JR,85,394.0
TRC,DGO,JR,JR,30,103.0
SVZ,BRM,VE,VE,35,228.0
DFW,ATL,FL,FL,130,632.0
DFW,GPT,FL,FL,90,437.0
MEX,CUU,JR,JR,110,679.0
MEX,MTY,JR,JR,75,394.0
DAY,ATL,FL,FL,95,379.0
MEX,TRC,JR,JR,80,444.0
MEX,LMM,JR,JR,115,669.0
BDJ,SUB,BO,BO,55,270.0
MEX,GDL,JR,JR,60,251.0
MEX,BJX,JR,JR,40,168.0
MEX,AGU,JR,JR,55,228.0
MLI,ATL,FL,FL,105,559.0
MEX,CUU,JR,JR,120,679.0
MEX,MZT,JR,JR,85,469.0
MLI,ATL,FL,FL,110,559.0
CUL,TIJ,JR,JR,110,683.0
FNT,ATL,FL,FL,123,572.0
CUL,LAP,JR,JR,40,168.0
CUL,MEX,JR,JR,105,573.0
JAX,ATL,FL,FL,65,234.0
CGK,BPN,BO,BO,120,686.0
TPA,PHL,FL,FL,160,802.0
TPA,ATL,FL,FL,90,355.0
TPA,ATL,FL,FL,80,355.0
TRC,TIJ,JR,JR,135,826.0
MDW,ATL,FL,FL,115,515.0
MDW,ATL,FL,FL,110,515.0
DFW,ATL,FL,FL,140,632.0
SVZ,MDE,VE,VE,45,215.0
ATL,BOS,FL,FL,160,830.0
ATL,FLL,FL,FL,107,509.0
ATL,MSY,FL,FL,90,368.0
ATL,RDU,FL,FL,80,310.0
ATL,GPT,FL,FL,80,303.0
PHL,TPA,FL,FL,150,802.0
ATL,MYR,FL,FL,85,275.0
ATL,MDW,FL,FL,105,515.0
ATL,PHF,FL,FL,100,446.0
ATL,BUF,FL,FL,130,624.0
ATL,MEM,FL,FL,80,289.0
ATL,LGA,FL,FL,143,668.0
ATL,MLI,FL,FL,126,559.0
ATL,HOU,FL,FL,125,604.0
ATL,LGA,FL,FL,140,668.0
ATL,GPT,FL,FL,75,303.0
ATL,TPA,FL,FL,83,355.0
ATL,VPS,FL,FL,78,220.0
ATL,BUF,FL,FL,120,624.0
ATL,MCO,FL,FL,75,348.0
ATL,MIA,FL,FL,110,518.0
RDU,ATL,FL,FL,75,310.0
ATL,PHF,FL,FL,94,446.0
ATL,TPA,FL,FL,82,355.0
ATL,SAV,FL,FL,65,188.0
ATL,GSO,FL,FL,70,269.0
ATL,PHL,FL,FL,125,582.0
PHL,ATL,FL,FL,145,582.0
ATL,DFW,FL,FL,140,632.0
ATL,IAD,FL,FL,105,469.0
ATL,MDW,FL,FL,105,515.0
ATL,DAY,FL,FL,86,379.0
ATL,MEM,FL,FL,80,289.0
ATL,LGA,FL,FL,140,668.0
ATL,BOS,FL,FL,155,830.0
BRM,CCS,VE,VE,40,142.0
ATL,CAK,FL,FL,100,468.0
ATL,JAX,FL,FL,65,234.0
ATL,FNT,FL,FL,110,572.0
ATL,FLL,FL,FL,110,509.0
ATL,GSO,FL,FL,75,269.0
ATL,TPA,FL,FL,91,355.0
ATL,MSY,FL,FL,85,368.0
ATL,CAK,FL,FL,104,468.0
ATL,LGA,FL,FL,150,668.0
ATL,RDU,FL,FL,85,310.0
ATL,JAX,FL,FL,65,234.0
RDU,ATL,FL,FL,72,310.0
ATL,TPA,FL,FL,85,355.0
ATL,FNT,FL,FL,129,572.0
ATL,JAX,FL,FL,78,234.0
ATL,EWR,FL,FL,150,656.0
ATL,MCO,FL,FL,85,348.0
ATL,FLL,FL,FL,107,509.0
ATL,TPA,FL,FL,85,355.0
ATL,TOL,FL,FL,105,482.0
ATL,LGA,FL,FL,144,668.0
ATL,SAV,FL,FL,65,188.0
ATL,GSO,FL,FL,70,269.0
BMI,ATL,FL,FL,100,472.0
ATL,HOU,FL,FL,128,604.0
ATL,PHF,FL,FL,95,446.0
ATL,IAD,FL,FL,100,469.0
ATL,DFW,FL,FL,140,632.0
ATL,IAD,FL,FL,115,469.0
ATL,EWR,FL,FL,145,656.0
ATL,HOU,FL,FL,130,604.0
ATL,MCO,FL,FL,82,348.0
ATL,PHL,FL,FL,115,582.0
ATL,SAV,FL,FL,60,188.0
ATL,MEM,FL,FL,75,289.0
ATL,DAY,FL,FL,95,379.0
ATL,LGA,FL,FL,125,668.0
ATL,BMI,FL,FL,100,472.0
ATL,VPS,FL,FL,62,220.0
ATL,MDW,FL,FL,110,515.0
ATL,IAD,FL,FL,110,469.0
ATL,FNT,FL,FL,115,572.0
ATL,PHF,FL,FL,105,446.0
ATL,DFW,FL,FL,135,632.0
ATL,RDU,FL,FL,85,310.0
ATL,TPA,FL,FL,85,355.0
ATL,TOL,FL,FL,105,482.0
ATL,MLI,FL,FL,110,559.0
ATL,MIA,FL,FL,110,518.0
ATL,MSY,FL,FL,85,368.0
ATL,LGA,FL,FL,130,668.0
ATL,TOL,FL,FL,105,482.0
ATL,IAD,FL,FL,115,469.0
BRM,SVZ,VE,VE,40,228.0
ATL,TPA,FL,FL,92,355.0
ATL,EWR,FL,FL,125,656.0
ATL,EWR,FL,FL,155,656.0
ATL,BMI,FL,FL,100,472.0
ATL,HOU,FL,FL,130,604.0
ATL,VPS,FL,FL,73,220.0
PHL,ATL,FL,FL,120,582.0
ATL,MYR,FL,FL,72,275.0
ATL,FLL,FL,FL,110,509.0
RDU,ATL,FL,FL,85,310.0
BMI,ATL,FL,FL,95,472.0
ATL,RSW,FL,FL,90,455.0
ATL,BOS,FL,FL,155,830.0
ATL,MYR,FL,FL,70,275.0
MDE,SVZ,VE,VC,40,215.0
ATL,DFW,FL,FL,135,632.0
ATL,MDW,FL,FL,110,515.0
ATL,RSW,FL,FL,95,455.0
ATL,MCO,FL,FL,85,348.0
ATL,MEM,FL,FL,77,289.0
ATL,MLI,FL,FL,110,559.0
ATL,MSY,FL,FL,94,368.0
PHL,ATL,FL,FL,130,582.0
ATL,BUF,FL,FL,115,624.0
ATL,HOU,FL,FL,130,604.0
ATL,MDW,FL,FL,125,515.0
ATL,DFW,FL,FL,135,632.0
ATL,IAD,FL,FL,100,469.0
ATL,DAY,FL,FL,86,379.0
ATL,CAK,FL,FL,100,468.0
ATL,MCO,FL,FL,90,348.0
ATL,MDW,FL,FL,100,515.0
ATL,DFW,FL,FL,135,632.0
BOS,ATL,FL,FL,170,830.0
HOU,ATL,FL,FL,120,604.0
TIJ,LAP,JR,JR,105,617.0
BOS,ATL,FL,FL,175,830.0
SUB,CGK,BO,BO,75,378.0
BOS,ATL,FL,FL,175,830.0
SUB,SIN,BO,BO,135,755.0
IAD,ATL,FL,FL,95,469.0
TIJ,DGO,JR,JR,130,830.0
SUB,BDJ,BO,BO,55,270.0
TIJ,CUL,JR,JR,110,683.0
SUB,CGK,BO,BO,75,378.0
IAD,ATL,FL,FL,115,469.0
FLL,PHL,FL,FL,160,868.0
SAV,ATL,FL,FL,65,188.0
FLL,ATL,FL,FL,100,509.0
FLL,ATL,FL,FL,110,509.0
FLL,ATL,FL,FL,118,509.0
MIA,ATL,FL,FL,115,518.0
EWR,ATL,FL,FL,155,656.0
FLL,ATL,FL,FL,113,509.0
MSP,MDW,FL,FL,100,309.0
EWR,ATL,FL,FL,155,656.0
MSP,MDW,FL,FL,100,309.0
HMO,TIJ,JR,JR,70,365.0
MSP,MDW,FL,FL,90,309.0
FLL,GPT,FL,FL,105,541.0
HMO,MTY,JR,JR,105,620.0
PBC,GDL,JR,JR,65,298.0
MSP,MDW,FL,FL,100,309.0
MIA,ATL,FL,FL,125,518.0
EWR,ATL,FL,FL,140,656.0
EWR,ATL,FL,FL,130,656.0
SAV,ATL,FL,FL,60,188.0
EWR,ATL,FL,FL,160,656.0
CAK,ATL,FL,FL,110,468.0
PHL,FLL,FL,FL,158,868.0
ATL,BOS,FL,FL,155,830.0
ATL,MCO,FL,FL,104,348.0
ATL,EWR,FL,FL,130,656.0
AGU,TIJ,JR,JR,160,1022.0
DGO,TIJ,JR,JR,130,830.0
MDW,ATL,FL,FL,105,515.0
DFW,ATL,FL,FL,115,632.0
MTY,MEX,JR,JR,85,394.0
DGO,TRC,JR,JR,30,103.0
DFW,ATL,FL,FL,130,632.0
MDW,ATL,FL,FL,115,515.0
CEN,LMM,JR,JR,30,111.0
CUU,MEX,JR,JR,115,679.0
AGU,MEX,JR,JR,55,228.0
TRC,MEX,JR,JR,95,444.0
DFW,ATL,FL,FL,120,632.0
DFW,ATL,FL,FL,130,632.0
MDW,MSP,FL,FL,90,309.0
CUU,TIJ,JR,JR,105,612.0
SIN,SUB,BO,BO,135,755.0
DGO,GDL,JR,JR,50,230.0
TRC,CJS,JR,JR,70,401.0
MTY,HMO,JR,JR,105,620.0
MDW,MSP,FL,FL,85,309.0
MDW,MSP,FL,FL,80,309.0
MDW,ATL,FL,FL,115,515.0
GDL,TIJ,JR,JR,160,1031.0
TOL,ATL,FL,FL,105,482.0
GDL,PBC,JR,JR,70,298.0
GDL,DGO,JR,JR,50,230.0
TIJ,GDL,JR,JR,160,1031.0
SUB,DPS,BO,BO,40,163.0
IAD,ATL,FL,FL,115,469.0
IAD,ATL,FL,FL,105,469.0
HOU,ATL,FL,FL,120,604.0
TIJ,CUU,JR,JR,100,612.0
HOU,ATL,FL,FL,115,604.0
HOU,GPT,FL,FL,65,330.0
BOS,ATL,FL,FL,185,830.0
BJX,TIJ,JR,JR,170,1083.0
TIJ,BJX,JR,JR,165,1083.0
HOU,ATL,FL,FL,115,604.0
IAD,ATL,FL,FL,110,469.0
BPN,SUB,BO,BO,80,452.0
SUB,BPN,BO,BO,80,452.0
SUB,DPS,BO,BO,40,163.0
BPN,CGK,BO,BO,120,686.0
SUB,BDJ,BO,BO,55,270.0
VPS,ATL,FL,FL,65,220.0
TIJ,CUU,JR,JR,100,612.0
IAD,ATL,FL,FL,105,469.0
TIJ,AGU,JR,JR,155,1022.0
VPS,ATL,FL,FL,67,220.0
VPS,ATL,FL,FL,65,220.0
BPN,SUB,BO,BO,80,452.0
TIJ,TRC,JR,JR,130,826.0
BKK,CNX,TG,TG,70,322.0
BOM,CCJ,IC,IC,100,514.0
SIN,BKK,TG,TG,135,772.0
MNL,BKK,TG,TG,195,1177.0
BKK,CGK,TG,TG,210,1255.0
CNX,BKK,TG,TG,70,322.0
CGK,BKK,TG,TG,210,1255.0
SHJ,CCJ,IC,IC,210,1448.0
CCJ,SHJ,IC,IC,240,1448.0
CCJ,BOM,IC,IC,100,514.0
CGK,SEL,KE,GA,395,2879.0
SEL,CGK,KE,GA,420,2879.0
CNX,BKK,TG,TG,70,322.0
BKK,MNL,TG,TG,190,1177.0
BKK,CNX,TG,TG,70,322.0
BCN,MAD,UX,UX,60,272.0
EDI,LTN,U2,U2,75,275.0
EDI,LTN,U2,U2,75,275.0
EDI,LTN,U2,U2,75,275.0
EDI,LTN,U2,U2,70,275.0
ABZ,LTN,U2,U2,90,330.0
INV,LTN,U2,U2,90,371.0
NCE,LTN,U2,U2,140,577.0
ABZ,LTN,U2,U2,90,330.0
EDI,LTN,U2,U2,70,275.0
NCE,LTN,U2,U2,140,577.0
NCE,LTN,U2,U2,140,577.0
EDI,LTN,U2,U2,70,275.0
NCE,LTN,U2,U2,130,577.0
EDI,STN,OG,OG,80,284.0
LTN,BCN,U2,U2,130,641.0
LTN,BCN,U2,U2,125,641.0
LTN,NCE,U2,U2,125,577.0
LTN,LPL,U2,U2,55,129.0
LTN,ABZ,U2,U2,85,330.0
AMS,LPL,U2,U2,85,288.0
LTN,GLA,U2,U2,75,281.0
LTN,EDI,U2,U2,75,275.0
LTN,NCE,U2,U2,125,577.0
LTN,AMS,U2,U2,70,197.0
LTN,GLA,U2,U2,75,281.0
AMS,LTN,U2,U2,65,197.0
BCN,LPL,U2,U2,155,751.0
BCN,LTN,U2,U2,135,641.0
LPL,BCN,U2,U2,135,751.0
BFS,LPL,U2,U2,55,145.0
LPL,LTN,U2,U2,45,129.0
GLA,LTN,U2,U2,75,281.0
LPL,LTN,U2,U2,45,129.0
BFS,LTN,U2,U2,65,272.0
LPL,AMS,U2,U2,80,288.0
LPL,AMS,U2,U2,75,288.0
LPL,BFS,U2,U2,45,145.0
BFS,LPL,U2,U2,50,145.0
LPL,AMS,U2,U2,75,288.0
LPL,BFS,U2,U2,45,145.0
STN,EDI,OG,OG,75,284.0
LPL,BFS,U2,U2,50,145.0
BFS,LPL,U2,U2,50,145.0
GLA,LTN,U2,U2,75,281.0
GLA,LTN,U2,U2,70,281.0
BFS,LPL,U2,U2,50,145.0
STN,GLA,OG,OG,75,292.0
PMI,LTN,U2,U2,155,756.0
LPL,PMI,U2,U2,150,867.0
GLA,LTN,U2,U2,75,281.0
GLA,LTN,U2,U2,70,281.0
BFS,LPL,U2,U2,55,145.0
BFS,LPL,U2,U2,50,145.0
GLA,STN,OG,OG,80,292.0
STN,GLA,OG,OG,80,292.0
GLA,STN,OG,OG,80,292.0
LPL,BFS,U2,U2,45,145.0
LPL,MAD,U2,U2,150,778.0
BFS,LTN,U2,U2,70,272.0
BFS,LTN,U2,U2,70,272.0
PMI,LPL,U2,U2,175,867.0
AMM,JED,RJ,RJ,130,626.0
NAP,STN,OG,OG,185,883.0
JED,AMM,RJ,RJ,125,626.0
CPH,STN,OG,OG,110,498.0
STN,NAP,OG,OG,170,883.0
BFS,LTN,U2,U2,65,272.0
