id,Airline,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
562,HA,Female,disloyal Customer,59,Business travel,Business,247,4,4,4,2,4,4,4,4,5,5,4,3,4,4,0,0,satisfied
564,MQ,Male,Loyal Customer,49,Business travel,Business,89,5,5,5,5,3,4,5,5,5,5,5,3,5,5,0,0,satisfied
567,NK,Male,Loyal Customer,57,Business travel,Business,309,4,2,4,4,5,4,5,4,4,4,4,3,4,3,0,0,satisfied
570,OO,Male,disloyal Customer,40,Business travel,Business,164,1,1,1,5,3,1,3,3,4,4,5,5,4,3,29,24,neutral or dissatisfied
571,AA,Male,Loyal Customer,46,Business travel,Business,113,3,3,3,3,3,5,5,5,5,5,5,4,5,3,9,3,satisfied
572,AS,Male,disloyal Customer,64,Business travel,Business,282,3,3,3,3,4,3,3,4,3,2,3,2,4,4,0,0,neutral or dissatisfied
573,B26,Female,Loyal Customer,27,Business travel,Business,89,4,4,4,4,4,4,5,4,4,4,4,3,4,4,0,0,satisfied
574,DL,Male,disloyal Customer,25,Business travel,Business,113,5,3,5,2,4,5,4,4,5,2,4,5,5,4,0,0,satisfied
576,EV,Female,disloyal Customer,68,Business travel,Business,158,2,2,2,4,3,2,3,3,3,4,5,4,5,3,0,0,neutral or dissatisfied
581,F29,Male,disloyal Customer,25,Business travel,Business,164,4,0,4,4,5,4,1,5,5,5,4,4,5,5,47,57,satisfied
582,HA,Female,disloyal Customer,33,Business travel,Business,158,2,2,2,5,4,2,2,4,3,5,4,5,5,4,0,2,neutral or dissatisfied
583,MQ,Female,Loyal Customer,58,Business travel,Business,164,1,1,1,1,5,5,4,5,5,5,4,5,5,4,0,0,satisfied
585,NK,Male,Loyal Customer,46,Business travel,Business,164,1,1,4,1,2,4,4,4,4,4,5,3,4,3,0,0,satisfied
598,OO,Male,Loyal Customer,56,Business travel,Business,247,2,2,3,2,4,4,5,5,5,5,5,5,5,3,1,8,satisfied
600,AA,Female,Loyal Customer,56,Business travel,Business,134,5,5,5,5,5,4,4,5,5,5,4,5,5,4,0,2,satisfied
604,AS,Male,Loyal Customer,47,Business travel,Business,396,3,3,3,3,4,5,4,5,5,5,5,3,5,4,0,0,satisfied
605,B27,Female,Loyal Customer,39,Business travel,Business,270,1,1,1,1,3,5,5,5,5,5,5,4,5,5,20,26,satisfied
606,DL,Male,Loyal Customer,46,Business travel,Business,134,3,4,4,4,2,4,4,2,2,2,3,4,2,3,0,0,neutral or dissatisfied
611,EV,Male,Loyal Customer,56,Business travel,Business,158,5,5,5,5,3,4,4,5,5,5,4,5,5,4,0,0,satisfied
614,F30,Male,disloyal Customer,40,Business travel,Business,309,3,3,3,3,2,3,2,2,3,2,5,4,4,2,0,0,neutral or dissatisfied
616,HA,Male,disloyal Customer,27,Business travel,Business,89,2,2,2,4,1,2,1,1,5,3,5,3,5,1,0,0,neutral or dissatisfied
619,MQ,Male,Loyal Customer,43,Business travel,Business,312,5,5,5,5,2,4,5,5,5,5,5,4,5,3,0,0,satisfied
622,NK,Male,Loyal Customer,43,Business travel,Business,229,4,4,4,4,4,4,5,5,5,5,5,4,5,3,0,0,satisfied
623,OO,Male,disloyal Customer,39,Business travel,Business,309,2,2,2,1,1,2,1,1,3,3,4,5,5,1,0,0,neutral or dissatisfied
625,AA,Male,Loyal Customer,46,Business travel,Business,102,1,1,1,1,5,4,5,4,4,4,4,3,4,3,101,98,satisfied
627,AS,Male,Loyal Customer,45,Business travel,Business,247,2,2,2,2,5,4,4,5,5,5,5,4,5,3,28,14,satisfied
629,B28,Male,disloyal Customer,35,Business travel,Business,89,3,3,3,3,3,3,3,3,5,3,4,4,5,3,0,0,neutral or dissatisfied
631,DL,Female,Loyal Customer,42,Business travel,Business,164,0,4,0,1,5,4,4,4,4,4,4,4,4,3,0,0,satisfied
634,EV,Female,Loyal Customer,39,Business travel,Business,113,5,5,5,5,4,5,5,5,5,5,5,4,5,5,0,0,satisfied
637,F31,Male,disloyal Customer,23,Business travel,Business,229,4,0,4,4,1,4,1,1,5,4,4,5,4,1,0,0,satisfied
640,HA,Male,Loyal Customer,40,Business travel,Business,282,0,0,0,4,4,5,5,3,3,3,3,3,3,4,0,0,satisfied
644,MQ,Female,Loyal Customer,49,Business travel,Business,89,0,4,0,3,5,5,4,5,5,5,5,5,5,5,0,0,satisfied
645,NK,Male,Loyal Customer,58,Business travel,Business,164,4,4,4,4,3,4,5,4,4,4,4,4,4,3,0,0,satisfied
648,OO,Male,disloyal Customer,21,Business travel,Eco,396,3,0,3,2,2,3,2,2,5,2,4,4,5,2,0,0,neutral or dissatisfied
656,AA,Male,disloyal Customer,39,Business travel,Business,312,4,4,4,3,3,4,3,3,3,2,4,4,5,3,0,0,neutral or dissatisfied
659,AS,Male,Loyal Customer,49,Business travel,Business,229,5,5,5,5,5,4,4,4,4,4,4,3,4,4,0,1,satisfied
665,B29,Female,Loyal Customer,41,Business travel,Business,229,1,1,1,1,5,5,5,5,5,5,5,4,5,4,0,0,satisfied
666,DL,Female,disloyal Customer,26,Business travel,Business,164,3,0,3,4,4,3,2,4,5,2,4,4,5,4,0,0,neutral or dissatisfied
667,EV,Female,Loyal Customer,54,Business travel,Business,229,1,1,1,1,4,5,5,5,5,5,5,4,5,4,0,0,satisfied
668,F32,Female,Loyal Customer,46,Business travel,Business,89,0,5,0,4,5,4,5,1,1,1,1,4,1,4,0,0,satisfied
670,HA,Female,disloyal Customer,50,Business travel,Business,134,1,1,1,4,5,1,5,5,1,1,4,2,4,5,0,10,neutral or dissatisfied
671,MQ,Female,disloyal Customer,21,Business travel,Eco,134,1,0,1,1,4,1,4,4,4,5,5,5,4,4,0,0,neutral or dissatisfied
675,NK,Female,Loyal Customer,46,Business travel,Business,113,3,3,3,3,4,4,4,5,5,5,4,4,5,5,0,0,satisfied
676,OO,Female,Loyal Customer,52,Business travel,Business,229,2,2,2,2,2,4,5,4,4,4,4,3,4,3,0,0,satisfied
677,AA,Female,disloyal Customer,24,Business travel,Eco,309,1,5,1,2,4,1,2,4,3,4,4,5,4,4,0,0,neutral or dissatisfied
678,AS,Female,Loyal Customer,54,Business travel,Business,164,5,1,5,5,4,4,4,4,4,4,5,4,4,5,0,0,satisfied
682,B30,Female,disloyal Customer,27,Business travel,Business,247,2,2,2,2,1,2,1,1,3,2,4,3,4,1,9,8,neutral or dissatisfied
683,DL,Male,Loyal Customer,42,Business travel,Business,134,3,3,3,3,2,5,5,5,5,5,5,5,5,3,0,0,satisfied
684,EV,Male,Loyal Customer,32,Business travel,Business,134,2,1,1,1,1,1,2,1,4,3,4,4,3,1,3,0,neutral or dissatisfied
685,F33,Male,Loyal Customer,54,Business travel,Business,309,2,4,4,4,5,4,3,2,2,2,2,1,2,1,0,0,neutral or dissatisfied
687,HA,Male,Loyal Customer,32,Business travel,Business,282,3,3,5,3,4,4,4,4,5,3,4,4,4,4,0,0,satisfied
690,MQ,Female,Loyal Customer,59,Business travel,Business,164,0,4,0,4,5,5,5,4,4,4,4,4,4,4,0,0,satisfied
691,NK,Male,disloyal Customer,37,Business travel,Business,309,2,2,2,4,1,2,1,1,4,3,5,3,5,1,0,0,neutral or dissatisfied
692,OO,Male,disloyal Customer,26,Business travel,Business,164,2,5,3,4,5,3,5,5,3,2,4,3,4,5,0,0,neutral or dissatisfied
695,AA,Male,disloyal Customer,20,Business travel,Eco,89,1,4,1,5,3,1,1,3,5,2,4,4,4,3,0,0,neutral or dissatisfied
696,AS,Male,disloyal Customer,22,Business travel,Eco,102,1,5,1,3,4,1,4,4,4,3,4,5,4,4,0,0,neutral or dissatisfied
699,B31,Female,Loyal Customer,46,Business travel,Business,113,4,4,4,4,4,4,4,4,4,4,4,5,4,3,8,8,satisfied
702,DL,Female,Loyal Customer,34,Business travel,Business,158,4,4,4,4,3,5,4,5,5,5,4,4,5,4,6,0,satisfied
703,EV,Male,disloyal Customer,50,Business travel,Business,134,2,2,2,3,4,2,4,4,5,5,4,5,4,4,15,43,neutral or dissatisfied
707,F34,Male,disloyal Customer,55,Business travel,Business,113,4,4,4,3,4,4,4,4,3,4,5,5,4,4,0,0,satisfied
710,HA,Female,Loyal Customer,40,Business travel,Business,158,4,4,4,4,4,5,4,5,4,4,5,4,4,4,116,135,satisfied
711,MQ,Male,Loyal Customer,36,Business travel,Business,89,4,4,4,4,5,5,5,4,2,5,5,5,4,5,134,129,satisfied
713,NK,Male,Loyal Customer,54,Business travel,Business,89,2,3,3,3,2,4,3,2,2,2,2,3,2,4,0,0,neutral or dissatisfied
714,OO,Female,disloyal Customer,37,Business travel,Business,89,4,4,4,3,3,4,3,3,5,5,4,3,5,3,0,0,neutral or dissatisfied
716,AA,Female,disloyal Customer,37,Business travel,Business,134,2,2,2,3,1,2,1,1,2,4,4,2,4,1,78,73,neutral or dissatisfied
718,AS,Female,disloyal Customer,47,Business travel,Business,89,2,2,2,5,4,2,2,4,3,5,4,4,5,4,0,0,neutral or dissatisfied
720,B32,Female,Loyal Customer,51,Business travel,Business,309,1,1,1,1,2,5,4,5,5,5,5,4,5,4,0,0,satisfied
721,DL,Female,disloyal Customer,44,Business travel,Business,354,2,3,3,3,5,2,5,5,3,2,4,3,5,5,0,0,neutral or dissatisfied
723,EV,Female,disloyal Customer,50,Business travel,Business,140,3,3,3,4,5,3,5,5,3,2,4,4,5,5,0,0,neutral or dissatisfied
725,F35,Male,disloyal Customer,21,Business travel,Eco,309,1,5,0,2,3,0,3,3,5,4,4,3,5,3,0,0,neutral or dissatisfied
728,HA,Male,disloyal Customer,16,Business travel,Eco,309,4,4,4,4,5,4,5,5,2,1,4,2,4,5,0,0,neutral or dissatisfied
729,MQ,Female,disloyal Customer,37,Business travel,Business,164,2,2,2,4,3,2,3,3,3,5,5,3,4,3,63,60,satisfied
733,NK,Female,Loyal Customer,57,Business travel,Business,354,0,0,0,3,3,5,5,4,4,3,3,3,4,3,0,0,satisfied
734,OO,Female,disloyal Customer,39,Business travel,Business,89,2,2,2,1,4,2,4,4,5,3,4,4,4,4,0,44,satisfied
736,AA,Male,disloyal Customer,56,Business travel,Business,229,2,2,2,3,3,2,3,3,4,3,3,3,4,3,0,0,neutral or dissatisfied
741,AS,Male,disloyal Customer,39,Business travel,Business,158,1,1,1,4,4,1,4,4,4,2,4,3,4,4,0,0,neutral or dissatisfied
742,B33,Female,Loyal Customer,46,Business travel,Business,158,2,5,5,5,1,3,2,1,1,2,2,1,1,3,0,0,neutral or dissatisfied
744,DL,Female,Loyal Customer,43,Business travel,Business,312,1,1,1,1,3,4,5,3,3,4,3,3,3,4,0,0,satisfied
749,EV,Male,Loyal Customer,58,Business travel,Business,354,3,3,3,3,3,4,4,4,4,4,4,5,4,3,10,8,satisfied
750,F36,Male,Loyal Customer,55,Business travel,Business,164,4,4,4,4,3,4,4,4,4,4,5,4,4,3,61,66,satisfied
751,HA,Female,disloyal Customer,21,Business travel,Eco,354,0,4,0,4,3,0,3,3,4,3,4,3,5,3,2,8,satisfied
755,MQ,Female,Loyal Customer,50,Business travel,Business,134,4,5,4,4,3,5,5,5,5,4,4,3,5,3,0,0,satisfied
757,NK,Female,disloyal Customer,38,Business travel,Business,113,3,3,3,4,5,3,5,5,3,2,3,3,3,5,0,0,neutral or dissatisfied
758,OO,Female,disloyal Customer,20,Business travel,Eco,134,4,4,4,2,2,4,2,2,3,3,5,3,4,2,34,21,neutral or dissatisfied
759,AA,Female,disloyal Customer,24,Business travel,Business,158,0,0,0,1,2,0,2,2,3,3,4,4,5,2,0,46,satisfied
760,AS,Female,disloyal Customer,37,Business travel,Business,309,1,1,1,3,2,1,2,2,5,2,4,5,4,2,71,61,neutral or dissatisfied
764,B34,Male,Loyal Customer,43,Business travel,Business,309,4,4,4,4,4,4,4,5,5,5,5,4,5,3,0,4,satisfied
766,DL,Female,Loyal Customer,60,Business travel,Business,354,1,1,1,1,2,5,5,4,4,4,4,3,4,3,0,0,satisfied
769,EV,Male,Loyal Customer,49,Business travel,Business,158,4,4,4,4,2,4,4,4,4,4,4,5,4,5,0,0,satisfied
771,F37,Male,Loyal Customer,44,Business travel,Business,312,3,3,5,3,3,5,5,5,5,5,5,3,5,3,0,0,satisfied
776,HA,Male,Loyal Customer,55,Business travel,Business,247,3,3,3,3,5,5,5,3,3,4,3,3,3,4,23,26,satisfied
779,MQ,Male,Loyal Customer,42,Business travel,Business,247,1,1,1,1,4,5,5,4,4,4,4,3,4,3,0,4,satisfied
780,NK,Male,Loyal Customer,60,Business travel,Business,113,0,4,0,1,2,5,5,5,5,5,5,5,5,5,0,0,satisfied
782,OO,Male,disloyal Customer,39,Business travel,Business,89,5,0,0,3,1,0,1,1,5,5,4,4,5,1,23,38,satisfied
784,AA,Male,disloyal Customer,24,Business travel,Eco,134,3,0,3,1,5,3,5,5,5,4,4,3,5,5,0,0,neutral or dissatisfied
785,AS,Male,disloyal Customer,40,Business travel,Business,270,4,4,4,4,4,4,4,4,5,5,5,4,5,4,0,0,neutral or dissatisfied
786,B35,Male,disloyal Customer,22,Business travel,Eco,134,1,4,1,4,4,1,4,4,2,2,3,3,4,4,27,18,neutral or dissatisfied
791,DL,Female,disloyal Customer,17,Business travel,Eco,354,3,4,3,4,4,3,4,4,1,4,3,4,4,4,10,12,neutral or dissatisfied
794,EV,Female,disloyal Customer,22,Business travel,Business,309,0,0,1,4,2,1,3,2,3,2,4,3,4,2,0,0,satisfied
795,F38,Female,disloyal Customer,44,Business travel,Business,354,3,2,2,3,5,3,5,5,1,4,2,2,3,5,22,20,neutral or dissatisfied
798,HA,Female,disloyal Customer,48,Business travel,Business,309,2,2,2,3,5,2,5,5,1,3,4,4,4,5,0,5,neutral or dissatisfied
800,MQ,Male,disloyal Customer,25,Business travel,Business,309,3,3,3,2,3,3,2,3,1,2,3,4,2,3,0,0,neutral or dissatisfied
802,NK,Male,Loyal Customer,47,Business travel,Business,134,2,3,3,3,4,4,4,2,2,2,2,2,2,2,0,0,neutral or dissatisfied
804,OO,Male,disloyal Customer,44,Business travel,Business,282,2,2,2,4,2,2,2,2,3,3,4,1,3,2,15,21,neutral or dissatisfied
807,AA,Female,disloyal Customer,58,Business travel,Business,396,4,4,4,4,5,4,5,5,2,4,4,1,3,5,0,0,neutral or dissatisfied
808,AS,Female,Loyal Customer,50,Business travel,Business,134,4,4,1,4,3,5,5,4,4,4,5,3,4,3,4,8,satisfied
809,B36,Male,Loyal Customer,57,Business travel,Business,309,2,1,1,1,2,2,3,2,2,2,2,2,2,1,17,16,neutral or dissatisfied
810,DL,Male,disloyal Customer,26,Business travel,Business,354,3,1,3,3,3,3,3,3,2,5,3,3,3,3,0,7,neutral or dissatisfied
812,EV,Female,disloyal Customer,22,Business travel,Business,229,2,3,2,3,2,2,2,2,1,4,3,4,3,2,37,37,neutral or dissatisfied
813,F39,Male,disloyal Customer,37,Business travel,Business,247,2,2,2,4,3,2,3,3,4,3,4,4,4,3,2,6,neutral or dissatisfied
815,HA,Male,Loyal Customer,40,Business travel,Business,158,0,4,0,5,4,4,4,4,4,4,4,3,4,3,0,0,satisfied
817,MQ,Male,Loyal Customer,51,Business travel,Business,102,1,1,1,1,3,4,5,5,5,5,4,3,5,5,0,0,satisfied
819,NK,Female,Loyal Customer,43,Business travel,Business,102,3,3,3,3,3,5,4,4,4,4,5,3,4,3,39,48,satisfied
820,OO,Male,disloyal Customer,41,Business travel,Business,309,2,2,2,4,2,2,2,2,3,4,4,3,4,2,18,18,neutral or dissatisfied
823,AA,Male,Loyal Customer,60,Business travel,Business,102,1,1,5,1,2,5,5,5,5,5,5,4,5,3,0,0,satisfied
828,AS,Female,Loyal Customer,61,Business travel,Business,396,4,4,4,4,3,4,5,4,4,4,4,5,4,4,13,2,satisfied
829,B37,Female,Loyal Customer,57,Business travel,Business,164,3,4,4,4,3,4,3,2,2,2,3,3,2,4,25,23,neutral or dissatisfied
830,DL,Female,disloyal Customer,27,Business travel,Business,89,3,3,3,3,3,3,3,3,3,1,4,1,4,3,57,52,neutral or dissatisfied
831,EV,Female,disloyal Customer,25,Business travel,Business,247,1,1,1,3,3,1,3,3,1,3,3,3,2,3,0,2,neutral or dissatisfied
832,F40,Female,Loyal Customer,38,Business travel,Business,134,1,3,3,3,3,4,4,2,2,2,1,1,2,3,0,16,neutral or dissatisfied
834,HA,Female,disloyal Customer,20,Business travel,Business,134,2,4,2,3,5,2,5,5,2,1,4,3,3,5,0,0,neutral or dissatisfied
840,MQ,Female,Loyal Customer,51,Business travel,Business,229,2,1,1,1,5,3,3,2,2,2,2,3,2,4,12,4,neutral or dissatisfied
842,NK,Male,Loyal Customer,52,Business travel,Business,134,0,5,0,1,4,4,5,5,5,5,5,5,5,3,0,0,satisfied
843,OO,Female,Loyal Customer,23,Business travel,Business,89,3,2,3,2,3,3,3,3,4,2,3,4,3,3,0,0,neutral or dissatisfied
847,AA,Male,Loyal Customer,48,Business travel,Business,134,3,3,2,3,2,5,5,5,5,5,4,3,5,4,0,0,satisfied
848,AS,Male,Loyal Customer,63,Business travel,Business,134,3,5,5,5,5,3,4,2,2,3,3,1,2,1,0,0,neutral or dissatisfied
852,B38,Male,Loyal Customer,49,Business travel,Business,134,2,3,1,3,3,2,2,1,1,1,2,4,1,3,0,0,neutral or dissatisfied
854,DL,Female,disloyal Customer,18,Business travel,Eco,158,5,0,5,4,3,5,5,3,5,2,4,4,5,3,0,0,satisfied
856,EV,Female,Loyal Customer,58,Business travel,Business,354,2,2,2,2,1,4,3,2,2,2,2,2,2,1,0,0,neutral or dissatisfied
859,F41,Female,Loyal Customer,50,Business travel,Business,309,3,3,3,3,3,4,5,4,4,4,4,4,4,5,0,0,satisfied
860,HA,Female,Loyal Customer,56,Business travel,Business,247,3,5,5,5,4,4,4,3,3,4,3,3,3,2,9,5,neutral or dissatisfied
861,MQ,Male,disloyal Customer,20,Business travel,Eco,113,2,0,2,1,4,2,2,4,5,5,4,3,5,4,0,0,neutral or dissatisfied
863,NK,Female,disloyal Customer,36,Business travel,Business,282,2,2,2,4,3,2,3,3,3,5,5,5,4,3,0,0,neutral or dissatisfied
864,OO,Female,disloyal Customer,39,Business travel,Business,312,3,3,3,3,3,3,3,3,3,4,4,3,4,3,9,3,neutral or dissatisfied
872,AA,Male,Loyal Customer,43,Business travel,Business,309,1,4,4,4,2,3,4,1,1,2,1,1,1,4,0,0,neutral or dissatisfied
875,AS,Female,Loyal Customer,31,Business travel,Business,229,2,5,5,5,2,2,2,2,3,2,4,1,3,2,0,0,neutral or dissatisfied
876,B39,Female,disloyal Customer,20,Business travel,Eco,134,4,3,5,3,4,5,4,4,1,1,4,4,4,4,0,0,neutral or dissatisfied
877,DL,Female,disloyal Customer,27,Business travel,Business,312,4,4,4,1,5,4,5,5,3,4,4,4,5,5,0,0,satisfied
878,EV,Female,disloyal Customer,37,Business travel,Business,312,4,4,4,1,2,4,2,2,5,2,5,5,4,2,0,0,satisfied
879,F42,Female,Loyal Customer,80,Business travel,Business,229,4,5,5,5,5,3,3,4,4,4,4,4,4,1,2,0,neutral or dissatisfied
881,HA,Male,disloyal Customer,59,Business travel,Business,134,3,2,2,3,1,3,1,1,1,1,3,2,3,1,0,0,neutral or dissatisfied
883,MQ,Female,Loyal Customer,15,Business travel,Business,270,2,3,3,3,2,2,2,2,3,2,3,4,2,2,0,0,neutral or dissatisfied
884,NK,Male,Loyal Customer,39,Business travel,Business,396,3,3,5,3,3,4,4,3,3,3,3,5,3,3,0,,satisfied
888,OO,Male,Loyal Customer,42,Business travel,Business,134,4,3,3,3,4,3,4,4,4,4,4,1,4,3,0,1,neutral or dissatisfied
889,AA,Male,disloyal Customer,17,Business travel,Eco,309,2,1,2,3,2,2,5,2,3,2,3,2,4,2,0,0,neutral or dissatisfied
891,AS,Female,Loyal Customer,51,Business travel,Business,134,1,1,1,1,3,4,5,4,4,4,5,5,4,3,0,0,satisfied
892,B40,Female,disloyal Customer,24,Business travel,Eco,113,2,2,2,4,3,2,3,3,4,5,4,2,4,3,20,6,neutral or dissatisfied
893,DL,Female,disloyal Customer,33,Business travel,Business,102,1,1,1,4,2,1,2,2,1,3,4,1,4,2,8,43,neutral or dissatisfied
894,EV,Male,disloyal Customer,26,Business travel,Business,89,4,3,4,4,4,4,3,4,1,1,3,2,4,4,29,25,neutral or dissatisfied
901,F43,Female,disloyal Customer,18,Business travel,Eco,309,3,3,3,3,2,3,2,2,2,1,4,4,3,2,48,63,neutral or dissatisfied
902,HA,Male,disloyal Customer,47,Business travel,Business,113,1,1,1,3,4,1,1,4,1,3,4,2,3,4,0,0,neutral or dissatisfied
903,MQ,Female,disloyal Customer,24,Business travel,Business,89,3,3,3,2,5,3,2,5,3,4,2,4,3,5,0,0,neutral or dissatisfied
904,NK,Female,Loyal Customer,51,Business travel,Business,354,3,1,1,1,2,3,4,3,3,2,3,2,3,2,0,0,neutral or dissatisfied
905,OO,Female,disloyal Customer,39,Business travel,Business,354,3,3,3,3,1,3,1,1,2,3,4,1,4,1,33,27,neutral or dissatisfied
906,AA,Female,Loyal Customer,42,Business travel,Business,247,3,4,4,4,5,3,3,3,3,3,3,1,3,1,0,0,neutral or dissatisfied
910,AS,Male,Loyal Customer,35,Business travel,Business,89,2,3,3,3,4,4,4,1,1,1,2,1,1,4,0,2,neutral or dissatisfied
911,B41,Female,disloyal Customer,23,Business travel,Eco,282,1,4,1,4,4,1,4,4,4,1,3,2,3,4,34,30,neutral or dissatisfied
915,DL,Female,disloyal Customer,24,Business travel,Eco,247,5,0,5,2,2,5,2,2,5,5,4,5,4,2,3,0,satisfied
916,EV,Female,disloyal Customer,61,Business travel,Business,247,5,5,5,3,4,5,4,4,4,4,4,3,4,4,0,0,satisfied
919,F44,Male,disloyal Customer,25,Business travel,Business,89,1,3,1,3,2,1,2,2,1,3,4,3,3,2,0,0,neutral or dissatisfied
922,HA,Female,Loyal Customer,60,Business travel,Business,309,3,4,3,4,1,3,3,3,3,3,3,1,3,4,0,2,neutral or dissatisfied
924,MQ,Female,Loyal Customer,41,Business travel,Business,102,1,5,5,5,2,3,4,2,2,2,1,2,2,4,0,0,neutral or dissatisfied
925,NK,Female,disloyal Customer,45,Business travel,Business,282,3,3,3,4,5,3,5,5,1,4,3,1,3,5,2,0,neutral or dissatisfied
926,OO,Female,Loyal Customer,25,Business travel,Business,89,4,5,5,5,0,1,4,0,2,4,4,3,4,0,27,29,neutral or dissatisfied
928,AA,Male,disloyal Customer,62,Business travel,Business,89,3,3,3,3,4,3,4,4,1,2,3,1,3,4,13,9,neutral or dissatisfied
929,AS,Male,Loyal Customer,34,Business travel,Business,158,4,4,4,4,5,4,4,5,5,5,5,3,5,3,0,0,satisfied
930,B42,Female,disloyal Customer,26,Business travel,Business,354,1,2,1,3,4,1,4,4,3,1,4,2,4,4,0,0,neutral or dissatisfied
931,DL,Female,Loyal Customer,57,Business travel,Business,164,2,2,2,2,5,3,2,2,2,2,2,2,2,1,29,39,neutral or dissatisfied
932,EV,Female,disloyal Customer,61,Business travel,Business,309,2,2,2,3,1,2,1,1,2,3,4,2,4,1,19,14,neutral or dissatisfied
934,F45,Female,disloyal Customer,42,Business travel,Business,282,2,2,2,4,3,2,3,3,3,3,5,4,4,3,12,0,neutral or dissatisfied
939,HA,Female,disloyal Customer,17,Business travel,Business,229,3,3,3,3,2,3,2,2,4,5,3,3,3,2,0,0,neutral or dissatisfied
940,MQ,Male,disloyal Customer,39,Business travel,Business,247,1,1,1,1,1,1,1,1,5,4,4,4,5,1,0,0,neutral or dissatisfied
946,NK,Male,Loyal Customer,56,Business travel,Business,140,4,1,1,1,2,3,3,2,2,2,4,3,2,4,15,21,neutral or dissatisfied
950,OO,Male,disloyal Customer,36,Business travel,Business,354,2,2,2,1,1,2,1,1,3,1,2,1,1,1,0,0,neutral or dissatisfied
953,AA,Male,Loyal Customer,56,Business travel,Business,89,3,4,4,4,1,4,4,1,1,2,3,3,1,1,0,0,neutral or dissatisfied
955,AS,Female,Loyal Customer,35,Business travel,Business,134,2,1,1,1,3,2,3,3,1,2,2,3,2,3,161,171,neutral or dissatisfied
956,B43,Female,disloyal Customer,21,Business travel,Eco,89,1,4,0,3,4,0,4,4,2,2,3,3,3,4,0,0,neutral or dissatisfied
957,DL,Female,Loyal Customer,17,Business travel,Business,312,2,2,2,2,4,4,4,4,5,3,5,4,4,4,0,0,satisfied
959,EV,Female,Loyal Customer,74,Business travel,Business,102,4,4,4,4,5,4,4,4,4,4,4,2,4,2,31,34,neutral or dissatisfied
960,F46,Male,Loyal Customer,48,Business travel,Business,102,0,4,0,2,5,4,4,2,2,2,2,4,2,3,0,0,satisfied
965,HA,Male,disloyal Customer,27,Business travel,Business,140,2,1,1,4,3,1,3,3,3,4,3,1,3,3,0,0,neutral or dissatisfied
967,MQ,Male,Loyal Customer,43,Business travel,Business,309,3,3,3,3,5,3,3,3,3,3,3,3,3,3,0,6,neutral or dissatisfied
968,NK,Male,Loyal Customer,57,Business travel,Business,309,3,3,3,3,1,3,3,3,3,3,3,2,3,2,0,0,neutral or dissatisfied
969,OO,Female,disloyal Customer,66,Business travel,Business,396,3,3,3,3,3,2,2,3,4,4,4,2,4,2,195,295,neutral or dissatisfied
970,AA,Male,Loyal Customer,57,Business travel,Business,89,2,2,2,2,2,4,4,5,5,5,4,3,5,4,5,4,satisfied
971,AS,Female,disloyal Customer,22,Business travel,Business,102,2,4,2,4,2,2,2,2,3,2,4,4,3,2,5,14,neutral or dissatisfied
974,B44,Female,disloyal Customer,37,Business travel,Business,158,1,1,1,3,5,1,4,5,2,3,4,3,4,5,0,0,neutral or dissatisfied
975,DL,Female,disloyal Customer,21,Business travel,Eco,309,1,2,1,4,2,1,2,2,2,3,4,3,3,2,0,0,neutral or dissatisfied
976,EV,Female,Loyal Customer,54,Business travel,Business,309,1,0,0,3,3,3,2,4,4,0,4,1,4,4,0,0,neutral or dissatisfied
978,F47,Male,disloyal Customer,37,Business travel,Business,312,5,4,4,4,4,4,4,4,4,4,5,4,5,4,0,0,satisfied
985,HA,Female,disloyal Customer,25,Business travel,Eco,282,2,3,2,2,1,2,1,1,2,1,5,5,5,1,0,0,neutral or dissatisfied
987,MQ,Male,Loyal Customer,42,Business travel,Eco,309,5,3,3,3,5,5,5,5,1,2,2,3,4,5,0,0,satisfied
989,NK,Female,Loyal Customer,48,Business travel,Eco,158,3,5,5,5,1,4,3,4,4,3,4,2,4,4,0,0,neutral or dissatisfied
990,OO,Male,Loyal Customer,40,Business travel,Eco,396,4,4,4,4,4,4,4,4,1,1,3,1,2,4,7,30,satisfied
991,AA,Male,Loyal Customer,40,Business travel,Eco,89,5,2,2,2,5,5,5,5,4,1,4,1,3,5,0,0,satisfied
995,AS,Male,Loyal Customer,35,Business travel,Eco,102,3,4,4,4,3,4,3,3,4,5,3,2,3,3,0,5,satisfied
996,B45,Female,disloyal Customer,34,Business travel,Eco,309,1,4,1,4,1,3,3,2,5,2,5,3,5,3,168,165,neutral or dissatisfied
997,DL,Male,Loyal Customer,56,Business travel,Eco,89,5,4,4,4,5,5,5,5,3,4,2,1,5,5,0,2,satisfied
998,EV,Male,Loyal Customer,37,Business travel,Eco,158,3,4,4,4,3,3,3,3,4,2,2,1,1,3,0,0,neutral or dissatisfied
1000,F48,Female,Loyal Customer,63,Business travel,Eco,140,5,5,4,5,5,1,3,4,4,5,4,5,4,1,5,0,satisfied
1001,HA,Male,Loyal Customer,52,Business travel,Eco,89,5,2,2,2,5,5,5,5,1,3,2,2,4,5,0,0,satisfied
