Origin,Origin Airport Name,Origin City Name,Origin Country Name,Origin Region Name,Destination,Destination Airport Name,Destination City Name,Destination Country Name,Destination Region Name,Marketing_Airline,Operating_Airline,Marketing Airline Name,Operating Airline Name,Code Share,Fleet,Manufacturer,Flight No,Effective Date,Discontinued Date,Departure Time,Arrival Time,Flight_Duration,Departure Terminal,Arrival Terminal,Restricted Code,Frequency,Schedule Type,DepCount,Operating Airline   Capacity,Operating Airline   ASM(Nautical)(Millions),Distance
MAD,ADOLFO SUAREZ-BARAJAS AIRPORT,MADRID,SPAIN,WESTERN EUROPE,SDQ,LAS AMERICAS INTL AIRPORT,SANTO DOMINGO,DOMINICAN REPUBLIC,CARIBBEAN,IB,IB,Iberia Lineas Aereas de Espana Sociedad Anonima Operadora,Iberia Lineas Aereas de Espana Sociedad Anonima Operadora,NO,340,AIRBUS,6513,20001101,20001130,12:00,15:35,515,1,, , 1-3-5-- ,AIR,3,720,2.6,3615.0
LHR,HEATHROW AIRPORT,LONDON,UNITED KINGDOM,WESTERN EUROPE,CMB,BANDARANAIKE INTERNATIONAL AIRPORT,COLOMBO,SRI LANKA,ASIA SUB-CONTINENT,UL,UL,SriLankan Airlines Limited,SriLankan Airlines Limited,NO,340,AIRBUS,504,20001101,20001130,21:25,14:35,670,4,, , --345-- ,AIR,3,720,3.4,4722.0
CMB,BANDARANAIKE INTERNATIONAL AIRPORT,COLOMBO,SRI LANKA,ASIA SUB-CONTINENT,SYD,KINGSFORD SMITH AIRPORT,SYDNEY,AUSTRALIA,AUSTRALIA,UL,UL,SriLankan Airlines Limited,SriLankan Airlines Limited,NO,340,AIRBUS,678,20001101,20001130,5:00,20:30,630,,I, , 1-3--6- ,AIR,3,720,3.42,4756.0
CCS,SIMON BOLIVAR INTL AIRPORT,CARACAS,VENEZUELA,SOUTH AMERICA,FRA,FRANKFURT INTERNATIONAL AIRPORT,FRANKFURT,GERMANY,WESTERN EUROPE,LH,LH,Deutsche Lufthansa AG,Deutsche Lufthansa AG,NO,340,AIRBUS,535,20001101,20001130,20:35,11:20,585,,1, , --3-5-7 ,AIR,3,720,3.15,4381.0
DXB,DUBAI INTERNATIONAL AIRPORT,DUBAI,UNITED ARAB EMIRATES,GULF,FRA,FRANKFURT INTERNATIONAL AIRPORT,FRANKFURT,GERMANY,WESTERN EUROPE,LH,LH,Deutsche Lufthansa AG,Deutsche Lufthansa AG,NO,340,AIRBUS,635,20001102,20001130,7:00,11:10,430,1,1, , 1--4-6- ,AIR,3,720,1.89,2629.0
HKG,HONG KONG INTERNATIONAL AIRPORT,HONG KONG,HONG KONG - CHINA,FAR EAST ASIA,FRA,FRANKFURT INTERNATIONAL AIRPORT,FRANKFURT,GERMANY,WESTERN EUROPE,LH,LH,Deutsche Lufthansa AG,Deutsche Lufthansa AG,NO,340,AIRBUS,733,20001101,20001130,23:05,4:55,770,,1, , --3-5-7 ,AIR,3,720,3.57,4957.0
CDG,CHARLES DE GAULLE AIRPORT,PARIS,FRANCE,WESTERN EUROPE,PVG,PUDONG INTERNATIONAL AIRPORT,SHANGHAI,CHINA,FAR EAST ASIA,MU,MU,China Eastern Airlines,China Eastern Airlines,NO,340,AIRBUS,554,20001101,20001130,12:25,7:00,695,2A,, , -2--56- ,AIR,3,720,3.61,5012.0
PVG,PUDONG INTERNATIONAL AIRPORT,SHANGHAI,CHINA,FAR EAST ASIA,CDG,CHARLES DE GAULLE AIRPORT,PARIS,FRANCE,WESTERN EUROPE,MU,MU,China Eastern Airlines,China Eastern Airlines,NO,340,AIRBUS,553,20001101,20001130,23:50,5:40,770,,2A, , 1--45-- ,AIR,3,720,3.61,5012.0
SFO,SAN FRANCISCO INTERNATIONAL AIRPORT,SAN FRANCISCO,UNITED STATES,NORTH AMERICA,MUC,MUNICH INTERNATIONAL,MUNICH,GERMANY,WESTERN EUROPE,LH,LH,Deutsche Lufthansa AG,Deutsche Lufthansa AG,NO,340,AIRBUS,459,20001101,20001130,17:50,13:50,660,I,, , 1--4-6- ,AIR,3,720,3.68,5111.0
FRA,FRANKFURT INTERNATIONAL AIRPORT,FRANKFURT,GERMANY,WESTERN EUROPE,HKG,HONG KONG INTERNATIONAL AIRPORT,HONG KONG,HONG KONG - CHINA,FAR EAST ASIA,LH,LH,Deutsche Lufthansa AG,Deutsche Lufthansa AG,NO,340,AIRBUS,732,20001101,20001130,22:35,17:05,690,1,, , -2-4-6- ,AIR,3,720,3.57,4957.0
FRA,FRANKFURT INTERNATIONAL AIRPORT,FRANKFURT,GERMANY,WESTERN EUROPE,CCS,SIMON BOLIVAR INTL AIRPORT,CARACAS,VENEZUELA,SOUTH AMERICA,LH,LH,Deutsche Lufthansa AG,Deutsche Lufthansa AG,NO,340,AIRBUS,534,20001101,20001130,13:25,18:55,630,1,, , --3-5-7 ,AIR,3,720,3.15,4381.0
SYD,KINGSFORD SMITH AIRPORT,SYDNEY,AUSTRALIA,AUSTRALIA,PVG,PUDONG INTERNATIONAL AIRPORT,SHANGHAI,CHINA,FAR EAST ASIA,MU,MU,China Eastern Airlines,China Eastern Airlines,NO,340,AIRBUS,562,20001101,20001130,12:50,19:45,595,I,, , 1-3--6- ,AIR,3,720,3.08,4284.0
SYD,KINGSFORD SMITH AIRPORT,SYDNEY,AUSTRALIA,AUSTRALIA,CMB,BANDARANAIKE INTERNATIONAL AIRPORT,COLOMBO,SRI LANKA,ASIA SUB-CONTINENT,UL,UL,SriLankan Airlines Limited,SriLankan Airlines Limited,NO,340,AIRBUS,679,20001101,20001130,21:50,4:00,670,I,, , 1-3--6- ,AIR,3,720,3.42,4756.0
GIG,GALEAO- A.C. JOBIM INTL AIRPORT,RIO DE JANEIRO,BRAZIL,SOUTH AMERICA,FRA,FRANKFURT INTERNATIONAL AIRPORT,FRANKFURT,GERMANY,WESTERN EUROPE,LH,LH,Deutsche Lufthansa AG,Deutsche Lufthansa AG,NO,340,AIRBUS,501,20001101,20001130,15:20,5:45,685,2,1, , --3-5-7 ,AIR,3,720,3.75,5205.0
EZE,MINISTRO PISTARINI AIRPORT,BUENOS AIRES,ARGENTINA,SOUTH AMERICA,LAX,LOS ANGELES INTERNATIONAL AIRPORT,LOS ANGELES,UNITED STATES,NORTH AMERICA,AR,AR,Aerolineas Argentinas S.A.,Aerolineas Argentinas S.A.,NO,340,AIRBUS,1382,20001101,20001130,11:30,19:05,755,,B, , 1-3--6- ,AIR,3,720,3.86,5362.0
LAX,LOS ANGELES INTERNATIONAL AIRPORT,LOS ANGELES,UNITED STATES,NORTH AMERICA,EZE,MINISTRO PISTARINI AIRPORT,BUENOS AIRES,ARGENTINA,SOUTH AMERICA,AR,AR,Aerolineas Argentinas S.A.,Aerolineas Argentinas S.A.,NO,340,AIRBUS,1383,20001101,20001130,21:05,13:55,710,B,, , 1-3--6- ,AIR,3,720,3.86,5362.0
FRA,FRANKFURT INTERNATIONAL AIRPORT,FRANKFURT,GERMANY,WESTERN EUROPE,SIN,CHANGI AIRPORT,SINGAPORE,SINGAPORE,SOUTHEAST ASIA,LH,LH,Deutsche Lufthansa AG,Deutsche Lufthansa AG,NO,340,AIRBUS,788,20001101,20001130,20:50,16:05,735,1,2, , 1-3-5-- ,AIR,3,720,4.01,5566.0
FRA,FRANKFURT INTERNATIONAL AIRPORT,FRANKFURT,GERMANY,WESTERN EUROPE,BOG,EL DORADO INTL AIRPORT,BOGOTA,COLOMBIA,SOUTH AMERICA,LH,LH,Deutsche Lufthansa AG,Deutsche Lufthansa AG,NO,340,AIRBUS,530,20001101,20001130,10:10,15:45,695,1,1, , 1--4-6- ,AIR,3,720,3.55,4927.0
MIA,MIAMI INTERNATIONAL AIRPORT,MIAMI,UNITED STATES,NORTH AMERICA,MAD,ADOLFO SUAREZ-BARAJAS AIRPORT,MADRID,SPAIN,WESTERN EUROPE,IB,IB,Iberia Lineas Aereas de Espana Sociedad Anonima Operadora,Iberia Lineas Aereas de Espana Sociedad Anonima Operadora,NO,340,AIRBUS,6160,20001101,20001107,23:30,13:45,495,,1,A, -23---7 ,AIR,3,720,2.77,3842.0
FRA,FRANKFURT INTERNATIONAL AIRPORT,FRANKFURT,GERMANY,WESTERN EUROPE,GIG,GALEAO- A.C. JOBIM INTL AIRPORT,RIO DE JANEIRO,BRAZIL,SOUTH AMERICA,LH,LH,Deutsche Lufthansa AG,Deutsche Lufthansa AG,NO,340,AIRBUS,500,20001101,20001130,22:05,7:10,725,1,2, , -2-4-6- ,AIR,3,720,3.75,5205.0
SIN,CHANGI AIRPORT,SINGAPORE,SINGAPORE,SOUTHEAST ASIA,FRA,FRANKFURT INTERNATIONAL AIRPORT,FRANKFURT,GERMANY,WESTERN EUROPE,LH,LH,Deutsche Lufthansa AG,Deutsche Lufthansa AG,NO,340,AIRBUS,789,20001101,20001130,22:40,5:30,830,2,1, , -2-4-6- ,AIR,3,720,4.01,5566.0
FRA,FRANKFURT INTERNATIONAL AIRPORT,FRANKFURT,GERMANY,WESTERN EUROPE,LIM,JORGE CHAVEZ INTL AIRPORT,LIMA,PERU,SOUTH AMERICA,LH,LH,Deutsche Lufthansa AG,Deutsche Lufthansa AG,NO,340,AIRBUS,538,20001101,20001130,9:50,17:30,820,1,, , -2--5-7 ,AIR,3,720,4.19,5823.0
SJU,LUIS MUNOZ MARIN INTERNATIONAL AIRPORT,SAN JUAN,PUERTO RICO,CARIBBEAN,MAD,ADOLFO SUAREZ-BARAJAS AIRPORT,MADRID,SPAIN,WESTERN EUROPE,IB,IB,Iberia Lineas Aereas de Espana Sociedad Anonima Operadora,Iberia Lineas Aereas de Espana Sociedad Anonima Operadora,NO,340,AIRBUS,6510,20001101,20001130,19:20,8:05,465,C,1,A, 1-3-5-- ,AIR,3,720,2.48,3449.0
LIM,JORGE CHAVEZ INTL AIRPORT,LIMA,PERU,SOUTH AMERICA,FRA,FRANKFURT INTERNATIONAL AIRPORT,FRANKFURT,GERMANY,WESTERN EUROPE,LH,LH,Deutsche Lufthansa AG,Deutsche Lufthansa AG,NO,340,AIRBUS,539,20001103,20001130,20:00,14:35,755,,1, , -2--5-7 ,AIR,3,720,4.19,5823.0
PVG,PUDONG INTERNATIONAL AIRPORT,SHANGHAI,CHINA,FAR EAST ASIA,SYD,KINGSFORD SMITH AIRPORT,SYDNEY,AUSTRALIA,AUSTRALIA,MU,MU,China Eastern Airlines,China Eastern Airlines,NO,340,AIRBUS,561,20001101,20001130,21:50,11:00,610,,I, , -2--5-7 ,AIR,3,720,3.08,4284.0
MUC,MUNICH INTERNATIONAL,MUNICH,GERMANY,WESTERN EUROPE,SFO,SAN FRANCISCO INTERNATIONAL AIRPORT,SAN FRANCISCO,UNITED STATES,NORTH AMERICA,LH,LH,Deutsche Lufthansa AG,Deutsche Lufthansa AG,NO,340,AIRBUS,458,20001102,20001130,11:35,15:00,745,,I, , 1--4-6- ,AIR,3,720,3.68,5111.0
BGI,GRANTLEY ADAMS INTERNATIONAL AIRPORT,BRIDGETOWN,BARBADOS,CARIBBEAN,LHR,HEATHROW AIRPORT,LONDON,UNITED KINGDOM,WESTERN EUROPE,BW,BW,Caribbean Airlines Limited,Caribbean Airlines Limited,NO,L15,Lockheed,900,20001101,20001130,22:00,10:10,490,,3, , 1--4-6- ,AIR,3,714,2.61,3662.0
FRA,FRANKFURT INTERNATIONAL AIRPORT,FRANKFURT,GERMANY,WESTERN EUROPE,ORD,O'HARE INTERNATIONAL AIRPORT,CHICAGO,UNITED STATES,NORTH AMERICA,UA,UA,"United Airlines, Inc.","United Airlines, Inc.",NO,744,BOEING,945,20001101,20001130,8:20,10:39,559,1,5, , --3-5-- ,AIR,2,694,2.62,3774.0
LHR,HEATHROW AIRPORT,LONDON,UNITED KINGDOM,WESTERN EUROPE,JNB,O.R. TAMBO INTERNATIONAL AIRPORT,JOHANNESBURG,SOUTH AFRICA,SOUTHERN AFRICA,SA,SA,South African Airways,South African Airways,NO,744,BOEING,229,20001104,20001117,21:05,9:55,650,1,, , 1----6- ,AIR,2,694,3.43,4936.0
EBB,ENTEBBE INTERNATIONAL AIRPORT,ENTEBBE,UGANDA,EAST AFRICA,AUH,ABU DHABI INTERNATIONAL AIRPORT,ABU DHABI,UNITED ARAB EMIRATES,GULF,QU,QU,Azur Air Ukraine Airlines LLC,Azur Air Ukraine Airlines LLC,NO,763,BOEING,5714,20001101,20001130,14:00,22:15,435,,, , --3--67 ,AIR,3,690,1.35,1962.0
LAX,LOS ANGELES INTERNATIONAL AIRPORT,LOS ANGELES,UNITED STATES,NORTH AMERICA,PPT,FAAA AIRPORT,PAPEETE,FRENCH POLYNESIA,PACIFIC,TN,TN,Air Tahiti Nui,Air Tahiti Nui,NO,342,AIRBUS,1,20001101,20001130,13:00,19:35,515,5,, , ----567 ,AIR,3,690,2.48,3601.0
PPT,FAAA AIRPORT,PAPEETE,FRENCH POLYNESIA,PACIFIC,LAX,LOS ANGELES INTERNATIONAL AIRPORT,LOS ANGELES,UNITED STATES,NORTH AMERICA,TN,TN,Air Tahiti Nui,Air Tahiti Nui,NO,342,AIRBUS,2,20001101,20001130,23:45,10:00,495,,5, , ---456- ,AIR,3,690,2.48,3601.0
AMS,SCHIPHOL AIRPORT,AMSTERDAM,NETHERLANDS,WESTERN EUROPE,MIA,MIAMI INTERNATIONAL AIRPORT,MIAMI,UNITED STATES,NORTH AMERICA,MP,MP,Martinair Holland N.V.,Martinair Holland N.V.,NO,763,BOEING,645,20001102,20001130,10:35,14:55,620,,, , -2-4--7 ,AIR,3,690,2.78,4034.0
MIA,MIAMI INTERNATIONAL AIRPORT,MIAMI,UNITED STATES,NORTH AMERICA,AMS,SCHIPHOL AIRPORT,AMSTERDAM,NETHERLANDS,WESTERN EUROPE,MP,MP,Martinair Holland N.V.,Martinair Holland N.V.,NO,763,BOEING,646,20001101,20001130,0:55,15:20,505,,, , 1-3-5-- ,AIR,3,690,2.78,4034.0
AUH,ABU DHABI INTERNATIONAL AIRPORT,ABU DHABI,UNITED ARAB EMIRATES,GULF,EBB,ENTEBBE INTERNATIONAL AIRPORT,ENTEBBE,UGANDA,EAST AFRICA,QU,QU,Azur Air Ukraine Airlines LLC,Azur Air Ukraine Airlines LLC,NO,763,BOEING,5713,20001101,20001130,2:00,8:15,435,,, , --3--67 ,AIR,3,690,1.35,1962.0
PER,PERTH INTERNATIONAL AIRPORT,PERTH,AUSTRALIA,AUSTRALIA,JNB,O.R. TAMBO INTERNATIONAL AIRPORT,JOHANNESBURG,SOUTH AFRICA,SOUTHERN AFRICA,QF,QF,Qantas Airways Ltd.,Qantas Airways Ltd.,NO,744,BOEING,63,20001102,20001108,12:50,17:20,630,I,, , ---4--7 ,AIR,2,690,3.1,4493.0
SIN,CHANGI AIRPORT,SINGAPORE,SINGAPORE,SOUTHEAST ASIA,LHR,HEATHROW AIRPORT,LONDON,UNITED KINGDOM,WESTERN EUROPE,QF,QF,Qantas Airways Ltd.,Qantas Airways Ltd.,NO,744,BOEING,31,20001101,20001130,7:45,13:45,840,1,4, , -2---6- ,AIR,2,690,4.07,5894.0
KUL,KUALA LUMPUR INTERNATIONAL AIRPORT,KUALA LUMPUR,MALAYSIA,SOUTHEAST ASIA,SYD,KINGSFORD SMITH AIRPORT,SYDNEY,AUSTRALIA,AUSTRALIA,NG,NG,LAUDA AIR LUFTFAHRT AG,LAUDA AIR LUFTFAHRT AG,NO,777,BOEING,1,20001101,20001130,8:35,19:15,460,,I, , 1-3---- ,AIR,2,688,2.46,3579.0
KUL,KUALA LUMPUR INTERNATIONAL AIRPORT,KUALA LUMPUR,MALAYSIA,SOUTHEAST ASIA,VIE,VIENNA INTERNATIONAL AIRPORT,VIENNA,AUSTRIA,WESTERN EUROPE,NG,NG,LAUDA AIR LUFTFAHRT AG,LAUDA AIR LUFTFAHRT AG,NO,777,BOEING,2,20001102,20001116,5:25,10:50,745,,, , ---4--7 ,AIR,2,688,3.51,5103.0
VIE,VIENNA INTERNATIONAL AIRPORT,VIENNA,AUSTRIA,WESTERN EUROPE,KUL,KUALA LUMPUR INTERNATIONAL AIRPORT,KUALA LUMPUR,MALAYSIA,SOUTHEAST ASIA,NG,NG,LAUDA AIR LUFTFAHRT AG,LAUDA AIR LUFTFAHRT AG,NO,777,BOEING,1,20001101,20001130,13:30,7:20,650,,, , -2----7 ,AIR,2,688,3.51,5103.0
MEL,MELBOURNE AIRPORT,MELBOURNE,AUSTRALIA,AUSTRALIA,KUL,KUALA LUMPUR INTERNATIONAL AIRPORT,KUALA LUMPUR,MALAYSIA,SOUTHEAST ASIA,NG,NG,LAUDA AIR LUFTFAHRT AG,LAUDA AIR LUFTFAHRT AG,NO,777,BOEING,2,20001101,20001115,23:25,4:10,465,M,, , --3--6- ,AIR,2,688,2.36,3434.0
HKG,HONG KONG INTERNATIONAL AIRPORT,HONG KONG,HONG KONG - CHINA,FAR EAST ASIA,CNS,CAIRNS INTERNATIONAL AIRPORT,CAIRNS,AUSTRALIA,AUSTRALIA,QF,QF,Qantas Airways Ltd.,Qantas Airways Ltd.,NO,763,BOEING,86,20001101,20001130,20:10,5:20,430,,I, , --34-6- ,AIR,3,684,2.07,3023.0
ADL,ADELAIDE INTERNATIONAL AIRPORT,ADELAIDE,AUSTRALIA,AUSTRALIA,SIN,CHANGI AIRPORT,SINGAPORE,SINGAPORE,SOUTHEAST ASIA,QF,QF,Qantas Airways Ltd.,Qantas Airways Ltd.,NO,763,BOEING,81,20001101,20001130,15:00,19:30,420,I,1, , 1--4-6- ,AIR,3,684,2.01,2941.0
SIN,CHANGI AIRPORT,SINGAPORE,SINGAPORE,SOUTHEAST ASIA,MEL,MELBOURNE AIRPORT,MELBOURNE,AUSTRALIA,AUSTRALIA,QF,QF,Qantas Airways Ltd.,Qantas Airways Ltd.,NO,763,BOEING,124,20001101,20001130,9:20,19:45,445,1,M, , --3-5-7 ,AIR,3,684,2.24,3282.0
SIN,CHANGI AIRPORT,SINGAPORE,SINGAPORE,SOUTHEAST ASIA,ADL,ADELAIDE INTERNATIONAL AIRPORT,ADELAIDE,AUSTRALIA,AUSTRALIA,QF,QF,Qantas Airways Ltd.,Qantas Airways Ltd.,NO,763,BOEING,82,20001101,20001130,20:50,6:05,405,1,I, , 1--4-6- ,AIR,3,684,2.01,2941.0
SIN,CHANGI AIRPORT,SINGAPORE,SINGAPORE,SOUTHEAST ASIA,BNE,BRISBANE INTERNATIONAL AIRPORT,BRISBANE,AUSTRALIA,AUSTRALIA,QF,QF,Qantas Airways Ltd.,Qantas Airways Ltd.,NO,763,BOEING,52,20001101,20001108,21:25,7:10,465,1,I, , --3-56- ,AIR,3,684,2.28,3332.0
PVG,PUDONG INTERNATIONAL AIRPORT,SHANGHAI,CHINA,FAR EAST ASIA,SYD,KINGSFORD SMITH AIRPORT,SYDNEY,AUSTRALIA,AUSTRALIA,QF,QF,Qantas Airways Ltd.,Qantas Airways Ltd.,NO,763,BOEING,188,20001101,20001130,20:10,9:45,635,,I, , -2-4-6- ,AIR,3,684,2.93,4284.0
SYD,KINGSFORD SMITH AIRPORT,SYDNEY,AUSTRALIA,AUSTRALIA,PVG,PUDONG INTERNATIONAL AIRPORT,SHANGHAI,CHINA,FAR EAST ASIA,QF,QF,Qantas Airways Ltd.,Qantas Airways Ltd.,NO,763,BOEING,187,20001101,20001130,10:20,18:05,645,I,, , -2-4-6- ,AIR,3,684,2.93,4284.0
PER,PERTH INTERNATIONAL AIRPORT,PERTH,AUSTRALIA,AUSTRALIA,NRT,NARITA INTERNATIONAL,TOKYO,JAPAN,FAR EAST ASIA,QF,QF,Qantas Airways Ltd.,Qantas Airways Ltd.,NO,763,BOEING,79,20001101,20001130,22:10,8:50,580,I,2, , -2--5-7 ,AIR,3,684,2.97,4336.0
NRT,NARITA INTERNATIONAL,TOKYO,JAPAN,FAR EAST ASIA,PER,PERTH INTERNATIONAL AIRPORT,PERTH,AUSTRALIA,AUSTRALIA,QF,QF,Qantas Airways Ltd.,Qantas Airways Ltd.,NO,763,BOEING,70,20001101,20001130,20:45,6:05,620,2,I, , 1-3--6- ,AIR,3,684,2.97,4336.0
DFW,DALLAS/FT. WORTH INTERNATIONAL AIRPORT,DALLAS FORT WORTH,UNITED STATES,NORTH AMERICA,GRU,GUARULHOS INTERNATIONAL AIRPORT,SAO PAULO,BRAZIL,SOUTH AMERICA,AA,AA,American Airlines,American Airlines,NO,763,BOEING,995,20001103,20001130,16:30,6:58,628,A,2, , -2--5-7 ,AIR,3,675,3.02,4480.0
GRU,GUARULHOS INTERNATIONAL AIRPORT,SAO PAULO,BRAZIL,SOUTH AMERICA,DFW,DALLAS/FT. WORTH INTERNATIONAL AIRPORT,DALLAS FORT WORTH,UNITED STATES,NORTH AMERICA,AA,AA,American Airlines,American Airlines,NO,763,BOEING,952,20001103,20001130,1:00,7:23,623,2,A, , -2--5-7 ,AIR,3,675,3.02,4480.0
GIG,GALEAO- A.C. JOBIM INTL AIRPORT,RIO DE JANEIRO,BRAZIL,SOUTH AMERICA,MIA,MIAMI INTERNATIONAL AIRPORT,MIAMI,UNITED STATES,NORTH AMERICA,AA,AA,American Airlines,American Airlines,NO,763,BOEING,980,20001102,20001130,0:20,5:51,511,1,, , 1-34-6- ,AIR,3,675,2.47,3652.0
YKS,YAKUTSK AIRPORT,YAKUTSK,RUSSIA,EASTERN EUROPE,DME,DOMODEDOVO AIRPORT,MOSCOW,RUSSIA,EASTERN EUROPE,E3,E3,NewGen Airways Company Limited,NewGen Airways Company Limited,NO,IL6,Ilyushin,92,20001101,20001130,11:20,12:30,430,,, , 12-4-6- ,AIR,4,672,1.78,2656.0
HKG,HONG KONG INTERNATIONAL AIRPORT,HONG KONG,HONG KONG - CHINA,FAR EAST ASIA,BAH,BAHRAIN INTERNATIONAL AIRPORT,BAHRAIN,BAHRAIN,GULF,CX,CX,"Cathay Pacific Airways, Ltd.","Cathay Pacific Airways, Ltd.",NO,777,BOEING,733,20001101,20001130,16:30,21:05,575,,, , -2----7 ,AIR,2,672,2.32,3450.0
KHV,NOVY AIRPORT,KHABAROVSK,RUSSIA,EASTERN EUROPE,DME,DOMODEDOVO AIRPORT,MOSCOW,RUSSIA,EASTERN EUROPE,E3,E3,NewGen Airways Company Limited,NewGen Airways Company Limited,NO,IL6,Ilyushin,26,20001101,20001130,12:25,14:00,515,,, , -2-456- ,AIR,4,672,2.24,3337.0
CDG,CHARLES DE GAULLE AIRPORT,PARIS,FRANCE,WESTERN EUROPE,DXB,DUBAI INTERNATIONAL AIRPORT,DUBAI,UNITED ARAB EMIRATES,GULF,AF,AF,Air France,Air France,NO,313,AIRBUS,606,20001101,20001130,10:25,20:10,405,2F,1, , -23-5-7 ,AIR,4,664,1.88,2838.0
DXB,DUBAI INTERNATIONAL AIRPORT,DUBAI,UNITED ARAB EMIRATES,GULF,CDG,CHARLES DE GAULLE AIRPORT,PARIS,FRANCE,WESTERN EUROPE,AF,AF,Air France,Air France,NO,313,AIRBUS,605,20001101,20001130,1:45,6:20,455,1,2F, , 1-34-6- ,AIR,4,664,1.88,2838.0
LBV,LEON M'BA INTERNATIONAL AIRPORT,LIBREVILLE,GABON,CENTRAL AFRICA,CDG,CHARLES DE GAULLE AIRPORT,PARIS,FRANCE,WESTERN EUROPE,AF,AF,Air France,Air France,NO,313,AIRBUS,825,20001101,20001130,23:30,6:30,420,,2A, , -2-4-67 ,AIR,4,664,1.96,2958.0
DXB,DUBAI INTERNATIONAL AIRPORT,DUBAI,UNITED ARAB EMIRATES,GULF,CDG,CHARLES DE GAULLE AIRPORT,PARIS,FRANCE,WESTERN EUROPE,VN,VN,Vietnam Airlines JSC,Vietnam Airlines JSC,NO,763,BOEING,535,20001101,20001130,0:45,6:15,510,1,2A, , 1-3--6- ,AIR,3,663,1.88,2838.0
DXB,DUBAI INTERNATIONAL AIRPORT,DUBAI,UNITED ARAB EMIRATES,GULF,CDG,CHARLES DE GAULLE AIRPORT,PARIS,FRANCE,WESTERN EUROPE,VN,VN,Vietnam Airlines JSC,Vietnam Airlines JSC,NO,763,BOEING,533,20001103,20001130,0:45,6:15,510,1,2A, , -2--5-7 ,AIR,3,663,1.88,2838.0
DXB,DUBAI INTERNATIONAL AIRPORT,DUBAI,UNITED ARAB EMIRATES,GULF,SGN,TAN SON NHAT INTERNATIONAL AIRPORT,HO CHI MINH CITY,VIETNAM,SOUTHEAST ASIA,VN,VN,Vietnam Airlines JSC,Vietnam Airlines JSC,NO,763,BOEING,532,20001103,20001130,22:30,8:50,440,1,, , -2--5-7 ,AIR,3,663,2.02,3042.0
DXB,DUBAI INTERNATIONAL AIRPORT,DUBAI,UNITED ARAB EMIRATES,GULF,HAN,NOI BAI INTERNATIONAL AIRPORT,HANOI,VIETNAM,SOUTHEAST ASIA,VN,VN,Vietnam Airlines JSC,Vietnam Airlines JSC,NO,763,BOEING,534,20001101,20001130,22:30,8:15,405,1,, , 1-3--6- ,AIR,3,663,1.84,2782.0
SGN,TAN SON NHAT INTERNATIONAL AIRPORT,HO CHI MINH CITY,VIETNAM,SOUTHEAST ASIA,DXB,DUBAI INTERNATIONAL AIRPORT,DUBAI,UNITED ARAB EMIRATES,GULF,VN,VN,Vietnam Airlines JSC,Vietnam Airlines JSC,NO,763,BOEING,533,20001102,20001130,19:25,23:30,425,,1, , 1--4-6- ,AIR,3,663,2.02,3042.0
SCL,ARTURO MERINO BENITEZ AIRPORT,SANTIAGO,CHILE,SOUTH AMERICA,MIA,MIAMI INTERNATIONAL AIRPORT,MIAMI,UNITED STATES,NORTH AMERICA,LA,LA,LATAM Airlines Group SA,LATAM Airlines Group SA,NO,763,BOEING,502,20001102,20001104,23:30,6:00,510,I,, , ---456- ,AIR,3,663,2.41,3634.0
PKC,YELIZOVO AIRPORT,PETROPAVLOVSK-KAMCHATS,RUSSIA,EASTERN EUROPE,SVO,SHEREMETYEVO AIRPORT,MOSCOW,RUSSIA,EASTERN EUROPE,SU,SU,PJSC Aeroflot,PJSC Aeroflot,NO,IL6,Ilyushin,760,20001101,20001130,10:35,11:00,565,,1, , -2345-7 ,AIR,5,660,2.41,3653.0
SVO,SHEREMETYEVO AIRPORT,MOSCOW,RUSSIA,EASTERN EUROPE,PKC,YELIZOVO AIRPORT,PETROPAVLOVSK-KAMCHATS,RUSSIA,EASTERN EUROPE,SU,SU,PJSC Aeroflot,PJSC Aeroflot,NO,IL6,Ilyushin,759,20001101,20001130,15:15,8:45,510,1,, , 1234-6- ,AIR,5,660,2.41,3653.0
JED,KING ABDULAZIZ INTERNATIONAL AIRPORT,JEDDAH,SAUDI ARABIA,GULF,LHR,HEATHROW AIRPORT,LONDON,UNITED KINGDOM,WESTERN EUROPE,SV,SV,Saudi Arabian Airlines,Saudi Arabian Airlines,NO,777,BOEING,113,20001101,20001130,1:35,5:20,405,SV,3, , -2--5-- ,AIR,2,656,1.69,2574.0
LHR,HEATHROW AIRPORT,LONDON,UNITED KINGDOM,WESTERN EUROPE,JFK,JOHN F. KENNEDY INTERNATIONAL AIRPORT,NEW YORK,UNITED STATES,NORTH AMERICA,KU,KU,Kuwait Airways,Kuwait Airways,NO,777,BOEING,101,20001101,20001130,15:00,17:35,455,3,4E, , -2---6- ,AIR,2,656,1.97,3002.0
SVO,SHEREMETYEVO AIRPORT,MOSCOW,RUSSIA,EASTERN EUROPE,BKK,SUVARNABHUMI INTERNATIONAL,BANGKOK,THAILAND,SOUTHEAST ASIA,SU,SU,PJSC Aeroflot,PJSC Aeroflot,NO,777,BOEING,551,20001101,20001130,23:55,13:25,570,2,1, , --3-5-- ,AIR,2,656,2.53,3851.0
